Orthogroup	Azeb	Sbro
OG0001343	mikado.HiC_scaffold_5.0G275.1, mikado.HiC_scaffold_5.0G276.2, mikado.HiC_scaffold_5.0G276.1, mikado.HiC_scaffold_5.0G277.1, mikado.HiC_scaffold_5.0G1095.1	EVM0003247.1
OG0001344	mikado.HiC_scaffold_19.0G1298.1, mikado.HiC_scaffold_19.0G482.1, mikado.HiC_scaffold_5.0G356.1	EVM0020620.1, EVM0014546.1
OG0001345	mikado.HiC_scaffold_5.0G461.1, mikado.HiC_scaffold_5.0G460.1, mikado.HiC_scaffold_5.0G464.2, mikado.HiC_scaffold_5.0G464.1	EVM0011425.1
OG0001346	mikado.HiC_scaffold_5.0G483.1, mikado.HiC_scaffold_5.0G484.1	EVM0004608.1
OG0001346	mikado.HiC_scaffold_5.0G482.1	EVM0003767.1
OG0001347	mikado.HiC_scaffold_5.0G504.1, mikado.HiC_scaffold_12.3160685G802.1, mikado.HiC_scaffold_12.3160685G810.1, mikado.HiC_scaffold_12.3160685G811.1	EVM0004878.1
OG0001348	mikado.HiC_scaffold_5.0G543.1, mikado.HiC_scaffold_5.0G544.1	EVM0014420.1, EVM0000921.1
OG0001349	mikado.HiC_scaffold_5.0G572.1, mikado.HiC_scaffold_5.0G572.2	EVM0011957.1, EVM0001475.1
OG0001350	mikado.HiC_scaffold_5.0G636.1, mikado.HiC_scaffold_5.0G635.1	EVM0005573.1
OG0001350	mikado.HiC_scaffold_5.0G637.1	EVM0002523.1
OG0001351	mikado.HiC_scaffold_5.0G654.2, mikado.HiC_scaffold_5.0G653.1, mikado.HiC_scaffold_5.0G653.2, mikado.HiC_scaffold_5.0G654.1	EVM0009887.1
OG0001352	mikado.HiC_scaffold_5.0G659.1, mikado.HiC_scaffold_5.0G663.1, mikado.HiC_scaffold_5.0G660.1, mikado.HiC_scaffold_4314G1.1	EVM0020779.1
OG0001353	mikado.HiC_scaffold_5.0G1184.1	EVM0003287.1
OG0001353	mikado.HiC_scaffold_5.0G727.1	EVM0016770.1
OG0001354	mikado.HiC_scaffold_5.0G760.1	EVM0019918.1
OG0001354	mikado.HiC_scaffold_5.0G906.1	EVM0020501.1
OG0001355	mikado.HiC_scaffold_5.0G785.1, mikado.HiC_scaffold_5.0G786.1	EVM0018831.1, EVM0004323.1, EVM0001636.1
OG0001356	mikado.HiC_scaffold_5.0G945.1	EVM0023326.1, EVM0013542.1, EVM0005396.1, EVM0012904.1
OG0001357	mikado.HiC_scaffold_5.0G991.2, mikado.HiC_scaffold_5.0G991.1, mikado.HiC_scaffold_5.0G992.1, mikado.HiC_scaffold_5.0G993.1	EVM0000091.1
OG0001358	mikado.HiC_scaffold_5.0G1147.1, mikado.HiC_scaffold_5.0G1142.1	EVM0003866.1, EVM0006924.1, EVM0019935.1
OG0001359	mikado.HiC_scaffold_5.0G1215.1, mikado.HiC_scaffold_19.0G1397.1	EVM0018679.1, EVM0017698.1, EVM0013533.1
OG0001360	mikado.HiC_scaffold_16.0G1448.1, mikado.HiC_scaffold_16.0G1447.1, mikado.HiC_scaffold_5.0G1269.1, mikado.HiC_scaffold_7.0G125.1	EVM0014994.1
OG0001361	mikado.HiC_scaffold_5.0G1310.1	EVM0008764.1, EVM0023335.1
OG0001362	mikado.HiC_scaffold_5.0G1320.1	EVM0018399.1, EVM0008186.1, EVM0009450.1, EVM0016007.1
OG0001363	mikado.HiC_scaffold_7.0G3.1, mikado.HiC_scaffold_7.0G3.2, mikado.HiC_scaffold_7.0G4.1	EVM0023078.1
OG0001364	mikado.HiC_scaffold_7.0G32.2, mikado.HiC_scaffold_7.0G32.3, mikado.HiC_scaffold_7.0G32.1	EVM0001864.1
OG0001365	mikado.HiC_scaffold_7.0G63.1	EVM0017591.1
OG0001365	mikado.HiC_scaffold_7.0G61.1	EVM0017190.1
OG0001366	mikado.HiC_scaffold_7.0G83.1, mikado.HiC_scaffold_7.0G84.1, mikado.HiC_scaffold_7.0G86.1	EVM0009341.1
OG0001367	mikado.HiC_scaffold_7.0G118.2	EVM0009769.1
OG0001367	mikado.HiC_scaffold_7.0G118.1	EVM0013638.1
OG0001368	mikado.HiC_scaffold_7.0G446.1	EVM0006246.1
OG0001368	mikado.HiC_scaffold_7.0G212.1	EVM0020748.1
OG0001369	mikado.HiC_scaffold_11.0G60.1, mikado.HiC_scaffold_11.0G59.1, mikado.HiC_scaffold_7.0G214.1	EVM0000413.1
OG0001372	mikado.HiC_scaffold_7.0G268.1	EVM0016129.1, EVM0016782.1, EVM0001732.1, EVM0005945.1
OG0001374	mikado.HiC_scaffold_7.0G469.1, mikado.HiC_scaffold_7.0G479.1, mikado.HiC_scaffold_7.0G1016.1, mikado.HiC_scaffold_7.0G470.1, mikado.HiC_scaffold_7.0G472.1	EVM0005508.1
OG0001375	mikado.HiC_scaffold_7.0G647.1, mikado.HiC_scaffold_7.0G646.1, mikado.HiC_scaffold_7.0G640.1	EVM0017052.1
OG0001376	mikado.HiC_scaffold_7.0G678.1, mikado.HiC_scaffold_7.0G663.1	EVM0009505.1
OG0001377	mikado.HiC_scaffold_17.0G896.1	EVM0007122.1
OG0001377	mikado.HiC_scaffold_7.0G675.1, mikado.HiC_scaffold_7.0G676.1	EVM0014830.1
OG0001378	mikado.HiC_scaffold_7.0G695.1	EVM0015209.1, EVM0001426.1, EVM0010192.1
OG0001379	mikado.HiC_scaffold_7.0G703.3, mikado.HiC_scaffold_7.0G703.2, mikado.HiC_scaffold_7.0G703.1, mikado.HiC_scaffold_7.0G703.4	EVM0006673.1
OG0001380	mikado.HiC_scaffold_7.0G782.1, mikado.HiC_scaffold_7.0G784.1	EVM0002648.1, EVM0009279.1
OG0001381	mikado.HiC_scaffold_7.0G790.1, mikado.HiC_scaffold_7.0G789.1, mikado.HiC_scaffold_7.0G791.1	EVM0015492.1
OG0001382	mikado.HiC_scaffold_7.0G811.1, mikado.HiC_scaffold_7.0G813.1	EVM0009176.1, EVM0005791.1
OG0001383	mikado.HiC_scaffold_7.0G840.1, mikado.HiC_scaffold_7.0G853.1, mikado.HiC_scaffold_7.0G852.1, mikado.HiC_scaffold_7.0G849.1	EVM0002948.1
OG0001384	mikado.HiC_scaffold_7.0G917.1, mikado.HiC_scaffold_7.0G898.1	EVM0023860.1
OG0001385	mikado.HiC_scaffold_7.0G1023.1	EVM0006498.1
OG0001385	mikado.HiC_scaffold_7.0G1022.1	EVM0021560.1
OG0001386	mikado.HiC_scaffold_13.0G968.1, mikado.HiC_scaffold_19.0G951.1, mikado.HiC_scaffold_7.0G1101.1, mikado.HiC_scaffold_17.0G411.1	EVM0003529.1, EVM0015567.1
OG0001387	mikado.HiC_scaffold_7.0G1248.1	EVM0021353.1
OG0001387	mikado.HiC_scaffold_7.0G1247.1	EVM0019685.1
OG0001388	mikado.HiC_scaffold_7.0G1258.1, mikado.HiC_scaffold_7.0G1259.1, mikado.HiC_scaffold_7.0G1262.1, mikado.HiC_scaffold_7.0G1261.1	EVM0018204.1
OG0001389	mikado.HiC_scaffold_12.3160685G876.1, mikado.HiC_scaffold_7.0G1279.1, mikado.HiC_scaffold_7.0G1269.1, mikado.HiC_scaffold_12.3160685G974.1, mikado.HiC_scaffold_12.3160685G975.1	EVM0003972.1
OG0001390	mikado.HiC_scaffold_7.0G1292.1	EVM0010189.1
OG0001390	mikado.HiC_scaffold_7.0G1293.1	EVM0012412.1
OG0001391	mikado.HiC_scaffold_7.0G1331.2, mikado.HiC_scaffold_7.0G1331.1	EVM0017306.1
OG0001392	mikado.HiC_scaffold_7.0G1347.1	EVM0011071.1, EVM0013136.1
OG0001393	mikado.HiC_scaffold_9.0G786.1, mikado.HiC_scaffold_9.0G787.1, mikado.HiC_scaffold_9.0G11.1, mikado.HiC_scaffold_9.0G12.1	EVM0018837.1
OG0001394	mikado.HiC_scaffold_9.0G50.1	EVM0014765.1, EVM0010420.1, EVM0015651.1, EVM0002640.1
OG0001395	mikado.HiC_scaffold_9.0G130.1, mikado.HiC_scaffold_9.0G132.1	EVM0002167.1, EVM0003552.1
OG0001396	mikado.HiC_scaffold_9.0G189.1, mikado.HiC_scaffold_9.0G186.1, mikado.HiC_scaffold_9.0G186.2, mikado.HiC_scaffold_9.0G189.2	EVM0007009.1
OG0001397	mikado.HiC_scaffold_9.0G210.1	EVM0008334.1, EVM0019309.1
OG0001398	mikado.HiC_scaffold_9.0G1620.2, mikado.HiC_scaffold_9.0G1620.1, mikado.HiC_scaffold_9.0G249.1, mikado.HiC_scaffold_9.0G1616.1	EVM0010254.1
OG0001399	mikado.HiC_scaffold_9.0G316.1	EVM0009792.1
OG0001399	mikado.HiC_scaffold_9.0G315.1	EVM0008930.1
OG0001400	mikado.HiC_scaffold_9.0G326.1	EVM0020347.1
OG0001400	mikado.HiC_scaffold_9.0G325.1, mikado.HiC_scaffold_9.0G327.1, mikado.HiC_scaffold_18.0G4.1	EVM0011064.1
OG0001401	mikado.HiC_scaffold_9.0G354.1, mikado.HiC_scaffold_9.0G354.2, mikado.HiC_scaffold_9.0G343.1, mikado.HiC_scaffold_11.0G470.1	EVM0004898.1
OG0001402	mikado.HiC_scaffold_9.0G507.1	EVM0021389.1, EVM0010270.1
OG0001403	mikado.HiC_scaffold_9.0G526.1, mikado.HiC_scaffold_9.0G528.1, mikado.HiC_scaffold_9.0G1072.1, mikado.HiC_scaffold_9.0G1071.1, mikado.HiC_scaffold_9.0G1073.1	EVM0007495.1
OG0001404	mikado.HiC_scaffold_9.0G536.1	EVM0021149.1, EVM0022228.1, EVM0017379.1
OG0001405	mikado.HiC_scaffold_9.0G562.1	EVM0021383.1, EVM0019971.1
OG0001406	mikado.HiC_scaffold_9.0G633.2, mikado.HiC_scaffold_9.0G633.1	EVM0008431.1, EVM0016515.1, EVM0018297.1
OG0001407	mikado.HiC_scaffold_9.0G634.1	EVM0005197.1, EVM0010004.1, EVM0015301.1
OG0001408	mikado.HiC_scaffold_9.0G646.3, mikado.HiC_scaffold_9.0G646.2	EVM0021846.1
OG0001408	mikado.HiC_scaffold_9.0G646.1	EVM0018173.1
OG0001409	mikado.HiC_scaffold_9.0G667.1, mikado.HiC_scaffold_9.0G668.1, mikado.HiC_scaffold_9.0G669.1	EVM0000922.1
OG0001410	mikado.HiC_scaffold_9.0G859.1	EVM0015664.1, EVM0002157.1
OG0001412	mikado.HiC_scaffold_9.0G946.1, mikado.HiC_scaffold_16.0G486.1	EVM0008975.1, EVM0021224.1, EVM0003582.1
OG0001413	mikado.HiC_scaffold_9.0G957.1	EVM0015975.1, EVM0001881.1, EVM0013200.1
OG0001414	mikado.HiC_scaffold_12.3160685G1197.1, mikado.HiC_scaffold_9.0G1054.1	EVM0002378.1, EVM0016844.1
OG0001415	mikado.HiC_scaffold_9.0G1079.1	EVM0014088.1
OG0001415	mikado.HiC_scaffold_9.0G1080.1	EVM0009529.1
OG0001416	mikado.HiC_scaffold_9.0G1090.1	EVM0023878.1, EVM0003805.1
OG0001420	mikado.HiC_scaffold_9.0G1334.1, mikado.HiC_scaffold_9.0G1334.2	EVM0006356.1
OG0001421	mikado.HiC_scaffold_9.0G1384.1	EVM0008679.1
OG0001423	mikado.HiC_scaffold_9.0G1400.1, mikado.HiC_scaffold_10.0G499.1, mikado.HiC_scaffold_10.0G498.1	EVM0016410.1, EVM0000559.1
OG0001424	mikado.HiC_scaffold_9.0G1472.1	EVM0005549.1
OG0001424	mikado.HiC_scaffold_9.0G1471.1	EVM0014253.1, EVM0006369.1
OG0001425	mikado.HiC_scaffold_9.0G1494.1, mikado.HiC_scaffold_16.0G1094.1	EVM0004630.1, EVM0021504.1, EVM0012106.1, EVM0009192.1
OG0001426	mikado.HiC_scaffold_11.0G664.1, mikado.HiC_scaffold_11.0G665.1, mikado.HiC_scaffold_11.0G663.1, mikado.HiC_scaffold_9.0G1610.1	EVM0022664.1
OG0001427	mikado.HiC_scaffold_19.0G1428.1, mikado.HiC_scaffold_10.0G13.1, mikado.HiC_scaffold_14.0G947.1	EVM0023312.1, EVM0008105.1
OG0001428	mikado.HiC_scaffold_10.0G49.1	EVM0021308.1
OG0001429	mikado.HiC_scaffold_10.0G413.1	EVM0014962.1
OG0001429	mikado.HiC_scaffold_10.0G63.1, mikado.HiC_scaffold_10.0G60.1	EVM0015536.1
OG0001430	mikado.HiC_scaffold_10.0G70.1, mikado.HiC_scaffold_10.0G72.1, mikado.HiC_scaffold_10.0G477.1	EVM0004902.1, EVM0006105.1, EVM0014531.1
OG0001432	mikado.HiC_scaffold_10.0G127.1, mikado.HiC_scaffold_10.0G128.1, mikado.HiC_scaffold_17.0G1002.1, mikado.HiC_scaffold_425G1.1	EVM0002927.1
OG0001434	mikado.HiC_scaffold_10.0G328.1, mikado.HiC_scaffold_10.0G327.1	EVM0017011.2
OG0001435	mikado.HiC_scaffold_10.0G352.2, mikado.HiC_scaffold_10.0G352.1	EVM0019058.1
OG0001436	mikado.HiC_scaffold_16.0G597.1, mikado.HiC_scaffold_10.0G385.1, mikado.HiC_scaffold_12.3160685G188.1, mikado.HiC_scaffold_12.3160685G298.1, mikado.HiC_scaffold_12.3160685G295.1	EVM0009357.1
OG0001439	mikado.HiC_scaffold_10.0G693.1, mikado.HiC_scaffold_10.0G693.2	EVM0003487.1
OG0001439	mikado.HiC_scaffold_10.0G614.1	EVM0005526.1
OG0001440	mikado.HiC_scaffold_15.0G1835.1, mikado.HiC_scaffold_10.0G669.2, mikado.HiC_scaffold_10.0G669.3, mikado.HiC_scaffold_10.0G669.1	EVM0003996.1
OG0001442	mikado.HiC_scaffold_1329G1.1	EVM0016514.1
OG0001442	mikado.HiC_scaffold_10.0G692.1, mikado.HiC_scaffold_10.0G690.1	EVM0023932.1
OG0001443	mikado.HiC_scaffold_13.0G714.1	EVM0004380.1
OG0001443	mikado.HiC_scaffold_10.0G716.1	EVM0002649.1
OG0001444	mikado.HiC_scaffold_10.0G728.1	EVM0023253.1, EVM0005243.1, EVM0022348.1, EVM0006550.1, EVM0013742.1
OG0001445	mikado.HiC_scaffold_10.0G767.1	EVM0013596.1, EVM0005861.1, EVM0011042.1, EVM0015624.1
OG0001446	mikado.HiC_scaffold_11.0G15.1, mikado.HiC_scaffold_11.0G12.1, mikado.HiC_scaffold_11.0G13.1, mikado.HiC_scaffold_11.0G11.1	EVM0002822.1
OG0001447	mikado.HiC_scaffold_11.0G17.1, mikado.HiC_scaffold_18.0G1126.1, mikado.HiC_scaffold_18.0G1129.1, mikado.HiC_scaffold_18.0G345.1	EVM0012002.1
OG0001448	mikado.HiC_scaffold_11.0G26.1	EVM0022601.1, EVM0009166.1
OG0001450	mikado.HiC_scaffold_11.0G43.1	EVM0005263.1
OG0001451	mikado.HiC_scaffold_11.0G65.1	EVM0010913.1, EVM0020553.1, EVM0021913.1
OG0001452	mikado.HiC_scaffold_14.0G468.1, mikado.HiC_scaffold_14.0G468.2, mikado.HiC_scaffold_11.0G155.2, mikado.HiC_scaffold_11.0G155.1	EVM0019804.1
OG0001453	mikado.HiC_scaffold_11.0G160.1	EVM0005706.1, EVM0011148.1, EVM0000964.1
OG0001454	mikado.HiC_scaffold_11.0G242.1, mikado.HiC_scaffold_11.0G241.1, mikado.HiC_scaffold_11.0G241.2, mikado.HiC_scaffold_11.0G243.1	EVM0022518.1, EVM0000714.1
OG0001455	mikado.HiC_scaffold_12.3160685G266.1, mikado.HiC_scaffold_12.3160685G267.1, mikado.HiC_scaffold_21.0G732.1, mikado.HiC_scaffold_11.0G422.1	EVM0021002.1
OG0001456	mikado.HiC_scaffold_11.0G435.1, mikado.HiC_scaffold_11.0G524.1, mikado.HiC_scaffold_16.0G1191.1	EVM0015738.1, EVM0006503.1
OG0001457	mikado.HiC_scaffold_11.0G568.1, mikado.HiC_scaffold_11.0G569.1, mikado.HiC_scaffold_11.0G460.1	EVM0019921.1, EVM0023746.1
OG0001458	mikado.HiC_scaffold_18.0G1484.1, mikado.HiC_scaffold_11.0G507.1, mikado.HiC_scaffold_18.0G1485.1, mikado.HiC_scaffold_18.0G1483.1	EVM0007155.1
OG0001459	mikado.HiC_scaffold_15.0G957.1, mikado.HiC_scaffold_11.0G521.1	EVM0011359.1, EVM0002357.1, EVM0002957.1, EVM0014644.1
OG0001460	mikado.HiC_scaffold_11.0G540.1, mikado.HiC_scaffold_11.0G539.1	EVM0014591.3
OG0001461	mikado.HiC_scaffold_11.0G554.1	EVM0020392.1
OG0001461	mikado.HiC_scaffold_14.0G310.1	EVM0011740.1
OG0001463	mikado.HiC_scaffold_11.0G598.1	EVM0022575.1, EVM0015746.1, EVM0012081.1, EVM0000864.1
OG0001464	mikado.HiC_scaffold_8.8335562G711.1, mikado.HiC_scaffold_11.0G602.1, mikado.HiC_scaffold_11.0G601.1	EVM0017530.1
OG0001465	mikado.HiC_scaffold_21.0G579.1, mikado.HiC_scaffold_21.0G577.1, mikado.HiC_scaffold_21.0G578.1, mikado.HiC_scaffold_11.0G669.1	EVM0019505.1
OG0001466	mikado.HiC_scaffold_12.0G5.1, mikado.HiC_scaffold_12.0G5.2, mikado.HiC_scaffold_12.0G5.3, mikado.HiC_scaffold_12.0G5.6	EVM0017428.1
OG0001467	mikado.HiC_scaffold_12.0G11.4, mikado.HiC_scaffold_12.0G11.1, mikado.HiC_scaffold_12.0G11.2	EVM0010053.1
OG0001468	mikado.HiC_scaffold_13.0G104.1, mikado.HiC_scaffold_13.0G104.2	EVM0005365.1
OG0001469	mikado.HiC_scaffold_13.0G117.1	EVM0012071.1
OG0001470	mikado.HiC_scaffold_13.0G1344.1	EVM0010827.1
OG0001471	mikado.HiC_scaffold_13.0G210.1	EVM0005424.1
OG0001471	mikado.HiC_scaffold_13.0G209.1	EVM0015555.1
OG0001472	mikado.HiC_scaffold_13.0G285.3, mikado.HiC_scaffold_13.0G285.1, mikado.HiC_scaffold_13.0G285.2, mikado.HiC_scaffold_13.0G285.5	EVM0023400.1
OG0001473	mikado.HiC_scaffold_17.0G1044.1, mikado.HiC_scaffold_13.0G336.1	EVM0006847.2
OG0001475	mikado.HiC_scaffold_13.0G404.2, mikado.HiC_scaffold_13.0G404.1	EVM0001899.1
OG0001476	mikado.HiC_scaffold_13.0G529.1, mikado.HiC_scaffold_13.0G530.1, mikado.HiC_scaffold_13.0G531.1	EVM0015419.1
OG0001477	mikado.HiC_scaffold_13.0G550.1	EVM0018265.1, EVM0000315.1, EVM0012710.1, EVM0021808.1, EVM0003567.1
OG0001478	mikado.HiC_scaffold_13.0G632.1, mikado.HiC_scaffold_13.0G631.1	EVM0022439.1
OG0001479	mikado.HiC_scaffold_13.0G747.1	EVM0013228.1, EVM0002238.1, EVM0007182.1, EVM0000392.1
OG0001480	mikado.HiC_scaffold_13.0G755.1	EVM0015043.1, EVM0023886.1
OG0001480	mikado.HiC_scaffold_13.0G754.1	EVM0012269.1
OG0001481	mikado.HiC_scaffold_13.0G760.1, mikado.HiC_scaffold_13.0G759.1, mikado.HiC_scaffold_13.0G758.1	EVM0019973.1, EVM0007738.1
OG0001483	mikado.HiC_scaffold_13.0G926.1	EVM0014603.1, EVM0004277.1, EVM0007540.1, EVM0022757.1
OG0001484	mikado.HiC_scaffold_13.0G969.3, mikado.HiC_scaffold_13.0G969.4, mikado.HiC_scaffold_13.0G969.2, mikado.HiC_scaffold_13.0G969.1	EVM0004252.1
OG0001485	mikado.HiC_scaffold_13.0G990.1, mikado.HiC_scaffold_13.0G992.1	EVM0006192.1
OG0001486	mikado.HiC_scaffold_13.0G1028.1, mikado.HiC_scaffold_13.0G1027.1	EVM0023296.1, EVM0005236.1, EVM0000134.1
OG0001488	mikado.HiC_scaffold_13.0G1171.1	EVM0016111.1
OG0001490	mikado.HiC_scaffold_13.0G1204.1, mikado.HiC_scaffold_13.0G1206.1, mikado.HiC_scaffold_13.0G1207.1, mikado.HiC_scaffold_18.0G14.1	EVM0006273.1
OG0001491	mikado.HiC_scaffold_13.0G1274.1	EVM0009043.1
OG0001491	mikado.HiC_scaffold_8.8335562G970.1	EVM0001686.1
OG0001492	mikado.HiC_scaffold_13.0G1411.1	EVM0021963.1
OG0001493	mikado.HiC_scaffold_13.0G1431.1	EVM0019953.1, EVM0000041.1, EVM0015930.1, EVM0022012.1
OG0001494	mikado.HiC_scaffold_13.0G1439.1	EVM0022765.1, EVM0001264.1, EVM0020324.1, EVM0016621.1, EVM0010441.1
OG0001495	mikado.HiC_scaffold_13.0G1465.1	EVM0000010.1, EVM0008443.1
OG0001496	mikado.HiC_scaffold_13.0G1483.1, mikado.HiC_scaffold_13.0G1482.3, mikado.HiC_scaffold_13.0G1482.4, mikado.HiC_scaffold_13.0G1482.1	EVM0014773.1
OG0001497	mikado.HiC_scaffold_17.0G829.1, mikado.HiC_scaffold_13.0G1519.1, mikado.HiC_scaffold_13.0G1522.1	EVM0023926.1, EVM0007856.1, EVM0020379.1
OG0001498	mikado.HiC_scaffold_133G2.1, mikado.HiC_scaffold_8.8335562G702.1, mikado.HiC_scaffold_133G1.1, mikado.HiC_scaffold_8.8335562G832.1	EVM0002473.1, EVM0000458.1
OG0001499	mikado.HiC_scaffold_14.0G16.1, mikado.HiC_scaffold_14.0G17.1, mikado.HiC_scaffold_14.0G17.2	EVM0002494.1
OG0001502	mikado.HiC_scaffold_14.0G141.1, mikado.HiC_scaffold_14.0G140.1, mikado.HiC_scaffold_14.0G140.2	EVM0008705.1
OG0001504	mikado.HiC_scaffold_14.0G352.1	EVM0007790.1
OG0001504	mikado.HiC_scaffold_14.0G351.1	EVM0009816.1
OG0001505	mikado.HiC_scaffold_14.0G355.2, mikado.HiC_scaffold_14.0G355.3, mikado.HiC_scaffold_14.0G355.4, mikado.HiC_scaffold_14.0G355.1	EVM0010253.1
OG0001506	mikado.HiC_scaffold_14.0G411.1	EVM0002700.1
OG0001506	mikado.HiC_scaffold_14.0G412.1	EVM0022941.1
OG0001507	mikado.HiC_scaffold_14.0G659.1, mikado.HiC_scaffold_14.0G660.1	EVM0020064.1
OG0001507	mikado.HiC_scaffold_14.0G661.1	EVM0018706.1
OG0001508	mikado.HiC_scaffold_14.0G686.1, mikado.HiC_scaffold_14.0G685.2, mikado.HiC_scaffold_14.0G685.1, mikado.HiC_scaffold_14.0G686.2	EVM0023814.1
OG0001509	mikado.HiC_scaffold_17.0G17.1	EVM0006786.1
OG0001510	mikado.HiC_scaffold_14.0G720.1	EVM0005136.1, EVM0006471.1, EVM0023867.1, EVM0009028.1
OG0001511	mikado.HiC_scaffold_14.0G862.1, mikado.HiC_scaffold_14.0G846.1, mikado.HiC_scaffold_14.0G848.1	EVM0013125.1, EVM0010100.1
OG0001512	mikado.HiC_scaffold_14.0G920.1, mikado.HiC_scaffold_19.0G1072.1, mikado.HiC_scaffold_14.0G919.1	EVM0018970.1
OG0001513	mikado.HiC_scaffold_14.0G921.1	EVM0023744.1, EVM0009343.1, EVM0000418.1, EVM0015637.1
OG0001514	mikado.HiC_scaffold_14.0G1002.1, mikado.HiC_scaffold_18.0G986.1	EVM0015195.1, EVM0009814.1
OG0001515	mikado.HiC_scaffold_16.0G589.1, mikado.HiC_scaffold_14.0G1007.1, mikado.HiC_scaffold_14.0G1004.1, mikado.HiC_scaffold_14.0G1005.1, mikado.HiC_scaffold_14.0G1006.1	EVM0022718.1
OG0001516	mikado.HiC_scaffold_14.0G1009.1	EVM0021313.1, EVM0002086.1
OG0001517	mikado.HiC_scaffold_14.0G1032.1, mikado.HiC_scaffold_14.0G1035.1	EVM0023805.1
OG0001518	mikado.HiC_scaffold_14.0G1103.1	EVM0022842.1, EVM0016283.1
OG0001519	mikado.HiC_scaffold_14.0G1157.1	EVM0015030.2, EVM0004479.1
OG0001520	mikado.HiC_scaffold_14.0G1194.1	EVM0018532.1, EVM0003148.1, EVM0009781.1, EVM0009538.1
OG0001521	mikado.HiC_scaffold_15.0G76.1	EVM0018537.1
OG0001521	mikado.HiC_scaffold_15.0G75.1	EVM0005608.1
OG0001522	mikado.HiC_scaffold_16.0G1173.1, mikado.HiC_scaffold_15.0G104.1	EVM0002869.1, EVM0016077.1, EVM0006383.1
OG0001523	mikado.HiC_scaffold_15.0G177.1	EVM0004789.1, EVM0023126.1, EVM0013952.1, EVM0014112.1, EVM0002863.1
OG0001524	mikado.HiC_scaffold_15.0G210.4, mikado.HiC_scaffold_15.0G210.3, mikado.HiC_scaffold_15.0G210.1, mikado.HiC_scaffold_15.0G210.2	EVM0018756.1
OG0001525	mikado.HiC_scaffold_15.0G220.1, mikado.HiC_scaffold_15.0G218.1	EVM0008945.1, EVM0001628.1, EVM0006223.1
OG0001526	mikado.HiC_scaffold_21.0G1156.1, mikado.HiC_scaffold_15.0G234.1	EVM0018350.1
OG0001527	mikado.HiC_scaffold_15.0G250.1, mikado.HiC_scaffold_15.0G253.1, mikado.HiC_scaffold_15.0G252.1	EVM0015589.1
OG0001528	mikado.HiC_scaffold_15.0G287.1, mikado.HiC_scaffold_19.0G948.1, mikado.HiC_scaffold_19.0G949.1, mikado.HiC_scaffold_19.0G950.1	EVM0021903.1
OG0001529	mikado.HiC_scaffold_15.0G288.1	EVM0019044.1, EVM0013413.1, EVM0021787.1, EVM0008530.1, EVM0016487.1
OG0001530	mikado.HiC_scaffold_15.0G310.1	EVM0002404.1, EVM0001229.1, EVM0006675.1, EVM0013924.1
OG0001531	mikado.HiC_scaffold_15.0G323.1	EVM0014011.1
OG0001532	mikado.HiC_scaffold_15.0G413.1, mikado.HiC_scaffold_15.0G412.1, mikado.HiC_scaffold_15.0G546.1	EVM0016080.1, EVM0014866.1
OG0001533	mikado.HiC_scaffold_15.0G481.3, mikado.HiC_scaffold_15.0G481.4, mikado.HiC_scaffold_15.0G481.2, mikado.HiC_scaffold_15.0G481.1	EVM0008762.1
OG0001534	mikado.HiC_scaffold_15.0G520.1	EVM0003513.1
OG0001534	mikado.HiC_scaffold_15.0G527.1, mikado.HiC_scaffold_15.0G526.1	EVM0011950.1
OG0001535	mikado.HiC_scaffold_15.0G551.2, mikado.HiC_scaffold_15.0G551.1	EVM0023213.1, EVM0012263.1, EVM0008165.1
OG0001538	mikado.HiC_scaffold_15.0G708.1, mikado.HiC_scaffold_15.0G708.2	EVM0000950.1, EVM0004852.1, EVM0001908.1
OG0001539	mikado.HiC_scaffold_15.0G1036.1, mikado.HiC_scaffold_15.0G1035.1, mikado.HiC_scaffold_15.0G717.1, mikado.HiC_scaffold_15.0G1034.1, mikado.HiC_scaffold_15.0G1037.1	EVM0018605.1
OG0001540	mikado.HiC_scaffold_15.0G722.1	EVM0015691.1
OG0001540	mikado.HiC_scaffold_15.0G722.2, mikado.HiC_scaffold_15.0G722.8	EVM0017628.1
OG0001541	mikado.HiC_scaffold_15.0G2148.1	EVM0009082.1
OG0001541	mikado.HiC_scaffold_15.0G744.1, mikado.HiC_scaffold_15.0G742.1, mikado.HiC_scaffold_15.0G743.1	EVM0016833.1
OG0001542	mikado.HiC_scaffold_8.8335562G1163.1, mikado.HiC_scaffold_8.8335562G1164.1, mikado.HiC_scaffold_15.0G791.1	EVM0001402.1
OG0001543	mikado.HiC_scaffold_15.0G800.1, mikado.HiC_scaffold_15.0G799.1	EVM0017586.1, EVM0018539.1
OG0001544	mikado.HiC_scaffold_15.0G805.2, mikado.HiC_scaffold_15.0G805.1, mikado.HiC_scaffold_15.0G804.4, mikado.HiC_scaffold_15.0G804.1, mikado.HiC_scaffold_15.0G804.3	EVM0010380.1
OG0001545	mikado.HiC_scaffold_15.0G931.1	EVM0005175.1, EVM0022646.1, EVM0005858.1, EVM0011489.1
OG0001546	mikado.HiC_scaffold_15.0G998.1, mikado.HiC_scaffold_15.0G998.2, mikado.HiC_scaffold_15.0G998.4	EVM0013437.1
