HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N0.HOG0002743	OG0002118	n0	mikado.HiC_scaffold_7.0G50.5, mikado.HiC_scaffold_7.0G50.1, mikado.HiC_scaffold_7.0G50.3	EVM0016580.1	KUTeg_017232
N0.HOG0002744	OG0002119	n0	mikado.HiC_scaffold_7.0G78.1, mikado.HiC_scaffold_7.0G55.1	EVM0007492.1	KUTeg_024544, KUTeg_024543
N0.HOG0002745	OG0002120	n0	mikado.HiC_scaffold_7.0G73.1, mikado.HiC_scaffold_7.0G76.1	EVM0019931.1	KUTeg_024768, KUTeg_024017
N0.HOG0002746	OG0002121	n0	mikado.HiC_scaffold_7.0G105.1, mikado.HiC_scaffold_19.0G1203.1, mikado.HiC_scaffold_19.0G1350.1, mikado.HiC_scaffold_19.0G1377.1, mikado.HiC_scaffold_19.0G1353.1		
N0.HOG0002747	OG0002122	n0	mikado.HiC_scaffold_7.0G149.1	EVM0000642.1, EVM0002226.1, EVM0015086.1	KUTeg_024195
N0.HOG0002748	OG0002123	n0	mikado.HiC_scaffold_7.0G184.1	EVM0004662.1, EVM0022273.1	KUTeg_011707, KUTeg_024965
N0.HOG0002749	OG0002124	n0	mikado.HiC_scaffold_7.0G186.1	EVM0006629.1, EVM0019520.1	KUTeg_008812, KUTeg_024057
N0.HOG0002750	OG0002125	n0	mikado.HiC_scaffold_7.0G197.1	EVM0011694.1, EVM0020951.1	KUTeg_024266, KUTeg_024698
N0.HOG0002751	OG0002126	n0	mikado.HiC_scaffold_7.0G202.1, mikado.HiC_scaffold_7.0G200.1, mikado.HiC_scaffold_7.0G201.1, mikado.HiC_scaffold_7.0G438.1	EVM0014598.1	
N0.HOG0002752	OG0002127	n0	mikado.HiC_scaffold_7.0G211.1	EVM0013255.1, EVM0002535.1, EVM0012531.1	KUTeg_024302
N0.HOG0002753	OG0002128	n0	mikado.HiC_scaffold_7.0G229.1	EVM0003534.1, EVM0017880.1	KUTeg_024311, KUTeg_024310
N0.HOG0002754	OG0002129	n0	mikado.HiC_scaffold_7.0G276.1	EVM0002368.1	KUTeg_015372, KUTeg_010680, KUTeg_011576
N0.HOG0002755	OG0002130	n0	mikado.HiC_scaffold_7.0G280.1	EVM0019031.1	KUTeg_024711, KUTeg_024719, KUTeg_024716
N0.HOG0002756	OG0002131	n0	mikado.HiC_scaffold_7.0G287.1	EVM0020565.1	KUTeg_023976, KUTeg_023975, KUTeg_023979
N0.HOG0002757	OG0002132	n0	mikado.HiC_scaffold_7.0G291.1, mikado.HiC_scaffold_7.0G290.1	EVM0018460.1	KUTeg_024248, KUTeg_024247
N0.HOG0002758	OG0002133	n0	mikado.HiC_scaffold_7.0G294.1, mikado.HiC_scaffold_7.0G497.1, mikado.HiC_scaffold_8.8335562G770.1, mikado.HiC_scaffold_8.8335562G771.1	EVM0015645.1	
N0.HOG0002759	OG0002134	n0	mikado.HiC_scaffold_7.0G297.1, mikado.HiC_scaffold_7.0G296.1, mikado.HiC_scaffold_7.0G364.1, mikado.HiC_scaffold_7.0G365.1, mikado.HiC_scaffold_7.0G307.1		
N0.HOG0002760	OG0002135	n0	mikado.HiC_scaffold_7.0G302.1	EVM0013175.1, EVM0019194.1	KUTeg_024874, KUTeg_024424
N0.HOG0002761	OG0002136	n0	mikado.HiC_scaffold_7.0G306.1	EVM0011942.1, EVM0002279.1, EVM0007080.1	KUTeg_014192
N0.HOG0002762	OG0002137	n0	mikado.HiC_scaffold_7.0G313.1, mikado.HiC_scaffold_7.0G312.1	EVM0021031.1	KUTeg_024583, KUTeg_024284
N0.HOG0002763	OG0002138	n0	mikado.HiC_scaffold_7.0G326.1, mikado.HiC_scaffold_7.0G326.2	EVM0001839.1	KUTeg_024083, KUTeg_025033
N0.HOG0002764	OG0002139	n0	mikado.HiC_scaffold_7.0G330.1	EVM0023505.1, EVM0004024.1, EVM0011298.1	KUTeg_024087
N0.HOG0002765	OG0002140	n0	mikado.HiC_scaffold_7.0G344.1	EVM0014470.1, EVM0011946.1, EVM0016849.1, EVM0011591.1	
N0.HOG0002766	OG0002141	n0	mikado.HiC_scaffold_7.0G361.1	EVM0020589.1, EVM0007849.1	KUTeg_010760, KUTeg_010800
N0.HOG0002767	OG0002142	n0	mikado.HiC_scaffold_7.0G382.1, mikado.HiC_scaffold_7.0G384.1, mikado.HiC_scaffold_7.0G384.2, mikado.HiC_scaffold_7.0G383.1		KUTeg_024200
N0.HOG0002768	OG0002143	n0	mikado.HiC_scaffold_7.0G406.1, mikado.HiC_scaffold_7.0G394.1, mikado.HiC_scaffold_7.0G408.1		KUTeg_024278, KUTeg_024279
N0.HOG0002769	OG0002144	n0	mikado.HiC_scaffold_7.0G401.1, mikado.HiC_scaffold_7.0G399.1	EVM0016063.1, EVM0010497.1	KUTeg_024203
N0.HOG0002770	OG0002145	n0	mikado.HiC_scaffold_7.0G426.1, mikado.HiC_scaffold_7.0G426.2	EVM0021941.1	KUTeg_024749, KUTeg_024746
N0.HOG0002771	OG0002146	n0	mikado.HiC_scaffold_17.0G678.1, mikado.HiC_scaffold_7.0G506.1		KUTeg_016387, KUTeg_015878, KUTeg_025029
N0.HOG0002772	OG0002147	n0	mikado.HiC_scaffold_7.0G510.1, mikado.HiC_scaffold_7.0G509.1	EVM0000247.1	KUTeg_024620, KUTeg_024492
N0.HOG0002773	OG0002148	n0	mikado.HiC_scaffold_7.0G523.2, mikado.HiC_scaffold_7.0G523.1	EVM0014991.1, EVM0002735.1	KUTeg_023950
N0.HOG0002774	OG0002149	n0	mikado.HiC_scaffold_7.0G559.1	EVM0002400.1	KUTeg_011193, KUTeg_011191, KUTeg_024572
N0.HOG0002775	OG0002150	n0	mikado.HiC_scaffold_7.0G570.2, mikado.HiC_scaffold_7.0G570.1	EVM0021226.1	KUTeg_024290, KUTeg_024539
N0.HOG0002776	OG0002151	n2	mikado.HiC_scaffold_21.0G501.1		KUTeg_001749
N0.HOG0002777	OG0002151	n3	mikado.HiC_scaffold_7.0G582.1		KUTeg_002634
N0.HOG0002778	OG0002152	n0	mikado.HiC_scaffold_7.0G602.1, mikado.HiC_scaffold_7.0G603.1	EVM0012994.1	KUTeg_024918, KUTeg_024540
N0.HOG0002779	OG0002153	n0	mikado.HiC_scaffold_7.0G679.1, mikado.HiC_scaffold_7.0G626.1	EVM0007840.1, EVM0008582.1	KUTeg_024089
N0.HOG0002780	OG0002154	n0	mikado.HiC_scaffold_7.0G629.1, mikado.HiC_scaffold_7.0G628.1, mikado.HiC_scaffold_7.0G627.1	EVM0017237.1	KUTeg_024413
N0.HOG0002781	OG0002155	n0	mikado.HiC_scaffold_7.0G635.1	EVM0014497.1	KUTeg_023986, KUTeg_023982, KUTeg_023987
N0.HOG0002782	OG0002156	n0	mikado.HiC_scaffold_7.0G660.1, mikado.HiC_scaffold_7.0G655.1, mikado.HiC_scaffold_7.0G668.1	EVM0009602.1	KUTeg_024603
N0.HOG0002783	OG0002157	n0	mikado.HiC_scaffold_7.0G718.2, mikado.HiC_scaffold_7.0G718.1, mikado.HiC_scaffold_7.0G718.3, mikado.HiC_scaffold_16.0G485.1		KUTeg_023999
N0.HOG0002784	OG0002158	n0	mikado.HiC_scaffold_7.0G723.1, mikado.HiC_scaffold_7.0G721.1, mikado.HiC_scaffold_7.0G724.1		KUTeg_024213, KUTeg_024212
N0.HOG0002785	OG0002159	n0	mikado.HiC_scaffold_7.0G730.1	EVM0005926.1	KUTeg_024877, KUTeg_024331, KUTeg_024419
N0.HOG0002786	OG0002160	n0	mikado.HiC_scaffold_7.0G732.1	EVM0013034.1	KUTeg_024420, KUTeg_023939, KUTeg_023940
N0.HOG0002787	OG0002161	n0	mikado.HiC_scaffold_7.0G757.1, mikado.HiC_scaffold_7.0G755.1, mikado.HiC_scaffold_7.0G756.1	EVM0007832.1	KUTeg_024197
N0.HOG0002788	OG0002162	n0	mikado.HiC_scaffold_7.0G762.1, mikado.HiC_scaffold_7.0G760.1	EVM0009548.1	KUTeg_024587, KUTeg_024857
N0.HOG0002789	OG0002163	n0	mikado.HiC_scaffold_7.0G765.1, mikado.HiC_scaffold_7.0G763.2	EVM0014645.1	KUTeg_024855, KUTeg_024989
N0.HOG0002790	OG0002164	n0	mikado.HiC_scaffold_7.0G778.1	EVM0014135.1	KUTeg_023922, KUTeg_023921, KUTeg_023917
N0.HOG0002791	OG0002165	n0	mikado.HiC_scaffold_7.0G781.1, mikado.HiC_scaffold_7.0G783.1	EVM0018947.1	KUTeg_024147, KUTeg_024418
N0.HOG0002792	OG0002166	n0	mikado.HiC_scaffold_7.0G828.1	EVM0011511.1, EVM0003989.1, EVM0007715.1	KUTeg_018331
N0.HOG0002793	OG0002167	n0	mikado.HiC_scaffold_17.0G398.1, mikado.HiC_scaffold_8.8335562G784.1, mikado.HiC_scaffold_7.0G829.1	EVM0003127.1	KUTeg_024981
N0.HOG0002794	OG0002168	n0	mikado.HiC_scaffold_7.0G833.2, mikado.HiC_scaffold_7.0G833.1, mikado.HiC_scaffold_7.0G833.4		KUTeg_024980, KUTeg_024977
N0.HOG0002795	OG0002169	n2	mikado.HiC_scaffold_7.0G939.1		KUTeg_024888
N0.HOG0002796	OG0002169	n3	mikado.HiC_scaffold_13.0G1126.1		KUTeg_016193
N0.HOG0002797	OG0002170	n0	mikado.HiC_scaffold_7.0G964.1, mikado.HiC_scaffold_7.0G963.1, mikado.HiC_scaffold_7.0G963.2	EVM0016278.1	KUTeg_024027
N0.HOG0002798	OG0002171	n2	mikado.HiC_scaffold_7.0G994.1		KUTeg_024838
N0.HOG0002799	OG0002171	n3	mikado.HiC_scaffold_7.0G995.1		KUTeg_024837
N0.HOG0002800	OG0002172	n0	mikado.HiC_scaffold_15.0G376.1, mikado.HiC_scaffold_445G1.1, mikado.HiC_scaffold_7.0G1018.1	EVM0022045.1	KUTeg_012468
N0.HOG0002801	OG0002173	n0	mikado.HiC_scaffold_7.0G1020.1, mikado.HiC_scaffold_7.0G1019.1	EVM0015990.1	KUTeg_020215, KUTeg_024936
N0.HOG0002802	OG0002174	n0	mikado.HiC_scaffold_7.0G1072.1	EVM0004824.1	KUTeg_023924, KUTeg_025002, KUTeg_024228
N0.HOG0002803	OG0002175	n0	mikado.HiC_scaffold_7.0G1079.1, mikado.HiC_scaffold_7.0G1079.3, mikado.HiC_scaffold_7.0G1079.2	EVM0003090.1	KUTeg_024131
N0.HOG0002804	OG0002176	n0	mikado.HiC_scaffold_7.0G1087.2, mikado.HiC_scaffold_7.0G1087.1	EVM0020696.1	KUTeg_025004, KUTeg_025001
N0.HOG0002805	OG0002177	n0	mikado.HiC_scaffold_7.0G1096.1, mikado.HiC_scaffold_7.0G1099.1	EVM0013227.1, EVM0023092.1	KUTeg_024819
N0.HOG0002806	OG0002178	n2	mikado.HiC_scaffold_7.0G1126.1	EVM0006473.1	
N0.HOG0002807	OG0002178	n3	mikado.HiC_scaffold_7.0G1127.1	EVM0014566.1	
N0.HOG0002808	OG0002179	n0	mikado.HiC_scaffold_15.0G1543.1, mikado.HiC_scaffold_7.0G1151.1, mikado.HiC_scaffold_15.0G1545.1, mikado.HiC_scaffold_7.0G1153.1, mikado.HiC_scaffold_7.0G1154.1		
N0.HOG0002809	OG0002180	n0	mikado.HiC_scaffold_7.0G1152.1	EVM0023243.1, EVM0017121.1	KUTeg_024235, KUTeg_024996
N0.HOG0002810	OG0002181	n0	mikado.HiC_scaffold_7.0G1174.1	EVM0008761.1, EVM0021219.1, EVM0010110.1	KUTeg_024485
N0.HOG0002811	OG0002182	n0	mikado.HiC_scaffold_7.0G1189.1	EVM0006367.1, EVM0023627.1	KUTeg_002754, KUTeg_022119
N0.HOG0002812	OG0002183	n0	mikado.HiC_scaffold_7.0G1237.1	EVM0018099.1	KUTeg_011493, KUTeg_002757, KUTeg_024687
N0.HOG0002813	OG0002184	n0	mikado.HiC_scaffold_7.0G1266.1	EVM0023980.1, EVM0003574.1	KUTeg_005825, KUTeg_020917
N0.HOG0002814	OG0002185	n0	mikado.HiC_scaffold_15.0G1009.1, mikado.HiC_scaffold_7.0G1277.2, mikado.HiC_scaffold_7.0G1277.1, mikado.HiC_scaffold_12.3160685G175.1, mikado.HiC_scaffold_19.0G3.1		
N0.HOG0002815	OG0002186	n0	mikado.HiC_scaffold_17.0G212.1, mikado.HiC_scaffold_17.0G212.2, mikado.HiC_scaffold_7.0G1280.1	EVM0008600.1, EVM0011319.1	
N0.HOG0002816	OG0002187	n0	mikado.HiC_scaffold_7.0G1283.1	EVM0012369.1, EVM0009470.1, EVM0014778.1	KUTeg_024870
N0.HOG0002817	OG0002188	n0	mikado.HiC_scaffold_7.0G1289.1	EVM0017362.1	KUTeg_024743, KUTeg_023991, KUTeg_024742
N0.HOG0002818	OG0002189	n0	mikado.HiC_scaffold_8.0G2.1, mikado.HiC_scaffold_8.0G1.1, mikado.HiC_scaffold_9.0G466.1	EVM0018395.1	KUTeg_003741
N0.HOG0002819	OG0002190	n0	mikado.HiC_scaffold_8.0G11.1, mikado.HiC_scaffold_8.0G10.1	EVM0008092.1	KUTeg_023063, KUTeg_023066
N0.HOG0002820	OG0002191	n0	mikado.HiC_scaffold_8.0G21.1	EVM0018377.1, EVM0022194.1, EVM0020061.1	KUTeg_023255
N0.HOG0002821	OG0002192	n0	mikado.HiC_scaffold_8.0G31.1, mikado.HiC_scaffold_8.0G32.1	EVM0013249.1, EVM0004022.1	KUTeg_022673
N0.HOG0002822	OG0002193	n0	mikado.HiC_scaffold_8.0G48.1	EVM0018314.1, EVM0004779.1	KUTeg_022677, KUTeg_022678
N0.HOG0002823	OG0002194	n0	mikado.HiC_scaffold_8.0G64.1	EVM0017655.1	KUTeg_023225, KUTeg_018352, KUTeg_018351
N0.HOG0002824	OG0002195	n0	mikado.HiC_scaffold_8.0G77.1	EVM0012769.5, EVM0020352.1	KUTeg_023277, KUTeg_023278
N0.HOG0002825	OG0002196	n0	mikado.HiC_scaffold_9.0G3.1	EVM0001136.1	KUTeg_003697, KUTeg_004354, KUTeg_003696
N0.HOG0002826	OG0002197	n0	mikado.HiC_scaffold_9.0G8.1, mikado.HiC_scaffold_9.0G8.3	EVM0019148.2, EVM0018280.1	KUTeg_004147
N0.HOG0002827	OG0002198	n0	mikado.HiC_scaffold_9.0G68.3, mikado.HiC_scaffold_9.0G68.2, mikado.HiC_scaffold_9.0G68.1	EVM0011479.1	KUTeg_002960
N0.HOG0002828	OG0002199	n2	mikado.HiC_scaffold_9.0G1525.1	EVM0002137.1	
N0.HOG0002829	OG0002199	n3	mikado.HiC_scaffold_9.0G85.1	EVM0015893.1	
N0.HOG0002830	OG0002200	n0	mikado.HiC_scaffold_9.0G91.1, mikado.HiC_scaffold_9.0G91.7, mikado.HiC_scaffold_9.0G91.2	EVM0012719.2	KUTeg_003375
N0.HOG0002831	OG0002201	n0	mikado.HiC_scaffold_9.0G96.1, mikado.HiC_scaffold_13.0G905.1, mikado.HiC_scaffold_9.0G1007.1, mikado.HiC_scaffold_9.0G1392.1, mikado.HiC_scaffold_9.0G1392.2		
N0.HOG0002832	OG0002202	n0	mikado.HiC_scaffold_9.0G98.1, mikado.HiC_scaffold_9.0G97.1	EVM0006514.1	KUTeg_009225, KUTeg_004402
N0.HOG0002833	OG0002203	n0	mikado.HiC_scaffold_9.0G136.1	EVM0016396.1, EVM0017264.1, EVM0010215.1	KUTeg_003146
N0.HOG0002834	OG0002204	n0	mikado.HiC_scaffold_9.0G143.1, mikado.HiC_scaffold_9.0G144.1	EVM0001490.1, EVM0011100.1	KUTeg_003883
N0.HOG0002835	OG0002205	n0	mikado.HiC_scaffold_9.0G160.1	EVM0000466.1	KUTeg_003198, KUTeg_000955, KUTeg_003197
N0.HOG0002836	OG0002206	n0	mikado.HiC_scaffold_9.0G181.5, mikado.HiC_scaffold_9.0G181.7, mikado.HiC_scaffold_9.0G181.2	EVM0002158.4	KUTeg_003543
N0.HOG0002837	OG0002207	n0	mikado.HiC_scaffold_9.0G194.1, mikado.HiC_scaffold_9.0G194.2, mikado.HiC_scaffold_9.0G194.3	EVM0019102.1	KUTeg_003028
N0.HOG0002838	OG0002208	n0	mikado.HiC_scaffold_9.0G293.1, mikado.HiC_scaffold_9.0G292.1, mikado.HiC_scaffold_9.0G292.2	EVM0002613.1	KUTeg_003658
N0.HOG0002839	OG0002209	n0	mikado.HiC_scaffold_9.0G304.2, mikado.HiC_scaffold_9.0G304.1	EVM0018476.1	KUTeg_003293, KUTeg_004370
N0.HOG0002840	OG0002210	n1	mikado.HiC_scaffold_9.0G313.1	EVM0018417.1	KUTeg_004404
N0.HOG0002841	OG0002210	n3	mikado.HiC_scaffold_9.0G312.1	EVM0023220.1	
N0.HOG0002842	OG0002211	n0	mikado.HiC_scaffold_9.0G317.1	EVM0014223.1, EVM0020399.1	KUTeg_003967, KUTeg_003969
N0.HOG0002843	OG0002212	n0	mikado.HiC_scaffold_19.0G1440.1, mikado.HiC_scaffold_19.0G1152.1, mikado.HiC_scaffold_9.0G318.1, mikado.HiC_scaffold_1368G1.1, mikado.HiC_scaffold_19.0G1151.1		
N0.HOG0002844	OG0002213	n0	mikado.HiC_scaffold_9.0G321.1	EVM0021588.1, EVM0013268.1	KUTeg_003962, KUTeg_003004
N0.HOG0002845	OG0002214	n0	mikado.HiC_scaffold_9.0G323.1, mikado.HiC_scaffold_9.0G323.3	EVM0019908.1	KUTeg_003564, KUTeg_003558
N0.HOG0002846	OG0002215	n0	mikado.HiC_scaffold_9.0G335.1	EVM0013984.1	KUTeg_002942, KUTeg_002142, KUTeg_001646
N0.HOG0002847	OG0002216	n0	mikado.HiC_scaffold_9.0G389.1	EVM0020256.1, EVM0008710.1, EVM0002875.1, EVM0002438.1	
N0.HOG0002848	OG0002217	n0	mikado.HiC_scaffold_9.0G394.1	EVM0006859.1, EVM0015726.1, EVM0005971.1	KUTeg_023419
N0.HOG0002849	OG0002218	n0	mikado.HiC_scaffold_9.0G396.1, mikado.HiC_scaffold_9.0G772.1, mikado.HiC_scaffold_9.0G397.1, mikado.HiC_scaffold_9.0G834.2, mikado.HiC_scaffold_9.0G834.1		
N0.HOG0002850	OG0002219	n0	mikado.HiC_scaffold_9.0G425.1	EVM0002519.1, EVM0016703.1, EVM0018637.1	KUTeg_003549
N0.HOG0002851	OG0002220	n0	mikado.HiC_scaffold_9.0G432.1, mikado.HiC_scaffold_9.0G434.1	EVM0015427.1	KUTeg_004180, KUTeg_001223
N0.HOG0002852	OG0002221	n0	mikado.HiC_scaffold_9.0G499.1, mikado.HiC_scaffold_9.0G499.2, mikado.HiC_scaffold_9.0G500.1	EVM0003059.1	KUTeg_003499
N0.HOG0002853	OG0002222	n0	mikado.HiC_scaffold_9.0G501.1	EVM0016730.1, EVM0016840.1	KUTeg_003497, KUTeg_008958
N0.HOG0002854	OG0002223	n0	mikado.HiC_scaffold_9.0G518.1, mikado.HiC_scaffold_9.0G511.1, mikado.HiC_scaffold_9.0G510.1	EVM0018051.1	KUTeg_004461
N0.HOG0002855	OG0002224	n1	mikado.HiC_scaffold_9.0G522.1	EVM0023369.1	KUTeg_003279
N0.HOG0002856	OG0002224	n3	mikado.HiC_scaffold_9.0G515.1		KUTeg_004359
N0.HOG0002857	OG0002225	n0	mikado.HiC_scaffold_9.0G570.2, mikado.HiC_scaffold_9.0G570.3, mikado.HiC_scaffold_9.0G570.1	EVM0020471.1	KUTeg_004047
N0.HOG0002858	OG0002226	n0	mikado.HiC_scaffold_9.0G586.1, mikado.HiC_scaffold_21.0G940.1, mikado.HiC_scaffold_12.3160685G892.1	EVM0020189.1, EVM0020245.1	
N0.HOG0002859	OG0002227	n0	mikado.HiC_scaffold_9.0G658.1, mikado.HiC_scaffold_9.0G656.1, mikado.HiC_scaffold_9.0G657.1	EVM0004117.1	KUTeg_002945
N0.HOG0002860	OG0002228	n0	mikado.HiC_scaffold_9.0G671.1, mikado.HiC_scaffold_9.0G670.1	EVM0000532.1, EVM0008095.1	KUTeg_003850
N0.HOG0002861	OG0002229	n0	mikado.HiC_scaffold_9.0G709.1	EVM0011488.1, EVM0022365.1	KUTeg_013128, KUTeg_003907
N0.HOG0002862	OG0002230	n0	mikado.HiC_scaffold_9.0G744.1	EVM0005469.1	KUTeg_004542, KUTeg_004373, KUTeg_004371
N0.HOG0002863	OG0002231	n0	mikado.HiC_scaffold_9.0G749.1	EVM0009784.1	KUTeg_017253, KUTeg_003050, KUTeg_017251
N0.HOG0002864	OG0002232	n0	mikado.HiC_scaffold_9.0G755.2, mikado.HiC_scaffold_9.0G755.1	EVM0005798.1, EVM0007233.1	KUTeg_003428
N0.HOG0002865	OG0002233	n0	mikado.HiC_scaffold_9.0G763.1	EVM0022923.1, EVM0004443.1	KUTeg_003308, KUTeg_004391
N0.HOG0002866	OG0002234	n0	mikado.HiC_scaffold_9.0G769.1	EVM0018587.1	KUTeg_017211, KUTeg_008029, KUTeg_004393
N0.HOG0002867	OG0002235	n0	mikado.HiC_scaffold_9.0G776.1, mikado.HiC_scaffold_9.0G883.1	EVM0012847.1	KUTeg_016124, KUTeg_004151
N0.HOG0002868	OG0002236	n0	mikado.HiC_scaffold_520G1.1, mikado.HiC_scaffold_9.0G782.1, mikado.HiC_scaffold_9.0G783.1	EVM0012130.1	KUTeg_003518
N0.HOG0002869	OG0002237	n0	mikado.HiC_scaffold_9.0G803.1	EVM0002454.1, EVM0014238.1	KUTeg_004405, KUTeg_003810
N0.HOG0002870	OG0002238	n0	mikado.HiC_scaffold_9.0G811.3, mikado.HiC_scaffold_9.0G811.2, mikado.HiC_scaffold_9.0G811.1	EVM0005402.1	KUTeg_003107
N0.HOG0002871	OG0002239	n0	mikado.HiC_scaffold_9.0G819.1	EVM0008816.1, EVM0023428.1, EVM0014724.1	KUTeg_003958
N0.HOG0002872	OG0002240	n0	mikado.HiC_scaffold_9.0G831.1		KUTeg_003762, KUTeg_009201, KUTeg_015801, KUTeg_004422
N0.HOG0002873	OG0002241	n0	mikado.HiC_scaffold_9.0G853.2, mikado.HiC_scaffold_9.0G853.1, mikado.HiC_scaffold_9.0G853.3		KUTeg_002951, KUTeg_002957
N0.HOG0002874	OG0002242	n0	mikado.HiC_scaffold_9.0G857.1, mikado.HiC_scaffold_9.0G857.2	EVM0007468.2	KUTeg_004342, KUTeg_003581
N0.HOG0002875	OG0002243	n0	mikado.HiC_scaffold_9.0G1504.1, mikado.HiC_scaffold_9.0G874.1, mikado.HiC_scaffold_9.0G1093.1, mikado.HiC_scaffold_9.0G1634.1	EVM0020150.1	
N0.HOG0002876	OG0002244	n0	mikado.HiC_scaffold_9.0G910.2, mikado.HiC_scaffold_9.0G910.1	EVM0009300.1	KUTeg_002926, KUTeg_003530
N0.HOG0002877	OG0002245	n0	mikado.HiC_scaffold_18.0G1462.2, mikado.HiC_scaffold_18.0G1462.1, mikado.HiC_scaffold_9.0G911.1, mikado.HiC_scaffold_9.0G912.1		KUTeg_018856
N0.HOG0002878	OG0002246	n0	mikado.HiC_scaffold_9.0G936.1, mikado.HiC_scaffold_9.0G930.1	EVM0002679.1, EVM0011964.1	KUTeg_021799
N0.HOG0002879	OG0002247	n0	mikado.HiC_scaffold_9.0G931.1	EVM0008936.1	KUTeg_002853, KUTeg_002856, KUTeg_002852
N0.HOG0002880	OG0002248	n0	mikado.HiC_scaffold_9.0G951.1	EVM0008568.1, EVM0006295.1, EVM0003468.1, EVM0015545.1	
N0.HOG0002881	OG0002249	n0	mikado.HiC_scaffold_9.0G1047.1, mikado.HiC_scaffold_9.0G1048.1, mikado.HiC_scaffold_9.0G1046.1	EVM0021213.1	KUTeg_003778
N0.HOG0002882	OG0002250	n0	mikado.HiC_scaffold_9.0G1055.1	EVM0000389.1, EVM0013491.1	KUTeg_003540, KUTeg_003782
N0.HOG0002883	OG0002251	n0	mikado.HiC_scaffold_9.0G1094.1	EVM0018487.1, EVM0021821.1	KUTeg_004080, KUTeg_004081
N0.HOG0002884	OG0002252	n0	mikado.HiC_scaffold_9.0G1107.1	EVM0001507.1, EVM0005674.1, EVM0005600.1	KUTeg_003646
N0.HOG0002885	OG0002253	n0	mikado.HiC_scaffold_9.0G1131.1	EVM0008532.1, EVM0000024.1	KUTeg_014695, KUTeg_003081
N0.HOG0002886	OG0002254	n0	mikado.HiC_scaffold_9.0G1143.3, mikado.HiC_scaffold_9.0G1143.2, mikado.HiC_scaffold_9.0G1143.1	EVM0013860.1	KUTeg_003961
N0.HOG0002887	OG0002255	n0	mikado.HiC_scaffold_9.0G1175.1, mikado.HiC_scaffold_9.0G1174.1	EVM0006821.1, EVM0009217.1	KUTeg_003474
N0.HOG0002888	OG0002256	n0	mikado.HiC_scaffold_9.0G1201.1, mikado.HiC_scaffold_9.0G1200.1	EVM0013656.1	KUTeg_004190, KUTeg_004185
N0.HOG0002889	OG0002257	n1	mikado.HiC_scaffold_9.0G1203.1	EVM0011342.1	KUTeg_003611
N0.HOG0002890	OG0002257	n3	mikado.HiC_scaffold_9.0G1203.2	EVM0020876.1	
N0.HOG0002891	OG0002258	n1	mikado.HiC_scaffold_9.0G1240.1		KUTeg_003169
N0.HOG0002892	OG0002258	n2	mikado.HiC_scaffold_9.0G1242.1	EVM0014271.1	KUTeg_003857
N0.HOG0002893	OG0002259	n0	mikado.HiC_scaffold_9.0G1246.1, mikado.HiC_scaffold_9.0G1246.2, mikado.HiC_scaffold_9.0G1246.4	EVM0020380.1	KUTeg_004346
N0.HOG0002894	OG0002260	n0	mikado.HiC_scaffold_9.0G1265.1	EVM0019303.1	KUTeg_003355, KUTeg_003814, KUTeg_004209
N0.HOG0002895	OG0002261	n0	mikado.HiC_scaffold_9.0G1274.2, mikado.HiC_scaffold_9.0G1274.1	EVM0007941.1	KUTeg_003947, KUTeg_003303
N0.HOG0002896	OG0002262	n0	mikado.HiC_scaffold_9.0G1287.1, mikado.HiC_scaffold_9.0G1281.1	EVM0020063.1	KUTeg_003942, KUTeg_003944
N0.HOG0002897	OG0002263	n0	mikado.HiC_scaffold_9.0G1301.1, mikado.HiC_scaffold_9.0G1301.2, mikado.HiC_scaffold_9.0G1301.5	EVM0007883.1	KUTeg_003595
N0.HOG0002898	OG0002264	n0	mikado.HiC_scaffold_109G1.1, mikado.HiC_scaffold_108G1.1, mikado.HiC_scaffold_9.0G1321.1	EVM0006973.1	KUTeg_003124
N0.HOG0002899	OG0002265	n0	mikado.HiC_scaffold_9.0G1350.1, mikado.HiC_scaffold_13.0G620.1, mikado.HiC_scaffold_19.0G80.1, mikado.HiC_scaffold_19.0G82.1, mikado.HiC_scaffold_19.0G81.1		
N0.HOG0002900	OG0002266	n0	mikado.HiC_scaffold_9.0G1367.1, mikado.HiC_scaffold_9.0G1368.1	EVM0012230.1, EVM0002602.1, EVM0003380.1	
N0.HOG0002901	OG0002267	n0	mikado.HiC_scaffold_9.0G1370.3, mikado.HiC_scaffold_9.0G1370.1, mikado.HiC_scaffold_9.0G1370.2	EVM0007705.1	KUTeg_004563
N0.HOG0002902	OG0002268	n0	mikado.HiC_scaffold_9.0G1398.1, mikado.HiC_scaffold_9.0G1399.1	EVM0017334.1	KUTeg_009258, KUTeg_003070
N0.HOG0002903	OG0002269	n0	mikado.HiC_scaffold_9.0G1420.1, mikado.HiC_scaffold_9.0G1421.1	EVM0006559.1, EVM0009911.1	KUTeg_002996
N0.HOG0002904	OG0002270	n0	mikado.HiC_scaffold_18.0G436.1, mikado.HiC_scaffold_16.0G897.1, mikado.HiC_scaffold_9.0G1459.1, mikado.HiC_scaffold_18.0G1341.1, mikado.HiC_scaffold_21.0G802.1		
