HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N1.HOG0000917	OG0000494	n0		EVM0000279.1, EVM0013715.1, EVM0008915.1, EVM0010828.1, EVM0018363.1, EVM0002209.1, EVM0014537.1, EVM0017702.1, EVM0009468.1, EVM0011789.1	
N1.HOG0000918	OG0000495	n0			KUTeg_017987, KUTeg_007067, KUTeg_015034, KUTeg_008405, KUTeg_001722, KUTeg_004363, KUTeg_009264, KUTeg_014626, KUTeg_024379, KUTeg_001324
N1.HOG0000919	OG0000496	n0			KUTeg_009591, KUTeg_010568, KUTeg_019541, KUTeg_013985, KUTeg_023544, KUTeg_019290, KUTeg_002828, KUTeg_021312, KUTeg_001372, KUTeg_003833
N1.HOG0000920	OG0000497	n0			KUTeg_003462, KUTeg_001027, KUTeg_007881, KUTeg_021473, KUTeg_000986, KUTeg_018959, KUTeg_018963, KUTeg_018960, KUTeg_003080, KUTeg_014694
N1.HOG0000921	OG0000498	n0			KUTeg_002802, KUTeg_011750, KUTeg_021893, KUTeg_017354, KUTeg_005341, KUTeg_007431, KUTeg_010305, KUTeg_003811, KUTeg_012042, KUTeg_016194
N1.HOG0000922	OG0000499	n0			KUTeg_021258, KUTeg_006193, KUTeg_004450, KUTeg_011734, KUTeg_000927, KUTeg_001020, KUTeg_015687, KUTeg_018794, KUTeg_018795, KUTeg_021261
N1.HOG0000923	OG0000500	n0			KUTeg_018636, KUTeg_003330, KUTeg_019545, KUTeg_005445, KUTeg_007888, KUTeg_003019, KUTeg_000940, KUTeg_002834, KUTeg_009387, KUTeg_018635
N1.HOG0000924	OG0000501	n0			KUTeg_006260, KUTeg_001210, KUTeg_018754, KUTeg_018637, KUTeg_007819, KUTeg_006236, KUTeg_018744, KUTeg_010560, KUTeg_009237, KUTeg_005736
N1.HOG0000925	OG0000502	n0			KUTeg_002883, KUTeg_001219, KUTeg_015671, KUTeg_007065, KUTeg_015133, KUTeg_005756, KUTeg_014790, KUTeg_000090, KUTeg_008796, KUTeg_005789
N1.HOG0000926	OG0000503	n1		Sbro-opnGx10	Tgra-opnGx10, KUTeg_000959, KUTeg_000961
N1.HOG0000927	OG0000503	n5		Sbro-opnGx9	KUTeg_017796
N1.HOG0000928	OG0000504	n0		EVM0016990.1	
N1.HOG0000929	OG0000505	n0			KUTeg_015024
N1.HOG0000930	OG0000509	n1		EVM0017097.1	KUTeg_006317
N1.HOG0000931	OG0000509	n3		EVM0001059.1, EVM0013302.1, EVM0019852.1, EVM0000012.1	KUTeg_006109
N1.HOG0000932	OG0000510	n0		EVM0015149.1	KUTeg_020764
N1.HOG0000933	OG0000511	n1		EVM0006790.2	
N1.HOG0000934	OG0000511	n2		EVM0017067.1, EVM0013385.1, EVM0005732.2	KUTeg_012836, KUTeg_015199, KUTeg_015461
N1.HOG0000935	OG0000512	n6		EVM0010198.1	KUTeg_016390
N1.HOG0000936	OG0000512	n7		EVM0002059.1	KUTeg_016716
N1.HOG0000937	OG0000513	n2			KUTeg_005956
N1.HOG0000938	OG0000513	n7			KUTeg_005955
N1.HOG0000939	OG0000516	n0			KUTeg_011741
N1.HOG0000940	OG0000517	n0			KUTeg_005927, KUTeg_014706, KUTeg_005928, KUTeg_005934, KUTeg_005935, KUTeg_014711, KUTeg_014708, KUTeg_005926
N1.HOG0000941	OG0000518	n1		EVM0019961.1, EVM0005787.1, EVM0014814.1, EVM0010369.1	KUTeg_005708
N1.HOG0000942	OG0000518	n6			KUTeg_007869
N1.HOG0000943	OG0000519	n0		EVM0008004.1, EVM0015430.1, EVM0012944.1	KUTeg_016112
N1.HOG0000944	OG0000520	n0		EVM0011721.1	KUTeg_014387
N1.HOG0000945	OG0000521	n2		EVM0012415.1	KUTeg_005726
N1.HOG0000946	OG0000521	n4		EVM0013889.1	KUTeg_002313
N1.HOG0000947	OG0000521	n5		EVM0017147.1, EVM0021664.1	KUTeg_002318, KUTeg_002321
N1.HOG0000948	OG0000522	n0		EVM0009476.1	KUTeg_005941, KUTeg_006079
N1.HOG0000949	OG0000524	n0		EVM0002164.1	KUTeg_005776, KUTeg_008973
N1.HOG0000950	OG0000525	n0		EVM0017170.1, EVM0008248.1, EVM0013082.1, EVM0002509.1	KUTeg_018972
N1.HOG0000951	OG0000526	n1		EVM0003597.1	KUTeg_001177
N1.HOG0000952	OG0000526	n3		EVM0013446.1	
N1.HOG0000953	OG0000527	n4		EVM0012183.1, EVM0000871.1, EVM0012656.1	KUTeg_010868
N1.HOG0000954	OG0000527	n7		EVM0004673.1	KUTeg_010867
N1.HOG0000955	OG0000528	n1		EVM0010627.1, EVM0010673.1	KUTeg_010000
N1.HOG0000956	OG0000528	n5		EVM0010082.1	KUTeg_010003
N1.HOG0000957	OG0000529	n1			KUTeg_001371, KUTeg_014553
N1.HOG0000958	OG0000529	n3			KUTeg_014544, KUTeg_013005, KUTeg_000737, KUTeg_012065
N1.HOG0000959	OG0000530	n1		EVM0006655.1	KUTeg_001391
N1.HOG0000960	OG0000530	n3			KUTeg_021795
N1.HOG0000961	OG0000531	n0		EVM0015479.1	
N1.HOG0000962	OG0000532	n0		EVM0018371.8, EVM0014621.1	KUTeg_021154
N1.HOG0000963	OG0000533	n1		EVM0000693.1, EVM0005590.1, EVM0023626.1	
N1.HOG0000964	OG0000533	n4		EVM0019636.1, EVM0007552.1	KUTeg_009493
N1.HOG0000965	OG0000534	n0		EVM0018660.1	
N1.HOG0000966	OG0000535	n5		EVM0011044.1	KUTeg_020797
N1.HOG0000967	OG0000535	n6		EVM0012988.1	KUTeg_020799, KUTeg_020798
N1.HOG0000968	OG0000536	n1			KUTeg_010950
N1.HOG0000969	OG0000536	n5		EVM0013623.1	
N1.HOG0000970	OG0000536	n6		EVM0020423.1, EVM0013179.1	
N1.HOG0000971	OG0000537	n1			KUTeg_017405, KUTeg_022567
N1.HOG0000972	OG0000537	n3		EVM0001481.1, EVM0018301.1	
N1.HOG0000973	OG0000537	n6		EVM0008580.1	
N1.HOG0000974	OG0000537	n7		EVM0016850.1	
N1.HOG0000975	OG0000538	n1		EVM0016428.1	
N1.HOG0000976	OG0000538	n3		EVM0000787.1, EVM0017785.1	KUTeg_001271, KUTeg_003202
N1.HOG0000977	OG0000539	n0		EVM0006788.1	KUTeg_011544
N1.HOG0000978	OG0000540	n2			KUTeg_011115
N1.HOG0000979	OG0000540	n4			KUTeg_011113
N1.HOG0000980	OG0000540	n5			KUTeg_011114
N1.HOG0000981	OG0000541	n1		EVM0015568.1	
N1.HOG0000982	OG0000541	n6		EVM0009173.1	KUTeg_000856
N1.HOG0000983	OG0000543	n0		EVM0013506.1	KUTeg_017887, KUTeg_008742
N1.HOG0000984	OG0000544	n0		EVM0018273.1, EVM0023988.1, EVM0019999.1, EVM0015257.1, EVM0011035.1, EVM0023027.1, EVM0000781.1	KUTeg_008215
N1.HOG0000985	OG0000545	n2		EVM0000757.1	
N1.HOG0000986	OG0000545	n3		EVM0017350.1	
N1.HOG0000987	OG0000547	n0		EVM0021405.1	
N1.HOG0000988	OG0000548	n3		EVM0003837.1	KUTeg_015021, KUTeg_008761, KUTeg_018550, KUTeg_020085
N1.HOG0000989	OG0000548	n7		EVM0010031.1	KUTeg_000029
N1.HOG0000990	OG0000549	n1		EVM0009119.1	KUTeg_015183
N1.HOG0000991	OG0000549	n3		EVM0003950.1, EVM0000951.1	KUTeg_015527
N1.HOG0000992	OG0000550	n1		EVM0005353.1, EVM0002953.1	
N1.HOG0000993	OG0000550	n3		EVM0015778.1, EVM0021020.1, EVM0000264.1	KUTeg_015094
N1.HOG0000994	OG0000551	n2		EVM0004053.1, EVM0022799.1, EVM0007742.1, EVM0012181.1	
N1.HOG0000995	OG0000551	n6		EVM0012968.1	KUTeg_017430
N1.HOG0000996	OG0000551	n7		EVM0017948.1	KUTeg_001557
N1.HOG0000997	OG0000552	n1			KUTeg_022351, KUTeg_022350
N1.HOG0000998	OG0000552	n3		EVM0002889.1	
N1.HOG0000999	OG0000552	n6		EVM0000067.1	
N1.HOG0001000	OG0000552	n7		EVM0007330.1	
N1.HOG0001001	OG0000553	n1		EVM0023724.1	KUTeg_017933
N1.HOG0001002	OG0000553	n3		EVM0016741.1	KUTeg_017936, KUTeg_017934, KUTeg_017935
N1.HOG0001003	OG0000554	n4		EVM0009756.1, EVM0023800.1	KUTeg_018145
N1.HOG0001004	OG0000554	n6		EVM0000128.1, EVM0008385.1	KUTeg_018146
N1.HOG0001005	OG0000555	n0		EVM0012564.1, EVM0005877.1, EVM0000252.1, EVM0018250.1, EVM0003341.1, EVM0003335.1, EVM0021992.1	KUTeg_009454
N1.HOG0001006	OG0000557	n0		EVM0004073.1, EVM0000152.1, EVM0004010.1, EVM0020964.1, EVM0003935.1, EVM0010487.1	KUTeg_002394
N1.HOG0001007	OG0000558	n1		EVM0007354.1, EVM0020892.1, EVM0019351.1	KUTeg_024947
N1.HOG0001008	OG0000558	n5		EVM0003776.1, EVM0008699.1, EVM0006264.1	
N1.HOG0001009	OG0000559	n1		EVM0018991.1, EVM0011292.1, EVM0007907.1, EVM0004447.1	KUTeg_024950
N1.HOG0001010	OG0000559	n6		EVM0002364.1	
N1.HOG0001011	OG0000560	n0		EVM0006390.1, EVM0018946.1, EVM0010995.1, EVM0003853.1, EVM0015009.1, EVM0004409.1, EVM0010775.1	KUTeg_024658
N1.HOG0001012	OG0000562	n0		EVM0007293.1, EVM0019731.1, EVM0013292.1	KUTeg_024907
N1.HOG0001013	OG0000563	n0		EVM0019386.1	KUTeg_006525, KUTeg_017617, KUTeg_018447, KUTeg_006526
N1.HOG0001014	OG0000564	n2			KUTeg_012431
N1.HOG0001015	OG0000564	n6			KUTeg_012430
N1.HOG0001016	OG0000564	n7			KUTeg_011943
N1.HOG0001017	OG0000565	n0		EVM0013395.1	KUTeg_003357, KUTeg_018502, KUTeg_001573, KUTeg_016965, KUTeg_022485, KUTeg_021540, KUTeg_003122
N1.HOG0001018	OG0000566	n1		EVM0001057.1	KUTeg_003426
N1.HOG0001019	OG0000566	n3		EVM0017364.1, EVM0007651.1, EVM0010540.1	KUTeg_016161, KUTeg_016165
N1.HOG0001020	OG0000567	n3		EVM0011114.1, EVM0019642.1, EVM0012924.1	KUTeg_004135
N1.HOG0001021	OG0000567	n6		EVM0007297.1	KUTeg_012801
N1.HOG0001022	OG0000568	n2		EVM0016149.1, EVM0019782.1	
N1.HOG0001023	OG0000568	n5		EVM0008335.1, EVM0000815.1	KUTeg_000676
N1.HOG0001024	OG0000568	n7		EVM0021183.1	KUTeg_000677
N1.HOG0001025	OG0000569	n1		EVM0000443.1	KUTeg_018722
N1.HOG0001026	OG0000569	n3		EVM0006701.1, EVM0016200.1, EVM0023892.1, EVM0016166.1, EVM0003973.1	
N1.HOG0001027	OG0000570	n0		EVM0016521.1, EVM0012612.1, EVM0002719.1	KUTeg_003949, KUTeg_010613, KUTeg_003588
N1.HOG0001028	OG0000571	n1			KUTeg_021831
N1.HOG0001029	OG0000571	n5			KUTeg_005849
N1.HOG0001030	OG0000571	n7			KUTeg_021834
N1.HOG0001031	OG0000572	n3		EVM0007084.1	KUTeg_010933
N1.HOG0001032	OG0000572	n4		EVM0003190.1, EVM0010991.1, EVM0017585.1	KUTeg_011002, KUTeg_000882
N1.HOG0001033	OG0000573	n0		EVM0019871.1	KUTeg_014147, KUTeg_014144
N1.HOG0001034	OG0000576	n1		EVM0001144.1	
N1.HOG0001035	OG0000576	n2		EVM0003697.1, EVM0009309.1, EVM0004321.1	KUTeg_002445
N1.HOG0001036	OG0000577	n1		EVM0012231.1, EVM0001749.1	KUTeg_001872
N1.HOG0001037	OG0000577	n4		EVM0006938.1, EVM0019693.1	
N1.HOG0001038	OG0000578	n3		EVM0020495.1	KUTeg_020597
N1.HOG0001039	OG0000578	n4		EVM0002087.1, EVM0003082.1	KUTeg_020603
N1.HOG0001040	OG0000578	n6		EVM0006316.1, EVM0006320.1	KUTeg_020598
N1.HOG0001041	OG0000579	n0		EVM0017769.1, EVM0008468.1	KUTeg_007884, KUTeg_007890, KUTeg_007887
N1.HOG0001042	OG0000580	n1		EVM0016640.1	
N1.HOG0001043	OG0000580	n5		EVM0003793.1, EVM0007096.1, EVM0015617.2	
N1.HOG0001044	OG0000581	n1		EVM0002106.1	KUTeg_016626
N1.HOG0001045	OG0000581	n4		EVM0002558.1	KUTeg_014230
N1.HOG0001046	OG0000581	n6		EVM0021816.1, EVM0023974.1	
N1.HOG0001047	OG0000582	n5		EVM0013380.1	KUTeg_007192, KUTeg_006912
N1.HOG0001048	OG0000582	n7		EVM0013880.1	KUTeg_017120
N1.HOG0001049	OG0000583	n1		EVM0021997.1	KUTeg_008106
N1.HOG0001050	OG0000583	n3		EVM0006533.1, EVM0007748.1	KUTeg_008492
N1.HOG0001051	OG0000584	n1			KUTeg_016024, KUTeg_016021
N1.HOG0001052	OG0000584	n3		EVM0003903.1	
N1.HOG0001053	OG0000584	n4		EVM0007960.1, EVM0019137.1	
N1.HOG0001054	OG0000585	n0		EVM0015132.1	KUTeg_016878, KUTeg_016883, KUTeg_016881, KUTeg_016880, KUTeg_016877
N1.HOG0001055	OG0000587	n1		EVM0009966.1	
N1.HOG0001056	OG0000587	n2		EVM0022106.1	KUTeg_004757, KUTeg_004762, KUTeg_004758, KUTeg_004759
N1.HOG0001057	OG0000588	n0		EVM0005881.1, EVM0022468.1	KUTeg_013826, KUTeg_013446
N1.HOG0001058	OG0000589	n0		EVM0007094.1, EVM0007803.1, EVM0004232.1	KUTeg_013659
N1.HOG0001059	OG0000590	n1		EVM0005202.1	KUTeg_021239, KUTeg_011297
N1.HOG0001060	OG0000590	n5		EVM0003226.1	
N1.HOG0001061	OG0000590	n6		EVM0004718.1	KUTeg_020064
N1.HOG0001062	OG0000591	n2		EVM0006987.1, EVM0023620.1, EVM0011527.1, EVM0007961.1	KUTeg_020169, KUTeg_020706
N1.HOG0001063	OG0000591	n7		EVM0002270.1	KUTeg_020707
N1.HOG0001064	OG0000592	n1		EVM0006230.1	
N1.HOG0001065	OG0000592	n5		EVM0022064.1	KUTeg_011610
N1.HOG0001066	OG0000592	n6		EVM0020849.1, EVM0011956.1	KUTeg_007459
N1.HOG0001067	OG0000593	n3		EVM0007026.1	KUTeg_020179, KUTeg_020678
N1.HOG0001068	OG0000593	n5		EVM0012565.1, EVM0006702.2	KUTeg_020181, KUTeg_020180
N1.HOG0001069	OG0000594	n0			KUTeg_012250, KUTeg_017243, KUTeg_007062, KUTeg_001260, KUTeg_023174, KUTeg_001270, KUTeg_001261, KUTeg_022197
N1.HOG0001070	OG0000595	n3		EVM0020103.1, EVM0012902.1	KUTeg_020202
N1.HOG0001071	OG0000595	n5		EVM0009662.1, EVM0022267.1	KUTeg_002515, KUTeg_002514
N1.HOG0001072	OG0000596	n0		EVM0022253.1, EVM0021450.1, EVM0014270.1	KUTeg_022207, KUTeg_012050, KUTeg_013958, KUTeg_011938, KUTeg_007830
N1.HOG0001073	OG0000597	n1		EVM0016061.1	KUTeg_012742
N1.HOG0001074	OG0000597	n4		EVM0013826.1	KUTeg_012760, KUTeg_012759
N1.HOG0001075	OG0000597	n7		EVM0007112.1	
N1.HOG0001076	OG0000598	n1		EVM0017625.1, EVM0000202.1, EVM0013377.1, EVM0001466.1	KUTeg_011958, KUTeg_011957
N1.HOG0001077	OG0000598	n7		EVM0012768.1	
N1.HOG0001078	OG0000599	n3		EVM0017835.1	KUTeg_012756
N1.HOG0001079	OG0000599	n4		EVM0019171.1	KUTeg_012188, KUTeg_012190
N1.HOG0001080	OG0000599	n6		EVM0007114.1, EVM0005635.1	KUTeg_011953
N1.HOG0001081	OG0000600	n0		EVM0022128.1, EVM0022595.1, EVM0015399.1, EVM0022681.1, EVM0021431.1	KUTeg_005005, KUTeg_011961, KUTeg_011962
N1.HOG0001082	OG0000601	n0		EVM0008235.1	KUTeg_011252, KUTeg_011914, KUTeg_014633, KUTeg_011153, KUTeg_011915, KUTeg_011257, KUTeg_014615
N1.HOG0001083	OG0000602	n1		EVM0000431.1	
N1.HOG0001084	OG0000602	n2		EVM0012131.1	KUTeg_012968
N1.HOG0001085	OG0000603	n1		EVM0009399.1	KUTeg_016802, KUTeg_012862
N1.HOG0001086	OG0000603	n4		EVM0023004.1	
N1.HOG0001087	OG0000604	n0			KUTeg_010162, KUTeg_021809, KUTeg_011582, KUTeg_015491, KUTeg_022248, KUTeg_015492, KUTeg_000898, KUTeg_014678
N1.HOG0001088	OG0000605	n0		EVM0017483.1	KUTeg_007382
N1.HOG0001089	OG0000606	n0		EVM0012008.1, EVM0000726.1	KUTeg_004788, KUTeg_001506, KUTeg_022971, KUTeg_008903, KUTeg_023420, KUTeg_008307
N1.HOG0001090	OG0000607	n1		EVM0001735.1	KUTeg_007649
N1.HOG0001091	OG0000607	n3		EVM0020691.1, EVM0014326.1	KUTeg_008388, KUTeg_008380
N1.HOG0001092	OG0000608	n0		EVM0019396.1, EVM0008668.1, EVM0000953.1, EVM0021731.1, EVM0000881.1, EVM0009206.1, EVM0016903.1	
N1.HOG0001093	OG0000609	n2		EVM0018615.1	KUTeg_019660
N1.HOG0001094	OG0000609	n3		EVM0021571.1, EVM0013119.1, EVM0005397.1, EVM0022948.1	KUTeg_020317
N1.HOG0001095	OG0000610	n3		EVM0009689.2	KUTeg_024477
N1.HOG0001096	OG0000610	n4		EVM0019872.1, EVM0007747.1	KUTeg_024476
N1.HOG0001097	OG0000610	n6			KUTeg_024779
N1.HOG0001098	OG0000611	n0			KUTeg_016620, KUTeg_016619, KUTeg_016725, KUTeg_017985, KUTeg_018681, KUTeg_023175, KUTeg_014542
N1.HOG0001099	OG0000612	n3		EVM0012488.1	KUTeg_019268, KUTeg_019269, KUTeg_011158, KUTeg_011157
N1.HOG0001100	OG0000612	n7		EVM0002658.1	KUTeg_019267
N1.HOG0001101	OG0000613	n4		EVM0019378.1, EVM0004068.1	KUTeg_005319
N1.HOG0001102	OG0000613	n6		EVM0001102.1	KUTeg_011014
N1.HOG0001103	OG0000613	n7		EVM0017503.1	KUTeg_018923
N1.HOG0001104	OG0000614	n0			KUTeg_012542, KUTeg_015270, KUTeg_022956, KUTeg_008355, KUTeg_006164, KUTeg_008071, KUTeg_015269, KUTeg_005617
N1.HOG0001105	OG0000615	n1			KUTeg_023483
N1.HOG0001106	OG0000615	n2			KUTeg_020164, KUTeg_023482, KUTeg_021581, KUTeg_022307, KUTeg_001653, KUTeg_020165
N1.HOG0001107	OG0000616	n0		EVM0015828.1, EVM0002176.1, EVM0011427.1	KUTeg_021701, KUTeg_022457, KUTeg_021704, KUTeg_021702, KUTeg_021802
N1.HOG0001108	OG0000617	n0		EVM0017238.1	KUTeg_002735, KUTeg_011336, KUTeg_011437, KUTeg_011337, KUTeg_017384, KUTeg_011339
N1.HOG0001109	OG0000618	n1		EVM0020646.1	KUTeg_001269, KUTeg_001204
N1.HOG0001110	OG0000618	n4		EVM0000461.1	KUTeg_001228, KUTeg_001227, KUTeg_021797
N1.HOG0001111	OG0000619	n0		EVM0018231.1, EVM0006902.1, EVM0015643.1, EVM0020322.1, EVM0010578.1, EVM0007407.1, EVM0015135.1, EVM0006822.1	
N1.HOG0001112	OG0000620	n2		EVM0001936.1	KUTeg_024798, KUTeg_024787, KUTeg_024789, KUTeg_024670
N1.HOG0001113	OG0000620	n6		EVM0013028.1	KUTeg_024797, KUTeg_024656
N1.HOG0001114	OG0000621	n1			KUTeg_001770
N1.HOG0001115	OG0000621	n2			KUTeg_001772, KUTeg_001769
N1.HOG0001116	OG0000622	n0		EVM0013586.1, EVM0006357.1	KUTeg_002378
N1.HOG0001117	OG0000623	n1		EVM0004540.1	KUTeg_001526
N1.HOG0001118	OG0000623	n3		EVM0014905.1, EVM0004832.1, EVM0001999.1, EVM0006639.1	KUTeg_002525
N1.HOG0001119	OG0000624	n1		EVM0001127.1	KUTeg_002343, KUTeg_014023, KUTeg_002681, KUTeg_001697, KUTeg_002679
N1.HOG0001120	OG0000624	n7			KUTeg_001698
N1.HOG0001121	OG0000625	n0		EVM0020467.1, EVM0021436.1, EVM0012494.1, EVM0008034.1, EVM0003295.1, EVM0007104.1, EVM0019206.1, EVM0003197.1	
N1.HOG0001122	OG0000626	n0		EVM0005505.1, EVM0008755.1, EVM0001598.1, EVM0009506.1, EVM0018055.1	KUTeg_020818
N1.HOG0001123	OG0000627	n1		EVM0020354.1, EVM0019969.1	KUTeg_023261
N1.HOG0001124	OG0000627	n5		EVM0008565.1	KUTeg_023263
N1.HOG0001125	OG0000628	n4		EVM0001016.1	KUTeg_005041, KUTeg_000930
N1.HOG0001126	OG0000628	n6		EVM0007772.1	KUTeg_002964
N1.HOG0001127	OG0000628	n7			KUTeg_017230, KUTeg_003556
N1.HOG0001128	OG0000629	n0		EVM0008578.1, EVM0023679.1, EVM0016255.1	KUTeg_008723
N1.HOG0001129	OG0000630	n0		EVM0006084.1, EVM0000969.1, EVM0003217.1, EVM0019557.1, EVM0004335.1, EVM0021295.1, EVM0022317.1	KUTeg_011079
N1.HOG0001130	OG0000631	n2			KUTeg_007491, KUTeg_007494
N1.HOG0001131	OG0000631	n4			KUTeg_007490, KUTeg_007495, KUTeg_006960, KUTeg_006959
N1.HOG0001132	OG0000632	n2		EVM0012524.1	KUTeg_022139
N1.HOG0001133	OG0000632	n3		EVM0011448.1, EVM0023596.1, EVM0020572.1, EVM0011167.1	KUTeg_007737
N1.HOG0001134	OG0000633	n0		EVM0000450.1	KUTeg_001590, KUTeg_016242, KUTeg_013518, KUTeg_003932, KUTeg_003927, KUTeg_003933, KUTeg_003926
N1.HOG0001135	OG0000634	n0		EVM0008171.1, EVM0011961.1, EVM0002141.1	KUTeg_017631, KUTeg_017624, KUTeg_017630
N1.HOG0001136	OG0000635	n1		EVM0006296.1, EVM0000587.1, EVM0009388.1	KUTeg_007992
N1.HOG0001137	OG0000635	n5		EVM0007558.1, EVM0010519.1	KUTeg_007050
N1.HOG0001138	OG0000636	n3		EVM0021936.1	KUTeg_002949
N1.HOG0001139	OG0000636	n4		EVM0005223.1, EVM0012809.1	KUTeg_002948
N1.HOG0001140	OG0000636	n6		EVM0020400.1	KUTeg_022608
N1.HOG0001141	OG0000637	n0		EVM0017433.1, EVM0020669.1, EVM0016684.1, EVM0004148.1, EVM0010143.1, EVM0008862.1, EVM0006588.1, EVM0001734.1	KUTeg_008659
N1.HOG0001142	OG0000638	n1		EVM0017411.1, EVM0010493.1, EVM0020441.1, EVM0023012.1, EVM0005967.1	KUTeg_006703
N1.HOG0001143	OG0000638	n6		EVM0005819.1, EVM0007770.1	KUTeg_001107
N1.HOG0001144	OG0000639	n0		EVM0010883.1, EVM0003002.1, EVM0000298.1, EVM0014322.1, EVM0013577.1, EVM0005286.1, EVM0023357.1, EVM0013050.1, EVM0018125.1	
N1.HOG0001145	OG0000640	n1		EVM0021303.1, EVM0006594.1	KUTeg_024011
N1.HOG0001146	OG0000640	n3		EVM0012022.1	KUTeg_024010, KUTeg_024502, KUTeg_024500, KUTeg_024494, KUTeg_024495
N1.HOG0001147	OG0000641	n1		EVM0002621.1	KUTeg_004585, KUTeg_004586
N1.HOG0001148	OG0000641	n3		EVM0018816.1, EVM0007467.1, EVM0002971.1, EVM0009499.1, EVM0005565.1	KUTeg_004584
N1.HOG0001149	OG0000642	n0		EVM0011933.1, EVM0020215.1, EVM0022741.1	KUTeg_006775, KUTeg_004655, KUTeg_014656, KUTeg_018684, KUTeg_021746, KUTeg_011059
N1.HOG0001150	OG0000643	n1		EVM0021233.1	KUTeg_007829
N1.HOG0001151	OG0000643	n4		EVM0013369.1	KUTeg_007953
N1.HOG0001152	OG0000643	n5		EVM0020487.1, EVM0013069.1, EVM0019442.1	KUTeg_007567
N1.HOG0001153	OG0000644	n0		EVM0023483.1, EVM0022919.1, EVM0019667.1, EVM0015870.1, EVM0021874.1, EVM0015475.1, EVM0021604.1, EVM0012645.1	KUTeg_024944
N1.HOG0001154	OG0000645	n0		EVM0001763.1	KUTeg_007007, KUTeg_007008, KUTeg_008313, KUTeg_008314, KUTeg_007006, KUTeg_004965, KUTeg_005353, KUTeg_004966
N1.HOG0001155	OG0000646	n1		EVM0018369.1	KUTeg_001059
N1.HOG0001156	OG0000646	n2		EVM0012325.1, EVM0012137.1, EVM0003423.1, EVM0017230.1, EVM0001758.1, EVM0002574.1	KUTeg_002717
N1.HOG0001157	OG0000647	n1		EVM0008477.1, EVM0011205.1, EVM0013104.1	KUTeg_000061, KUTeg_000059
N1.HOG0001158	OG0000647	n5		EVM0005651.1, EVM0021051.1, EVM0020120.1	KUTeg_008062
N1.HOG0001159	OG0000648	n0		EVM0023387.1, EVM0007205.1, EVM0002666.1, EVM0019428.1, EVM0004042.1, EVM0019297.1, EVM0007737.1, EVM0011542.1, EVM0004554.1	
N1.HOG0001160	OG0000649	n1		EVM0018562.1	KUTeg_001707
N1.HOG0001161	OG0000649	n2		EVM0014453.1	KUTeg_003123, KUTeg_003648, KUTeg_001374, KUTeg_001708, KUTeg_001861, KUTeg_001863
N1.HOG0001162	OG0000650	n1		EVM0013265.1	KUTeg_008465, KUTeg_008464
N1.HOG0001163	OG0000650	n3		EVM0000680.1, EVM0006576.1	KUTeg_008993, KUTeg_014655, KUTeg_005381, KUTeg_005734
N1.HOG0001164	OG0000651	n0		EVM0021150.1, EVM0006771.1, EVM0010717.1, EVM0012713.1, EVM0019485.1, EVM0003147.1, EVM0001041.1, EVM0014367.1	KUTeg_018726
N1.HOG0001165	OG0000652	n0		EVM0004000.1	KUTeg_018516, KUTeg_011349, KUTeg_015132, KUTeg_011350, KUTeg_006539, KUTeg_006482, KUTeg_017376, KUTeg_000618
N1.HOG0001166	OG0000653	n0		EVM0005222.1	KUTeg_019713, KUTeg_019711, KUTeg_019244, KUTeg_019250, KUTeg_019251, KUTeg_019710, KUTeg_019712, KUTeg_019245
N1.HOG0001167	OG0000654	n0			KUTeg_019490, KUTeg_019491, KUTeg_004576, KUTeg_003501, KUTeg_024097, KUTeg_009021, KUTeg_003652, KUTeg_019495, KUTeg_003651
N1.HOG0001168	OG0000655	n0			KUTeg_008065, KUTeg_015471, KUTeg_020311, KUTeg_012595, KUTeg_024509, KUTeg_022495, KUTeg_005792, KUTeg_016741, KUTeg_003048
N1.HOG0001169	OG0000656	n0			KUTeg_004492, KUTeg_003960, KUTeg_008998, KUTeg_003325, KUTeg_003601, KUTeg_011135, KUTeg_024983, KUTeg_011134, KUTeg_003606
N1.HOG0001170	OG0000657	n0			KUTeg_007870, KUTeg_017241, KUTeg_000595, KUTeg_000594, KUTeg_020699, KUTeg_000596, KUTeg_003435, KUTeg_023901, KUTeg_018993
N1.HOG0001171	OG0000658	n0			KUTeg_023812, KUTeg_005873, KUTeg_014751, KUTeg_005040, KUTeg_010675, KUTeg_013655, KUTeg_017794, KUTeg_023813, KUTeg_023299
N1.HOG0001172	OG0000659	n0			KUTeg_016498, KUTeg_000936, KUTeg_014823, KUTeg_000956, KUTeg_022205, KUTeg_021745, KUTeg_001583, KUTeg_000937, KUTeg_002799
N1.HOG0001173	OG0000660	n0			KUTeg_003690, KUTeg_014966, KUTeg_021871, KUTeg_011581, KUTeg_002547, KUTeg_015796, KUTeg_018791, KUTeg_022436, KUTeg_006127
N1.HOG0001174	OG0000661	n0			KUTeg_000798, KUTeg_008403, KUTeg_022333, KUTeg_009293, KUTeg_018758, KUTeg_021944, KUTeg_014784, KUTeg_015510, KUTeg_021945
N1.HOG0001175	OG0000662	n0			KUTeg_022218, KUTeg_011786, KUTeg_014984, KUTeg_006774, KUTeg_015944, KUTeg_011785, KUTeg_022135, KUTeg_022368, KUTeg_015540
