Orthogroup	Species	Sbro	Orthologs
OG0000801	Azeb	EVM0012967.1, EVM0002022.1	mikado.HiC_scaffold_12.3160685G1250.1
OG0000801	Tgra	EVM0012967.1, EVM0002022.1	KUTeg_006664, KUTeg_006668
OG0000801	Azeb	EVM0013551.1	mikado.HiC_scaffold_16.0G423.1
OG0000801	Tgra	EVM0013551.1	KUTeg_006667
OG0000802	Tgra	EVM0015522.1	KUTeg_010201
OG0000802	Azeb	EVM0015522.1	mikado.HiC_scaffold_16.0G586.1
OG0000802	Azeb	EVM0013854.1, EVM0004842.1, EVM0010944.1	mikado.HiC_scaffold_16.0G580.1
OG0000802	Tgra	EVM0013854.1, EVM0004842.1, EVM0010944.1	KUTeg_007809
OG0000803	Azeb	EVM0009064.1, EVM0018158.1	mikado.HiC_scaffold_16.0G1380.1, mikado.HiC_scaffold_16.0G1378.1, mikado.HiC_scaffold_16.0G584.1, mikado.HiC_scaffold_16.0G865.1, mikado.HiC_scaffold_16.0G1379.1, mikado.HiC_scaffold_16.0G1377.1
OG0000804	Azeb	EVM0011660.1	mikado.HiC_scaffold_16.0G590.1
OG0000804	Tgra	EVM0011660.1	KUTeg_014307
OG0000804	Azeb	EVM0012667.1, EVM0014993.1	mikado.HiC_scaffold_16.0G587.1
OG0000804	Azeb	EVM0002355.1	mikado.HiC_scaffold_16.0G588.1
OG0000805	Azeb	EVM0004884.1	mikado.HiC_scaffold_16.0G869.1
OG0000805	Tgra	EVM0004884.1	KUTeg_013657, KUTeg_014234
OG0000805	Azeb	EVM0011019.1	mikado.HiC_scaffold_16.0G852.1
OG0000805	Tgra	EVM0011019.1	KUTeg_013164, KUTeg_013742
OG0000806	Tgra	EVM0012164.1	KUTeg_013463
OG0000806	Azeb	EVM0012164.1	mikado.HiC_scaffold_16.0G1266.1, mikado.HiC_scaffold_16.0G1557.1, mikado.HiC_scaffold_16.0G1558.1, mikado.HiC_scaffold_16.0G1685.1, mikado.HiC_scaffold_16.0G1305.1, mikado.HiC_scaffold_16.0G1304.1
OG0000807	Azeb	EVM0018553.1, EVM0009316.1	mikado.HiC_scaffold_16.0G1321.1, mikado.HiC_scaffold_16.0G1323.2, mikado.HiC_scaffold_16.0G1323.1, mikado.HiC_scaffold_16.0G1322.1
OG0000807	Tgra	EVM0018553.1, EVM0009316.1	KUTeg_013995, KUTeg_013439
OG0000808	Azeb	EVM0009902.1, EVM0001391.1	mikado.HiC_scaffold_16.0G1344.1
OG0000808	Tgra	EVM0009902.1	KUTeg_014254, KUTeg_014252, KUTeg_013679
OG0000808	Tgra	EVM0001391.1	KUTeg_014247, KUTeg_014250
OG0000809	Azeb	EVM0016997.1, EVM0020251.1	mikado.HiC_scaffold_16.0G1574.1
OG0000809	Tgra	EVM0016997.1	KUTeg_013445, KUTeg_013825
OG0000809	Tgra	EVM0020251.1	KUTeg_014210, KUTeg_014337, KUTeg_024125
OG0000810	Azeb	EVM0017246.1, EVM0003333.1	mikado.HiC_scaffold_17.0G81.1, mikado.HiC_scaffold_17.0G122.1, mikado.HiC_scaffold_17.0G80.1, mikado.HiC_scaffold_17.0G77.1, mikado.HiC_scaffold_17.0G972.1
OG0000810	Tgra	EVM0017246.1, EVM0003333.1	KUTeg_010246
OG0000811	Azeb	EVM0019085.1	mikado.HiC_scaffold_17.0G452.1
OG0000811	Azeb	EVM0019789.1, EVM0015900.1, EVM0009423.1	mikado.HiC_scaffold_17.0G235.1, mikado.HiC_scaffold_17.0G234.1
OG0000811	Tgra	EVM0019789.1, EVM0015900.1, EVM0009423.1	KUTeg_008528
OG0000812	Azeb	EVM0008995.1	mikado.HiC_scaffold_17.0G447.1, mikado.HiC_scaffold_17.0G448.1, mikado.HiC_scaffold_19.0G25.1, mikado.HiC_scaffold_17.0G510.1, mikado.HiC_scaffold_17.0G332.1, mikado.HiC_scaffold_17.0G333.1
OG0000812	Tgra	EVM0008995.1	KUTeg_008178
OG0000814	Azeb	EVM0008206.1, EVM0021782.1, EVM0011022.1, EVM0013415.1	mikado.HiC_scaffold_17.0G490.1, mikado.HiC_scaffold_17.0G491.1
OG0000814	Tgra	EVM0008206.1	KUTeg_008449
OG0000814	Tgra	EVM0021782.1, EVM0011022.1, EVM0013415.1	KUTeg_008448
OG0000815	Azeb	EVM0006065.1, EVM0011350.1	mikado.HiC_scaffold_17.0G609.1, mikado.HiC_scaffold_17.0G496.1
OG0000815	Tgra	EVM0006065.1	KUTeg_004753, KUTeg_008919, KUTeg_008925
OG0000815	Tgra	EVM0011350.1	KUTeg_008614
OG0000816	Azeb	EVM0021048.1, EVM0011466.1, EVM0015566.1, EVM0010912.1, EVM0019341.1, EVM0019097.1	mikado.HiC_scaffold_18.0G189.1
OG0000816	Tgra	EVM0021048.1, EVM0011466.1, EVM0015566.1, EVM0010912.1, EVM0019341.1, EVM0019097.1	KUTeg_011556
OG0000817	Azeb	EVM0006972.1, EVM0012753.1, EVM0004908.1, EVM0020656.1, EVM0009643.1	mikado.HiC_scaffold_18.0G301.1
OG0000817	Tgra	EVM0006972.1, EVM0012753.1, EVM0004908.1, EVM0020656.1	KUTeg_019149
OG0000817	Tgra	EVM0009643.1	KUTeg_019150
OG0000818	Azeb	EVM0005504.1, EVM0006627.1, EVM0011263.1, EVM0007110.1, EVM0015408.1	mikado.HiC_scaffold_18.0G374.1
OG0000818	Tgra	EVM0005504.1, EVM0006627.1, EVM0011263.1, EVM0007110.1, EVM0015408.1	KUTeg_023948, KUTeg_007026
OG0000819	Tgra	EVM0015776.1, EVM0006293.1, EVM0019200.1, EVM0003800.1, EVM0010406.1	KUTeg_019999
OG0000819	Azeb	EVM0015776.1, EVM0006293.1	mikado.HiC_scaffold_18.0G452.1
OG0000819	Azeb	EVM0019200.1, EVM0003800.1, EVM0010406.1	mikado.HiC_scaffold_18.0G451.1
OG0000820	Azeb	EVM0021906.1	mikado.HiC_scaffold_18.0G586.1
OG0000820	Tgra	EVM0022167.1	KUTeg_005949
OG0000820	Azeb	EVM0014300.1	mikado.HiC_scaffold_18.0G587.1
OG0000820	Tgra	EVM0014300.1	KUTeg_014882, KUTeg_006242
OG0000821	Azeb	EVM0020160.1, EVM0011851.1, EVM0007345.1, EVM0008498.1, EVM0000544.1, EVM0012787.1	mikado.HiC_scaffold_18.0G1064.1
OG0000821	Tgra	EVM0020160.1, EVM0011851.1, EVM0007345.1, EVM0008498.1, EVM0000544.1, EVM0012787.1	KUTeg_001866
OG0000822	Tgra	EVM0009704.1, EVM0008441.1	KUTeg_019526
OG0000822	Azeb	EVM0009704.1	mikado.HiC_scaffold_18.0G1091.1
OG0000822	Azeb	EVM0008441.1	mikado.HiC_scaffold_12.3160685G283.1
OG0000823	Azeb	EVM0000166.1, EVM0015911.1	mikado.HiC_scaffold_18.0G1102.1
OG0000823	Tgra	EVM0000166.1, EVM0015911.1	KUTeg_019476, KUTeg_023110, KUTeg_011891, KUTeg_012717, KUTeg_009062
OG0000824	Azeb	EVM0019679.1, EVM0002360.1	mikado.HiC_scaffold_18.0G1167.1
OG0000824	Tgra	EVM0019679.1	KUTeg_008743, KUTeg_017432, KUTeg_017433
OG0000824	Tgra	EVM0002360.1	KUTeg_017880, KUTeg_017441
OG0000825	Azeb	EVM0019061.1, EVM0009793.1	mikado.HiC_scaffold_19.0G86.1
OG0000825	Tgra	EVM0006410.1	KUTeg_010359
OG0000825	Azeb	EVM0004849.1	mikado.HiC_scaffold_8.8335562G678.1
OG0000826	Azeb	EVM0012740.1, EVM0005807.1, EVM0013591.1	mikado.HiC_scaffold_19.0G357.1
OG0000826	Tgra	EVM0012740.1, EVM0005807.1	KUTeg_006983, KUTeg_021708
OG0000826	Tgra	EVM0013591.1	KUTeg_021705
OG0000827	Tgra	EVM0010093.1	KUTeg_007434
OG0000827	Azeb	EVM0010093.1	mikado.HiC_scaffold_19.0G411.1, mikado.HiC_scaffold_19.0G411.2, mikado.HiC_scaffold_12.3160685G174.1
OG0000827	Tgra	EVM0018521.1	KUTeg_007573
OG0000827	Azeb	EVM0018521.1	mikado.HiC_scaffold_12.3160685G1557.1
OG0000828	Azeb	EVM0023468.1, EVM0016348.1, EVM0013083.1, EVM0010168.1, EVM0007261.1	mikado.HiC_scaffold_19.0G497.1, mikado.HiC_scaffold_19.0G498.1
OG0000828	Tgra	EVM0023468.1, EVM0016348.1, EVM0013083.1, EVM0010168.1, EVM0007261.1	KUTeg_021981
OG0000829	Tgra	EVM0017518.1	KUTeg_021401
OG0000829	Azeb	EVM0017518.1	mikado.HiC_scaffold_19.0G854.1, mikado.HiC_scaffold_19.0G857.1
OG0000830	Azeb	EVM0009182.1	mikado.HiC_scaffold_19.0G1049.1
OG0000830	Azeb	EVM0003902.1, EVM0018621.1	mikado.HiC_scaffold_19.0G1046.1, mikado.HiC_scaffold_19.0G1045.1
OG0000830	Tgra	EVM0003902.1, EVM0018621.1	KUTeg_021754, KUTeg_021752
OG0000831	Azeb	EVM0006649.1	mikado.HiC_scaffold_19.0G1105.1, mikado.HiC_scaffold_19.0G1118.1, mikado.HiC_scaffold_19.0G1115.1, mikado.HiC_scaffold_19.0G1117.1, mikado.HiC_scaffold_19.0G1107.1, mikado.HiC_scaffold_19.0G1114.1, mikado.HiC_scaffold_19.0G1116.1
OG0000832	Azeb	EVM0004508.1, EVM0012262.1	mikado.HiC_scaffold_19.0G1321.1
OG0000832	Tgra	EVM0004508.1, EVM0012262.1	KUTeg_021985
OG0000832	Azeb	EVM0005655.1, EVM0016139.1	mikado.HiC_scaffold_19.0G1322.1
OG0000832	Tgra	EVM0005655.1, EVM0016139.1	KUTeg_018745
OG0000833	Azeb	EVM0008583.1	mikado.HiC_scaffold_19.0G1478.1
OG0000833	Tgra	EVM0008583.1	KUTeg_021618
OG0000833	Azeb	EVM0020108.1	mikado.HiC_scaffold_19.0G1481.1, mikado.HiC_scaffold_8.8335562G20.1, mikado.HiC_scaffold_8.8335562G18.1
OG0000833	Tgra	EVM0020108.1	KUTeg_022066
OG0000834	Azeb	EVM0009195.1, EVM0007593.1, EVM0022569.1, EVM0007630.1, EVM0020693.1, EVM0011481.1, EVM0022172.1	mikado.HiC_scaffold_21.0G220.1
OG0000835	Azeb	EVM0020940.1	mikado.HiC_scaffold_21.0G444.1
OG0000835	Tgra	EVM0020940.1	KUTeg_011819, KUTeg_015044, KUTeg_015696, KUTeg_024260, KUTeg_024968, KUTeg_009053
OG0000836	Azeb	EVM0015689.1, EVM0003354.1, EVM0012029.1, EVM0016423.1, EVM0006879.1, EVM0005946.1, EVM0004736.1	mikado.HiC_scaffold_21.0G541.1
OG0000837	Azeb	EVM0018867.1	mikado.HiC_scaffold_21.0G608.1
OG0000837	Tgra	EVM0018867.1	KUTeg_002091
OG0000837	Azeb	EVM0016400.1	mikado.HiC_scaffold_21.0G606.1
OG0000837	Tgra	EVM0016400.1	KUTeg_002086, KUTeg_002089
OG0000838	Azeb	EVM0020306.1, EVM0002460.1, EVM0001666.1	mikado.HiC_scaffold_8.8335562G280.1, mikado.HiC_scaffold_8.8335562G281.1, mikado.HiC_scaffold_21.0G1248.1
OG0000838	Tgra	EVM0020306.1, EVM0002460.1, EVM0001666.1	KUTeg_004661, KUTeg_022668
OG0000839	Azeb	EVM0018735.1, EVM0009848.1	mikado.HiC_scaffold_1412G1.1, mikado.HiC_scaffold_1412G2.1
OG0000839	Tgra	EVM0018735.1	KUTeg_004244
OG0000839	Tgra	EVM0009848.1	KUTeg_012901, KUTeg_013775, KUTeg_012902
OG0000841	Azeb	EVM0008413.1, EVM0015897.1, EVM0011569.1	mikado.HiC_scaffold_8.8335562G228.1
OG0000841	Tgra	EVM0008413.1, EVM0015897.1	KUTeg_004670, KUTeg_023568, KUTeg_023838
OG0000841	Tgra	EVM0011569.1	KUTeg_023793
OG0000842	Azeb	EVM0000778.1, EVM0015018.1, EVM0020705.1, EVM0007879.1, EVM0020211.1	mikado.HiC_scaffold_8.8335562G357.1
OG0000842	Tgra	EVM0000778.1, EVM0015018.1	KUTeg_023402
OG0000842	Tgra	EVM0020705.1, EVM0007879.1, EVM0020211.1	KUTeg_008803
OG0000843	Azeb	EVM0009133.1	mikado.HiC_scaffold_8.8335562G506.1
OG0000843	Tgra	EVM0009133.1	KUTeg_022637
OG0000843	Azeb	EVM0002432.1	mikado.HiC_scaffold_8.8335562G505.1
OG0000843	Tgra	EVM0002432.1	KUTeg_022641, KUTeg_022687
OG0000844	Tgra	EVM0013788.1	KUTeg_023858, KUTeg_023070, KUTeg_023067
OG0000844	Azeb	EVM0013788.1	mikado.HiC_scaffold_8.8335562G1155.1, mikado.HiC_scaffold_8.8335562G1126.1, mikado.HiC_scaffold_8.8335562G1127.1, mikado.HiC_scaffold_8.8335562G854.1
OG0000845	Azeb	EVM0003856.1	mikado.HiC_scaffold_12.3160685G378.1
OG0000845	Tgra	EVM0003856.1	KUTeg_007814, KUTeg_007168, KUTeg_021662, KUTeg_007876, KUTeg_001257, KUTeg_011841
OG0000846	Azeb	EVM0002249.1, EVM0021884.1	mikado.HiC_scaffold_12.3160685G650.1
OG0000846	Tgra	EVM0002249.1, EVM0021884.1	KUTeg_006712
OG0000846	Azeb	EVM0007766.1	mikado.HiC_scaffold_12.3160685G947.1, mikado.HiC_scaffold_12.3160685G949.1
OG0000846	Tgra	EVM0007766.1	KUTeg_007685
OG0000847	Azeb	EVM0014997.1, EVM0019863.1, EVM0002211.1, EVM0012805.1, EVM0009225.1	mikado.HiC_scaffold_12.3160685G860.1, mikado.HiC_scaffold_12.3160685G859.1
OG0000847	Tgra	EVM0014997.1, EVM0019863.1, EVM0002211.1, EVM0012805.1, EVM0009225.1	KUTeg_008007
OG0000848	Azeb	EVM0012367.1, EVM0015905.1	mikado.HiC_scaffold_12.3160685G920.1
OG0000848	Tgra	EVM0012367.1, EVM0015905.1	KUTeg_008020
OG0000848	Azeb	EVM0023697.1	mikado.HiC_scaffold_12.3160685G919.1
OG0000848	Tgra	EVM0023697.1	KUTeg_007258
OG0000849	Azeb	EVM0014565.1, EVM0013418.1, EVM0008661.1, EVM0018102.1, EVM0009394.1, EVM0020698.1, EVM0018213.1	mikado.HiC_scaffold_12.3160685G1298.1
OG0000850	Azeb	EVM0020911.1, EVM0014846.1	mikado.HiC_scaffold_12.3160685G1541.1, mikado.HiC_scaffold_12.3160685G1450.1, mikado.HiC_scaffold_12.3160685G1544.1, mikado.HiC_scaffold_12.3160685G1450.2
OG0000850	Tgra	EVM0020911.1	KUTeg_022004
OG0000850	Tgra	EVM0014846.1	KUTeg_022007
OG0000852	Tgra	EVM0009434.1, EVM0002544.1	KUTeg_015526
OG0000852	Tgra	EVM0007673.1	KUTeg_015524
OG0000852	Tgra	EVM0014130.1, EVM0002424.1	KUTeg_015525
OG0000854	Tgra	EVM0010853.1	KUTeg_009051, KUTeg_018242, KUTeg_012089, KUTeg_011824, KUTeg_001611, KUTeg_012090, KUTeg_020574
OG0000855	Tgra	EVM0023541.1, EVM0012630.1	KUTeg_021456, KUTeg_020038, KUTeg_020772, KUTeg_018917, KUTeg_008400, KUTeg_000227
OG0000856	Tgra	EVM0008989.1, EVM0010118.1, EVM0019625.1, EVM0003241.1, EVM0002449.1, EVM0012860.1, EVM0013431.1	KUTeg_015717
OG0000857	Tgra	EVM0001747.1, EVM0012664.1	KUTeg_009737, KUTeg_010150, KUTeg_009738, KUTeg_009736, KUTeg_010153, KUTeg_000812
OG0000859	Tgra	EVM0019546.1	KUTeg_006515
OG0000859	Tgra	EVM0022826.1, EVM0013801.1, EVM0010794.1	KUTeg_010487
OG0000859	Tgra	EVM0012285.1	KUTeg_010494
OG0000861	Tgra	EVM0010970.1, EVM0007032.1, EVM0010002.1	KUTeg_009150, KUTeg_009149
OG0000861	Tgra	EVM0012402.1	KUTeg_005181, KUTeg_005183
OG0000862	Tgra	EVM0021085.1	KUTeg_015416
OG0000862	Tgra	EVM0018560.1, EVM0011541.1, EVM0014647.1	KUTeg_015415, KUTeg_015007, KUTeg_015412
OG0000864	Tgra	EVM0020613.1	KUTeg_010914, KUTeg_020801, KUTeg_015417, KUTeg_014896, KUTeg_015414, KUTeg_015419, KUTeg_015413
OG0000865	Tgra	EVM0001739.1	KUTeg_010936
OG0000865	Tgra	EVM0022238.1, EVM0017914.1	KUTeg_017359, KUTeg_016129
OG0000865	Tgra	EVM0007491.1	KUTeg_012004
OG0000866	Tgra	EVM0010008.1, EVM0015310.1, EVM0001995.1, EVM0021113.1	KUTeg_002769, KUTeg_002771, KUTeg_002774, KUTeg_002773
OG0000867	Tgra	EVM0002685.1, EVM0018593.1, EVM0002347.1	KUTeg_016711
OG0000867	Tgra	EVM0022926.1	KUTeg_016604, KUTeg_016737, KUTeg_016581
OG0000868	Tgra	EVM0013759.1	KUTeg_019605
OG0000868	Tgra	EVM0011954.1	KUTeg_019606
OG0000868	Tgra	EVM0024040.1, EVM0018139.1	KUTeg_019612
OG0000880	Azeb	Sbro-opnGx7, Sbro-opnGx6, Sbro-opnGx3	mikado.HiC_scaffold_1.0G377.1, Azeb-opnGx15
OG0000880	Tgra	Sbro-opnGx7, Sbro-opnGx6, Sbro-opnGx3	Tgra-opnGx3, KUTeg_006353
OG0000881	Tgra	EVM0015758.1	KUTeg_017827
OG0000881	Azeb	EVM0015758.1	mikado.HiC_scaffold_15.0G1143.1, mikado.HiC_scaffold_15.0G1142.1, mikado.HiC_scaffold_15.0G692.1, mikado.HiC_scaffold_15.0G693.1, mikado.HiC_scaffold_1.0G5.1
OG0000885	Azeb	EVM0011748.1	mikado.HiC_scaffold_1.0G87.1, mikado.HiC_scaffold_19.0G167.1
OG0000885	Azeb	EVM0013313.1	mikado.HiC_scaffold_1.0G520.1, mikado.HiC_scaffold_1.0G702.1, mikado.HiC_scaffold_353G1.1
OG0000887	Azeb	EVM0007685.1, EVM0011553.1	mikado.HiC_scaffold_1.0G129.1, mikado.HiC_scaffold_3.0G770.1, mikado.HiC_scaffold_3.0G769.1
OG0000887	Tgra	EVM0007685.1, EVM0011553.1	KUTeg_023595, KUTeg_002912
OG0000888	Azeb	EVM0017519.1	mikado.HiC_scaffold_1.0G184.1, mikado.HiC_scaffold_1.0G687.1, mikado.HiC_scaffold_7.0G1243.1, mikado.HiC_scaffold_11.0G88.1, mikado.HiC_scaffold_21.0G439.1, mikado.HiC_scaffold_2.0G1200.1
OG0000889	Azeb	EVM0021275.1	mikado.HiC_scaffold_1.0G268.1, mikado.HiC_scaffold_5.0G74.1, mikado.HiC_scaffold_5.0G73.1, mikado.HiC_scaffold_5.0G713.1, mikado.HiC_scaffold_5.0G714.1, mikado.HiC_scaffold_351G1.1
OG0000890	Azeb	EVM0006575.1, EVM0010222.1, EVM0022344.1	mikado.HiC_scaffold_1.0G272.1, mikado.HiC_scaffold_1.0G274.1
OG0000890	Tgra	EVM0006575.1, EVM0010222.1, EVM0022344.1	KUTeg_006421, KUTeg_006422
OG0000891	Azeb	EVM0008266.1, EVM0014265.1, EVM0001137.1	mikado.HiC_scaffold_1.0G661.1, mikado.HiC_scaffold_1.0G317.1, mikado.HiC_scaffold_1.0G636.1, mikado.HiC_scaffold_1.0G662.1
OG0000894	Azeb	EVM0001618.1	mikado.HiC_scaffold_1.0G821.1, mikado.HiC_scaffold_1.0G820.1
OG0000894	Azeb	EVM0005868.1	mikado.HiC_scaffold_1.0G394.1, mikado.HiC_scaffold_1.0G397.1
OG0000894	Tgra	EVM0005868.1	KUTeg_023591
OG0000895	Azeb	EVM0002052.1	mikado.HiC_scaffold_1.0G437.1, mikado.HiC_scaffold_1.0G435.1, mikado.HiC_scaffold_1.0G436.1, mikado.HiC_scaffold_1.0G432.1, mikado.HiC_scaffold_1.0G434.1, mikado.HiC_scaffold_1.0G433.1
OG0000896	Tgra	EVM0009830.1, EVM0017214.1, EVM0012026.1, EVM0007415.1	KUTeg_009649
OG0000896	Azeb	EVM0009830.1, EVM0017214.1, EVM0012026.1, EVM0007415.1	mikado.HiC_scaffold_1.0G440.1, mikado.HiC_scaffold_1.0G439.1
OG0000897	Tgra	EVM0016938.1	KUTeg_006173
OG0000897	Azeb	EVM0016938.1	mikado.HiC_scaffold_1.0G471.1
OG0000897	Azeb	EVM0002667.1, EVM0008287.1	mikado.HiC_scaffold_1.0G475.1
OG0000897	Tgra	EVM0002667.1, EVM0008287.1	KUTeg_006172
OG0000899	Tgra	EVM0008089.1, EVM0009993.1, EVM0001121.1	KUTeg_003451
OG0000899	Azeb	EVM0008089.1, EVM0009993.1, EVM0001121.1	mikado.HiC_scaffold_1.0G680.1, mikado.HiC_scaffold_2.0G476.1, mikado.HiC_scaffold_17.0G781.1
OG0000900	Azeb	EVM0021136.1	mikado.HiC_scaffold_21.0G471.1, mikado.HiC_scaffold_1.0G685.1, mikado.HiC_scaffold_21.0G475.1, mikado.HiC_scaffold_8.8335562G1132.1, mikado.HiC_scaffold_21.0G165.1
OG0000900	Tgra	EVM0021136.1	KUTeg_021914
OG0000902	Tgra	EVM0009243.1	KUTeg_006212
OG0000902	Azeb	EVM0009243.1	mikado.HiC_scaffold_1.0G784.1, mikado.HiC_scaffold_1.0G784.5, mikado.HiC_scaffold_1.0G784.6, mikado.HiC_scaffold_1.0G784.7, mikado.HiC_scaffold_1.0G784.3
OG0000904	Azeb	EVM0003234.1	mikado.HiC_scaffold_1.0G988.1, mikado.HiC_scaffold_1.0G989.1
OG0000904	Tgra	EVM0003234.1	KUTeg_006153, KUTeg_006162
OG0000904	Azeb	EVM0005200.1	mikado.HiC_scaffold_9.0G475.1
OG0000905	Azeb	EVM0014012.1	mikado.HiC_scaffold_10.0G250.1, mikado.HiC_scaffold_10.0G247.1, mikado.HiC_scaffold_10.0G678.1, mikado.HiC_scaffold_10.0G101.1, mikado.HiC_scaffold_4.0G805.1, mikado.HiC_scaffold_1.0G1023.1
OG0000906	Azeb	EVM0015165.1	mikado.HiC_scaffold_1.0G1090.1, mikado.HiC_scaffold_21.0G594.1, mikado.HiC_scaffold_18.0G765.1, mikado.HiC_scaffold_8.8335562G434.1, mikado.HiC_scaffold_8.8335562G435.1, mikado.HiC_scaffold_8.8335562G1117.1
OG0000907	Azeb	EVM0004860.1, EVM0004128.1, EVM0015020.1, EVM0018336.1, EVM0020586.1	mikado.HiC_scaffold_2.0G264.1
OG0000907	Tgra	EVM0004860.1, EVM0004128.1, EVM0015020.1, EVM0018336.1, EVM0020586.1	KUTeg_009730
OG0000909	Azeb	EVM0009713.1, EVM0000695.1, EVM0017923.1, EVM0012042.1, EVM0021331.1	mikado.HiC_scaffold_5.0G1027.1, mikado.HiC_scaffold_2.0G357.1
OG0000910	Azeb	EVM0004955.1, EVM0013084.1, EVM0023590.1	mikado.HiC_scaffold_2.0G467.1
OG0000910	Tgra	EVM0004955.1	KUTeg_009438, KUTeg_010450
OG0000910	Tgra	EVM0013084.1, EVM0023590.1	KUTeg_010451
OG0000911	Azeb	EVM0010951.1	mikado.HiC_scaffold_11.0G675.1
OG0000911	Tgra	EVM0010951.1	KUTeg_012183
OG0000911	Azeb	EVM0023301.1	mikado.HiC_scaffold_13.0G883.1, mikado.HiC_scaffold_12.3160685G528.1, mikado.HiC_scaffold_2.0G510.1
OG0000912	Azeb	EVM0003163.1	mikado.HiC_scaffold_2.0G597.3, mikado.HiC_scaffold_2.0G597.2, mikado.HiC_scaffold_2.0G607.1, mikado.HiC_scaffold_2.0G597.5, mikado.HiC_scaffold_2.0G597.1
OG0000912	Tgra	EVM0003163.1	KUTeg_009894
OG0000913	Tgra	EVM0007893.1	KUTeg_000469, KUTeg_000470, KUTeg_000478, KUTeg_008837
OG0000913	Azeb	EVM0007893.1	mikado.HiC_scaffold_2.0G1084.1, mikado.HiC_scaffold_2.0G921.1
OG0000914	Azeb	EVM0006626.1, EVM0023184.1	mikado.HiC_scaffold_21.0G1175.1, mikado.HiC_scaffold_2.0G1064.1, mikado.HiC_scaffold_15.0G1582.1
OG0000914	Tgra	EVM0006626.1	KUTeg_018864
OG0000914	Tgra	EVM0023184.1	KUTeg_008059
OG0000916	Azeb	EVM0017954.1, EVM0010063.1, EVM0015531.1, EVM0013002.1	mikado.HiC_scaffold_2.0G1192.1
OG0000916	Tgra	EVM0015531.1	KUTeg_015074
OG0000916	Tgra	EVM0013002.1	KUTeg_015075
OG0000917	Azeb	EVM0005677.1	mikado.HiC_scaffold_2.0G1195.1
OG0000917	Tgra	EVM0005677.1	KUTeg_009719
OG0000918	Azeb	EVM0002389.1, EVM0004465.1	mikado.HiC_scaffold_2.0G1390.1, mikado.HiC_scaffold_3.0G740.1, mikado.HiC_scaffold_3.0G629.1, mikado.HiC_scaffold_9.0G1365.1
OG0000918	Tgra	EVM0002389.1, EVM0004465.1	KUTeg_010540
OG0000919	Azeb	EVM0009948.1	mikado.HiC_scaffold_22G1.1
OG0000919	Tgra	EVM0009948.1	KUTeg_017592, KUTeg_012088, KUTeg_012600
OG0000921	Azeb	EVM0010193.1	mikado.HiC_scaffold_3.0G136.2, mikado.HiC_scaffold_3.0G136.1
OG0000921	Tgra	EVM0010193.1	KUTeg_000277
OG0000921	Tgra	EVM0006416.1	KUTeg_000278
OG0000921	Azeb	EVM0006416.1	mikado.HiC_scaffold_3.0G135.1
OG0000922	Azeb	EVM0000109.1	mikado.HiC_scaffold_3.0G153.1, mikado.HiC_scaffold_3.0G154.1, mikado.HiC_scaffold_3.0G155.1, mikado.HiC_scaffold_3.0G156.1, mikado.HiC_scaffold_3.0G157.1
OG0000922	Tgra	EVM0000109.1	KUTeg_010802
OG0000923	Azeb	EVM0007432.1, EVM0017949.1	mikado.HiC_scaffold_3.0G199.1
OG0000923	Tgra	EVM0007432.1, EVM0017949.1	KUTeg_000071
OG0000923	Azeb	EVM0001592.1	mikado.HiC_scaffold_3.0G201.1, mikado.HiC_scaffold_12.3160685G1274.1
OG0000925	Azeb	EVM0013694.1, EVM0005347.1, EVM0022400.1, EVM0019834.1, EVM0023112.1	mikado.HiC_scaffold_3.0G273.1
OG0000925	Tgra	EVM0013694.1, EVM0005347.1, EVM0022400.1, EVM0019834.1, EVM0023112.1	KUTeg_000788
OG0000926	Azeb	EVM0005539.1	mikado.HiC_scaffold_10.0G794.1
OG0000926	Tgra	EVM0005539.1	KUTeg_010850, KUTeg_011365, KUTeg_010912
OG0000927	Azeb	EVM0014101.1	mikado.HiC_scaffold_10.0G186.1
OG0000927	Tgra	EVM0014101.1	KUTeg_008123
OG0000927	Azeb	EVM0000834.1	mikado.HiC_scaffold_3.0G279.1
OG0000927	Tgra	EVM0000834.1	KUTeg_010231, KUTeg_010321
OG0000929	Azeb	EVM0005032.1, EVM0008769.1, EVM0007482.1, EVM0002299.1	mikado.HiC_scaffold_3.0G348.1, mikado.HiC_scaffold_3.0G347.1
OG0000929	Tgra	EVM0005032.1, EVM0008769.1, EVM0007482.1, EVM0002299.1	KUTeg_008531
OG0000930	Azeb	EVM0022704.1, EVM0007406.1, EVM0017598.1, EVM0022454.1, EVM0008207.1	mikado.HiC_scaffold_3.0G394.1
OG0000930	Tgra	EVM0022704.1, EVM0007406.1, EVM0017598.1, EVM0022454.1, EVM0008207.1	KUTeg_000853
OG0000931	Azeb	EVM0013914.1	mikado.HiC_scaffold_3.0G500.2, mikado.HiC_scaffold_3.0G500.1, mikado.HiC_scaffold_3.0G500.3
OG0000931	Tgra	EVM0013914.1	KUTeg_011375, KUTeg_016349, KUTeg_011374
OG0000932	Azeb	EVM0009504.1, EVM0022502.1, EVM0019380.1, EVM0000438.1	mikado.HiC_scaffold_3.0G536.1
OG0000932	Tgra	EVM0009504.1, EVM0022502.1	KUTeg_000240
OG0000932	Tgra	EVM0019380.1, EVM0000438.1	KUTeg_000239
