Orthogroup	Species	Azeb	Orthologs
OG0000775	Tgra	mikado.HiC_scaffold_13.0G1145.1, mikado.HiC_scaffold_13.0G1143.1, mikado.HiC_scaffold_13.0G1145.2, mikado.HiC_scaffold_13.0G1162.1, mikado.HiC_scaffold_13.0G1160.1, mikado.HiC_scaffold_13.0G1161.1	KUTeg_016617
OG0000775	Sbro	mikado.HiC_scaffold_13.0G1145.1, mikado.HiC_scaffold_13.0G1143.1, mikado.HiC_scaffold_13.0G1145.2, mikado.HiC_scaffold_13.0G1162.1, mikado.HiC_scaffold_13.0G1160.1, mikado.HiC_scaffold_13.0G1161.1	EVM0007992.1
OG0000776	Sbro	mikado.HiC_scaffold_14.0G57.1, mikado.HiC_scaffold_14.0G59.1, mikado.HiC_scaffold_14.0G85.1, mikado.HiC_scaffold_14.0G87.1	EVM0019390.1, EVM0010202.1
OG0000776	Tgra	mikado.HiC_scaffold_14.0G57.1, mikado.HiC_scaffold_14.0G59.1, mikado.HiC_scaffold_14.0G85.1, mikado.HiC_scaffold_14.0G87.1	KUTeg_004679, KUTeg_009159
OG0000777	Sbro	mikado.HiC_scaffold_14.0G216.1, mikado.HiC_scaffold_14.0G217.1	EVM0015314.1
OG0000777	Sbro	mikado.HiC_scaffold_17.0G457.1, mikado.HiC_scaffold_17.0G459.1, mikado.HiC_scaffold_14.0G507.1	EVM0003457.1, EVM0015283.1
OG0000778	Tgra	mikado.HiC_scaffold_17.0G13.1	KUTeg_014617
OG0000778	Tgra	mikado.HiC_scaffold_14.0G234.1	KUTeg_012178, KUTeg_011585, KUTeg_013703, KUTeg_012187, KUTeg_013552
OG0000779	Tgra	mikado.HiC_scaffold_12.3160685G1570.1, mikado.HiC_scaffold_12.3160685G1572.1, mikado.HiC_scaffold_17.0G970.1, mikado.HiC_scaffold_17.0G971.1, mikado.HiC_scaffold_12.3160685G147.1, mikado.HiC_scaffold_14.0G304.1	KUTeg_024940
OG0000779	Sbro	mikado.HiC_scaffold_12.3160685G1570.1, mikado.HiC_scaffold_12.3160685G1572.1, mikado.HiC_scaffold_17.0G970.1, mikado.HiC_scaffold_17.0G971.1, mikado.HiC_scaffold_12.3160685G147.1, mikado.HiC_scaffold_14.0G304.1	EVM0023177.1
OG0000780	Tgra	mikado.HiC_scaffold_14.0G754.1, mikado.HiC_scaffold_14.0G1072.1, mikado.HiC_scaffold_14.0G755.1	KUTeg_005239
OG0000780	Sbro	mikado.HiC_scaffold_14.0G754.1, mikado.HiC_scaffold_14.0G1072.1, mikado.HiC_scaffold_14.0G755.1	EVM0021280.1, EVM0016506.1, EVM0003170.1, EVM0013639.1
OG0000781	Tgra	mikado.HiC_scaffold_14.0G849.1, mikado.HiC_scaffold_18.0G869.1	KUTeg_002666
OG0000781	Sbro	mikado.HiC_scaffold_14.0G849.1	EVM0023966.1
OG0000781	Sbro	mikado.HiC_scaffold_18.0G869.1	EVM0022247.1, EVM0002603.1, EVM0001952.1, EVM0004372.1
OG0000782	Sbro	mikado.HiC_scaffold_14.0G854.1	EVM0010391.1, EVM0010171.1, EVM0002048.1
OG0000782	Tgra	mikado.HiC_scaffold_14.0G854.1	KUTeg_004930, KUTeg_005215, KUTeg_010469, KUTeg_010468
OG0000783	Tgra	mikado.HiC_scaffold_14.0G1225.1, mikado.HiC_scaffold_14.0G1226.1, mikado.HiC_scaffold_14.0G1231.1, mikado.HiC_scaffold_14.0G1230.1, mikado.HiC_scaffold_14.0G1228.1, mikado.HiC_scaffold_14.0G883.1, mikado.HiC_scaffold_14.0G1229.1	KUTeg_019844
OG0000784	Tgra	mikado.HiC_scaffold_14.0G939.1, mikado.HiC_scaffold_19.0G664.1, mikado.HiC_scaffold_19.0G555.1, mikado.HiC_scaffold_21.0G245.1, mikado.HiC_scaffold_14.0G940.1, mikado.HiC_scaffold_12.3160685G687.1	KUTeg_022444
OG0000784	Sbro	mikado.HiC_scaffold_14.0G939.1, mikado.HiC_scaffold_19.0G664.1, mikado.HiC_scaffold_19.0G555.1, mikado.HiC_scaffold_21.0G245.1, mikado.HiC_scaffold_14.0G940.1, mikado.HiC_scaffold_12.3160685G687.1	EVM0007333.1
OG0000785	Tgra	mikado.HiC_scaffold_14.0G969.1	KUTeg_003875, KUTeg_006604, KUTeg_022958, KUTeg_020437, KUTeg_016549, KUTeg_016555, KUTeg_012401
OG0000786	Sbro	mikado.HiC_scaffold_14.0G1062.1	EVM0019372.1
OG0000786	Tgra	mikado.HiC_scaffold_14.0G1062.1	KUTeg_005208
OG0000786	Sbro	mikado.HiC_scaffold_14.0G1061.1, mikado.HiC_scaffold_14.0G1061.2	EVM0021434.1
OG0000786	Tgra	mikado.HiC_scaffold_14.0G1061.1, mikado.HiC_scaffold_14.0G1061.2	KUTeg_005209, KUTeg_011488
OG0000787	Sbro	mikado.HiC_scaffold_14.0G1116.1, mikado.HiC_scaffold_14.0G1118.1, mikado.HiC_scaffold_18.0G832.1, mikado.HiC_scaffold_14.0G1120.1, mikado.HiC_scaffold_14.0G1115.1, mikado.HiC_scaffold_14.0G1117.1	EVM0014649.1
OG0000787	Tgra	mikado.HiC_scaffold_14.0G1116.1, mikado.HiC_scaffold_14.0G1118.1, mikado.HiC_scaffold_18.0G832.1, mikado.HiC_scaffold_14.0G1120.1, mikado.HiC_scaffold_14.0G1115.1, mikado.HiC_scaffold_14.0G1117.1	KUTeg_005447
OG0000788	Sbro	mikado.HiC_scaffold_15.0G175.1	EVM0006527.1
OG0000788	Tgra	mikado.HiC_scaffold_15.0G175.1	KUTeg_020333
OG0000788	Sbro	mikado.HiC_scaffold_15.0G172.1, mikado.HiC_scaffold_15.0G173.1, mikado.HiC_scaffold_15.0G174.1	EVM0004654.1
OG0000788	Tgra	mikado.HiC_scaffold_15.0G172.1, mikado.HiC_scaffold_15.0G173.1, mikado.HiC_scaffold_15.0G174.1	KUTeg_024431
OG0000789	Sbro	mikado.HiC_scaffold_15.0G312.1	EVM0019722.1
OG0000789	Tgra	mikado.HiC_scaffold_15.0G312.1	KUTeg_014732, KUTeg_020755
OG0000789	Sbro	mikado.HiC_scaffold_15.0G311.1	EVM0009727.1, EVM0003276.1
OG0000789	Tgra	mikado.HiC_scaffold_15.0G311.1	KUTeg_022101
OG0000790	Tgra	mikado.HiC_scaffold_15.0G629.1, mikado.HiC_scaffold_15.0G628.1, mikado.HiC_scaffold_15.0G630.1, mikado.HiC_scaffold_15.0G626.1	KUTeg_020543
OG0000790	Sbro	mikado.HiC_scaffold_15.0G629.1, mikado.HiC_scaffold_15.0G628.1, mikado.HiC_scaffold_15.0G630.1, mikado.HiC_scaffold_15.0G626.1	EVM0001797.1, EVM0009790.1, EVM0012346.1
OG0000791	Sbro	mikado.HiC_scaffold_17.0G419.1	EVM0015882.1
OG0000791	Tgra	mikado.HiC_scaffold_15.0G681.1	KUTeg_020070
OG0000791	Sbro	mikado.HiC_scaffold_15.0G681.1	EVM0010190.1
OG0000791	Sbro	mikado.HiC_scaffold_17.0G422.1	EVM0001888.1, EVM0001321.1
OG0000792	Sbro	mikado.HiC_scaffold_15.0G715.1, mikado.HiC_scaffold_288G1.1	EVM0004629.1, EVM0003731.1, EVM0001789.1, EVM0021222.1, EVM0002925.1, EVM0012650.1
OG0000793	Sbro	mikado.HiC_scaffold_15.0G895.1, mikado.HiC_scaffold_15.0G896.1, mikado.HiC_scaffold_15.0G897.1, mikado.HiC_scaffold_15.0G898.1, mikado.HiC_scaffold_15.0G901.1, mikado.HiC_scaffold_15.0G900.1	EVM0012966.1
OG0000793	Tgra	mikado.HiC_scaffold_15.0G895.1, mikado.HiC_scaffold_15.0G896.1, mikado.HiC_scaffold_15.0G897.1, mikado.HiC_scaffold_15.0G898.1, mikado.HiC_scaffold_15.0G901.1, mikado.HiC_scaffold_15.0G900.1	KUTeg_021301
OG0000794	Tgra	mikado.HiC_scaffold_15.0G1884.1, mikado.HiC_scaffold_15.0G1010.1, mikado.HiC_scaffold_17.0G266.1	KUTeg_020641
OG0000794	Sbro	mikado.HiC_scaffold_15.0G1884.1, mikado.HiC_scaffold_15.0G1010.1, mikado.HiC_scaffold_17.0G266.1	EVM0020616.1
OG0000794	Sbro	mikado.HiC_scaffold_15.0G1550.1	EVM0022023.1
OG0000794	Tgra	mikado.HiC_scaffold_15.0G1550.1	KUTeg_012784
OG0000795	Tgra	mikado.HiC_scaffold_15.0G1381.1	KUTeg_011149, KUTeg_001256
OG0000795	Sbro	mikado.HiC_scaffold_15.0G1381.1	EVM0002054.1, EVM0007157.1, EVM0015103.1, EVM0020827.1, EVM0023140.1
OG0000796	Tgra	mikado.HiC_scaffold_15.0G1629.1	KUTeg_011063
OG0000796	Tgra	mikado.HiC_scaffold_21.0G456.1, mikado.HiC_scaffold_21.0G455.1, mikado.HiC_scaffold_21.0G460.1	KUTeg_007908
OG0000796	Sbro	mikado.HiC_scaffold_21.0G456.1, mikado.HiC_scaffold_21.0G455.1, mikado.HiC_scaffold_21.0G460.1	EVM0017751.1, EVM0011729.1
OG0000797	Tgra	mikado.HiC_scaffold_15.0G1810.1, mikado.HiC_scaffold_15.0G1797.1, mikado.HiC_scaffold_15.0G1808.1, mikado.HiC_scaffold_15.0G1798.1, mikado.HiC_scaffold_15.0G1806.1, mikado.HiC_scaffold_15.0G1811.1, mikado.HiC_scaffold_15.0G1796.1	KUTeg_012758
OG0000798	Tgra	mikado.HiC_scaffold_15.0G2079.1, mikado.HiC_scaffold_15.0G2080.1	KUTeg_020635, KUTeg_020632
OG0000798	Sbro	mikado.HiC_scaffold_15.0G2079.1, mikado.HiC_scaffold_15.0G2080.1	EVM0004221.1, EVM0003745.1, EVM0023481.1, EVM0008961.1
OG0000799	Tgra	mikado.HiC_scaffold_15.0G2269.1	KUTeg_011122, KUTeg_010817, KUTeg_011123, KUTeg_011121, KUTeg_011120
OG0000799	Sbro	mikado.HiC_scaffold_15.0G2269.1	EVM0023502.1, EVM0015829.1
OG0000800	Sbro	mikado.HiC_scaffold_15.0G2310.1, mikado.HiC_scaffold_19.0G18.1, mikado.HiC_scaffold_19.0G1293.1, mikado.HiC_scaffold_19.0G1143.1, mikado.HiC_scaffold_19.0G1145.1, mikado.HiC_scaffold_15.0G2308.1, mikado.HiC_scaffold_15.0G2305.1	EVM0013622.1
OG0000801	Tgra	mikado.HiC_scaffold_12.3160685G1250.1	KUTeg_006664, KUTeg_006668
OG0000801	Sbro	mikado.HiC_scaffold_12.3160685G1250.1	EVM0012967.1, EVM0002022.1
OG0000801	Sbro	mikado.HiC_scaffold_16.0G423.1	EVM0013551.1
OG0000801	Tgra	mikado.HiC_scaffold_16.0G423.1	KUTeg_006667
OG0000802	Sbro	mikado.HiC_scaffold_16.0G586.1	EVM0015522.1
OG0000802	Tgra	mikado.HiC_scaffold_16.0G586.1	KUTeg_010201
OG0000802	Tgra	mikado.HiC_scaffold_16.0G580.1	KUTeg_007809
OG0000802	Sbro	mikado.HiC_scaffold_16.0G580.1	EVM0013854.1, EVM0004842.1, EVM0010944.1
OG0000803	Sbro	mikado.HiC_scaffold_16.0G1380.1, mikado.HiC_scaffold_16.0G1378.1, mikado.HiC_scaffold_16.0G584.1, mikado.HiC_scaffold_16.0G865.1, mikado.HiC_scaffold_16.0G1379.1, mikado.HiC_scaffold_16.0G1377.1	EVM0009064.1, EVM0018158.1
OG0000804	Tgra	mikado.HiC_scaffold_16.0G590.1	KUTeg_014307
OG0000804	Sbro	mikado.HiC_scaffold_16.0G590.1	EVM0011660.1
OG0000804	Sbro	mikado.HiC_scaffold_16.0G587.1	EVM0012667.1, EVM0014993.1
OG0000804	Sbro	mikado.HiC_scaffold_16.0G588.1	EVM0002355.1
OG0000805	Sbro	mikado.HiC_scaffold_16.0G869.1	EVM0004884.1
OG0000805	Tgra	mikado.HiC_scaffold_16.0G869.1	KUTeg_013657, KUTeg_014234
OG0000805	Sbro	mikado.HiC_scaffold_16.0G852.1	EVM0011019.1
OG0000805	Tgra	mikado.HiC_scaffold_16.0G852.1	KUTeg_013164, KUTeg_013742
OG0000806	Tgra	mikado.HiC_scaffold_16.0G1266.1, mikado.HiC_scaffold_16.0G1557.1, mikado.HiC_scaffold_16.0G1558.1, mikado.HiC_scaffold_16.0G1685.1, mikado.HiC_scaffold_16.0G1305.1, mikado.HiC_scaffold_16.0G1304.1	KUTeg_013463
OG0000806	Sbro	mikado.HiC_scaffold_16.0G1266.1, mikado.HiC_scaffold_16.0G1557.1, mikado.HiC_scaffold_16.0G1558.1, mikado.HiC_scaffold_16.0G1685.1, mikado.HiC_scaffold_16.0G1305.1, mikado.HiC_scaffold_16.0G1304.1	EVM0012164.1
OG0000807	Tgra	mikado.HiC_scaffold_16.0G1321.1, mikado.HiC_scaffold_16.0G1323.2, mikado.HiC_scaffold_16.0G1323.1, mikado.HiC_scaffold_16.0G1322.1	KUTeg_013995, KUTeg_013439
OG0000807	Sbro	mikado.HiC_scaffold_16.0G1321.1, mikado.HiC_scaffold_16.0G1323.2, mikado.HiC_scaffold_16.0G1323.1, mikado.HiC_scaffold_16.0G1322.1	EVM0018553.1, EVM0009316.1
OG0000808	Sbro	mikado.HiC_scaffold_16.0G1344.1	EVM0009902.1, EVM0001391.1
OG0000808	Tgra	mikado.HiC_scaffold_16.0G1344.1	KUTeg_014254, KUTeg_014252, KUTeg_013679, KUTeg_014247, KUTeg_014250
OG0000809	Sbro	mikado.HiC_scaffold_16.0G1574.1	EVM0016997.1, EVM0020251.1
OG0000809	Tgra	mikado.HiC_scaffold_16.0G1574.1	KUTeg_013445, KUTeg_013825, KUTeg_014210, KUTeg_014337, KUTeg_024125
OG0000810	Tgra	mikado.HiC_scaffold_17.0G81.1, mikado.HiC_scaffold_17.0G122.1, mikado.HiC_scaffold_17.0G80.1, mikado.HiC_scaffold_17.0G77.1, mikado.HiC_scaffold_17.0G972.1	KUTeg_010246
OG0000810	Sbro	mikado.HiC_scaffold_17.0G81.1, mikado.HiC_scaffold_17.0G122.1, mikado.HiC_scaffold_17.0G80.1, mikado.HiC_scaffold_17.0G77.1, mikado.HiC_scaffold_17.0G972.1	EVM0017246.1, EVM0003333.1
OG0000811	Sbro	mikado.HiC_scaffold_17.0G452.1	EVM0019085.1
OG0000811	Tgra	mikado.HiC_scaffold_17.0G235.1, mikado.HiC_scaffold_17.0G234.1	KUTeg_008528
OG0000811	Sbro	mikado.HiC_scaffold_17.0G235.1, mikado.HiC_scaffold_17.0G234.1	EVM0019789.1, EVM0015900.1, EVM0009423.1
OG0000812	Tgra	mikado.HiC_scaffold_17.0G447.1, mikado.HiC_scaffold_17.0G448.1, mikado.HiC_scaffold_19.0G25.1, mikado.HiC_scaffold_17.0G510.1, mikado.HiC_scaffold_17.0G332.1, mikado.HiC_scaffold_17.0G333.1	KUTeg_008178
OG0000812	Sbro	mikado.HiC_scaffold_17.0G447.1, mikado.HiC_scaffold_17.0G448.1, mikado.HiC_scaffold_19.0G25.1, mikado.HiC_scaffold_17.0G510.1, mikado.HiC_scaffold_17.0G332.1, mikado.HiC_scaffold_17.0G333.1	EVM0008995.1
OG0000813	Tgra	mikado.HiC_scaffold_17.0G404.1, mikado.HiC_scaffold_17.0G402.1, mikado.HiC_scaffold_17.0G410.1, mikado.HiC_scaffold_17.0G403.1, mikado.HiC_scaffold_17.0G407.1, mikado.HiC_scaffold_17.0G409.1, mikado.HiC_scaffold_8.8335562G565.1	KUTeg_007405
OG0000814	Tgra	mikado.HiC_scaffold_17.0G490.1, mikado.HiC_scaffold_17.0G491.1	KUTeg_008449, KUTeg_008448
OG0000814	Sbro	mikado.HiC_scaffold_17.0G490.1, mikado.HiC_scaffold_17.0G491.1	EVM0008206.1, EVM0021782.1, EVM0011022.1, EVM0013415.1
OG0000815	Sbro	mikado.HiC_scaffold_17.0G609.1, mikado.HiC_scaffold_17.0G496.1	EVM0006065.1, EVM0011350.1
OG0000815	Tgra	mikado.HiC_scaffold_17.0G609.1, mikado.HiC_scaffold_17.0G496.1	KUTeg_004753, KUTeg_008919, KUTeg_008925, KUTeg_008614
OG0000816	Tgra	mikado.HiC_scaffold_18.0G189.1	KUTeg_011556
OG0000816	Sbro	mikado.HiC_scaffold_18.0G189.1	EVM0021048.1, EVM0011466.1, EVM0015566.1, EVM0010912.1, EVM0019341.1, EVM0019097.1
OG0000817	Tgra	mikado.HiC_scaffold_18.0G301.1	KUTeg_019149, KUTeg_019150
OG0000817	Sbro	mikado.HiC_scaffold_18.0G301.1	EVM0006972.1, EVM0012753.1, EVM0004908.1, EVM0020656.1, EVM0009643.1
OG0000818	Tgra	mikado.HiC_scaffold_18.0G374.1	KUTeg_023948, KUTeg_007026
OG0000818	Sbro	mikado.HiC_scaffold_18.0G374.1	EVM0005504.1, EVM0006627.1, EVM0011263.1, EVM0007110.1, EVM0015408.1
OG0000819	Tgra	mikado.HiC_scaffold_18.0G452.1, mikado.HiC_scaffold_18.0G451.1	KUTeg_019999
OG0000819	Sbro	mikado.HiC_scaffold_18.0G452.1	EVM0015776.1, EVM0006293.1
OG0000819	Sbro	mikado.HiC_scaffold_18.0G451.1	EVM0019200.1, EVM0003800.1, EVM0010406.1
OG0000820	Sbro	mikado.HiC_scaffold_18.0G586.1	EVM0021906.1
OG0000820	Sbro	mikado.HiC_scaffold_18.0G587.1	EVM0014300.1
OG0000820	Tgra	mikado.HiC_scaffold_18.0G587.1	KUTeg_014882, KUTeg_006242
OG0000821	Tgra	mikado.HiC_scaffold_18.0G1064.1	KUTeg_001866
OG0000821	Sbro	mikado.HiC_scaffold_18.0G1064.1	EVM0020160.1, EVM0011851.1, EVM0007345.1, EVM0008498.1, EVM0000544.1, EVM0012787.1
OG0000822	Tgra	mikado.HiC_scaffold_12.3160685G282.1	KUTeg_019866, KUTeg_019533
OG0000822	Tgra	mikado.HiC_scaffold_18.0G1091.1, mikado.HiC_scaffold_12.3160685G283.1	KUTeg_019526
OG0000822	Sbro	mikado.HiC_scaffold_18.0G1091.1	EVM0009704.1
OG0000822	Sbro	mikado.HiC_scaffold_12.3160685G283.1	EVM0008441.1
OG0000823	Sbro	mikado.HiC_scaffold_18.0G1102.1	EVM0000166.1, EVM0015911.1
OG0000823	Tgra	mikado.HiC_scaffold_18.0G1102.1	KUTeg_019476, KUTeg_023110, KUTeg_011891, KUTeg_012717, KUTeg_009062
OG0000824	Tgra	mikado.HiC_scaffold_18.0G1167.1	KUTeg_008743, KUTeg_017432, KUTeg_017433, KUTeg_017880, KUTeg_017441
OG0000824	Sbro	mikado.HiC_scaffold_18.0G1167.1	EVM0019679.1, EVM0002360.1
OG0000825	Sbro	mikado.HiC_scaffold_19.0G86.1	EVM0019061.1, EVM0009793.1
OG0000825	Sbro	mikado.HiC_scaffold_8.8335562G678.1	EVM0004849.1
OG0000826	Tgra	mikado.HiC_scaffold_19.0G357.1	KUTeg_006982, KUTeg_006983, KUTeg_021708, KUTeg_021705
OG0000826	Sbro	mikado.HiC_scaffold_19.0G357.1	EVM0012740.1, EVM0005807.1, EVM0013591.1
OG0000827	Sbro	mikado.HiC_scaffold_19.0G411.1, mikado.HiC_scaffold_19.0G411.2, mikado.HiC_scaffold_12.3160685G174.1	EVM0010093.1
OG0000827	Tgra	mikado.HiC_scaffold_19.0G411.1, mikado.HiC_scaffold_19.0G411.2, mikado.HiC_scaffold_12.3160685G174.1	KUTeg_007434
OG0000827	Sbro	mikado.HiC_scaffold_12.3160685G1557.1	EVM0018521.1
OG0000827	Tgra	mikado.HiC_scaffold_12.3160685G1557.1	KUTeg_007573
OG0000828	Tgra	mikado.HiC_scaffold_19.0G497.1, mikado.HiC_scaffold_19.0G498.1	KUTeg_021981
OG0000828	Sbro	mikado.HiC_scaffold_19.0G497.1, mikado.HiC_scaffold_19.0G498.1	EVM0023468.1, EVM0016348.1, EVM0013083.1, EVM0010168.1, EVM0007261.1
OG0000829	Tgra	mikado.HiC_scaffold_19.0G854.1, mikado.HiC_scaffold_19.0G857.1	KUTeg_021401
OG0000829	Sbro	mikado.HiC_scaffold_19.0G854.1, mikado.HiC_scaffold_19.0G857.1	EVM0017518.1
OG0000829	Tgra	mikado.HiC_scaffold_19.0G855.1	KUTeg_021400
OG0000829	Tgra	mikado.HiC_scaffold_19.0G860.1	KUTeg_021397
OG0000830	Sbro	mikado.HiC_scaffold_19.0G1049.1	EVM0009182.1
OG0000830	Sbro	mikado.HiC_scaffold_19.0G1046.1, mikado.HiC_scaffold_19.0G1045.1	EVM0003902.1, EVM0018621.1
OG0000830	Tgra	mikado.HiC_scaffold_19.0G1046.1, mikado.HiC_scaffold_19.0G1045.1	KUTeg_021754, KUTeg_021752
OG0000831	Sbro	mikado.HiC_scaffold_19.0G1105.1, mikado.HiC_scaffold_19.0G1118.1, mikado.HiC_scaffold_19.0G1115.1, mikado.HiC_scaffold_19.0G1117.1, mikado.HiC_scaffold_19.0G1107.1, mikado.HiC_scaffold_19.0G1114.1, mikado.HiC_scaffold_19.0G1116.1	EVM0006649.1
OG0000832	Tgra	mikado.HiC_scaffold_19.0G1321.1	KUTeg_021985
OG0000832	Sbro	mikado.HiC_scaffold_19.0G1321.1	EVM0004508.1, EVM0012262.1
OG0000832	Tgra	mikado.HiC_scaffold_19.0G1322.1	KUTeg_018745
OG0000832	Sbro	mikado.HiC_scaffold_19.0G1322.1	EVM0005655.1, EVM0016139.1
OG0000833	Sbro	mikado.HiC_scaffold_19.0G1478.1	EVM0008583.1
OG0000833	Tgra	mikado.HiC_scaffold_19.0G1478.1	KUTeg_021618
OG0000833	Tgra	mikado.HiC_scaffold_19.0G1481.1, mikado.HiC_scaffold_8.8335562G20.1, mikado.HiC_scaffold_8.8335562G18.1	KUTeg_022066
OG0000833	Sbro	mikado.HiC_scaffold_19.0G1481.1, mikado.HiC_scaffold_8.8335562G20.1, mikado.HiC_scaffold_8.8335562G18.1	EVM0020108.1
OG0000834	Sbro	mikado.HiC_scaffold_21.0G220.1	EVM0009195.1, EVM0007593.1, EVM0022569.1, EVM0007630.1, EVM0020693.1, EVM0011481.1, EVM0022172.1
OG0000835	Sbro	mikado.HiC_scaffold_21.0G444.1	EVM0020940.1
OG0000835	Tgra	mikado.HiC_scaffold_21.0G444.1	KUTeg_011819, KUTeg_015044, KUTeg_015696, KUTeg_024260, KUTeg_024968, KUTeg_009053
OG0000836	Sbro	mikado.HiC_scaffold_21.0G541.1	EVM0015689.1, EVM0003354.1, EVM0012029.1, EVM0016423.1, EVM0006879.1, EVM0005946.1, EVM0004736.1
OG0000837	Sbro	mikado.HiC_scaffold_21.0G608.1	EVM0018867.1
OG0000837	Tgra	mikado.HiC_scaffold_21.0G608.1	KUTeg_002091
OG0000837	Sbro	mikado.HiC_scaffold_21.0G606.1	EVM0016400.1
OG0000837	Tgra	mikado.HiC_scaffold_21.0G606.1	KUTeg_002086, KUTeg_002089
OG0000838	Tgra	mikado.HiC_scaffold_8.8335562G280.1, mikado.HiC_scaffold_8.8335562G281.1, mikado.HiC_scaffold_21.0G1248.1	KUTeg_004661, KUTeg_022668
OG0000838	Sbro	mikado.HiC_scaffold_8.8335562G280.1, mikado.HiC_scaffold_8.8335562G281.1, mikado.HiC_scaffold_21.0G1248.1	EVM0020306.1, EVM0002460.1, EVM0001666.1
OG0000839	Tgra	mikado.HiC_scaffold_1412G1.1, mikado.HiC_scaffold_1412G2.1	KUTeg_004244, KUTeg_012901, KUTeg_013775, KUTeg_012902
OG0000839	Sbro	mikado.HiC_scaffold_1412G1.1, mikado.HiC_scaffold_1412G2.1	EVM0018735.1, EVM0009848.1
OG0000840	Tgra	mikado.HiC_scaffold_8.8335562G197.1	KUTeg_023131, KUTeg_006709, KUTeg_013160, KUTeg_020740, KUTeg_024121, KUTeg_005769, KUTeg_022282
OG0000841	Tgra	mikado.HiC_scaffold_8.8335562G228.1	KUTeg_004670, KUTeg_023568, KUTeg_023838, KUTeg_023793
OG0000841	Sbro	mikado.HiC_scaffold_8.8335562G228.1	EVM0008413.1, EVM0015897.1, EVM0011569.1
OG0000842	Tgra	mikado.HiC_scaffold_8.8335562G357.1	KUTeg_023402, KUTeg_008803
OG0000842	Sbro	mikado.HiC_scaffold_8.8335562G357.1	EVM0000778.1, EVM0015018.1, EVM0020705.1, EVM0007879.1, EVM0020211.1
OG0000843	Tgra	mikado.HiC_scaffold_8.8335562G506.1	KUTeg_022637
OG0000843	Sbro	mikado.HiC_scaffold_8.8335562G506.1	EVM0009133.1
OG0000843	Sbro	mikado.HiC_scaffold_8.8335562G505.1	EVM0002432.1
OG0000843	Tgra	mikado.HiC_scaffold_8.8335562G505.1	KUTeg_022641, KUTeg_022687
OG0000844	Tgra	mikado.HiC_scaffold_8.8335562G1155.1, mikado.HiC_scaffold_8.8335562G1126.1, mikado.HiC_scaffold_8.8335562G1127.1, mikado.HiC_scaffold_8.8335562G854.1	KUTeg_023858, KUTeg_023070, KUTeg_023067
OG0000844	Sbro	mikado.HiC_scaffold_8.8335562G1155.1, mikado.HiC_scaffold_8.8335562G1126.1, mikado.HiC_scaffold_8.8335562G1127.1, mikado.HiC_scaffold_8.8335562G854.1	EVM0013788.1
OG0000845	Sbro	mikado.HiC_scaffold_12.3160685G378.1	EVM0003856.1
OG0000845	Tgra	mikado.HiC_scaffold_12.3160685G378.1	KUTeg_007814, KUTeg_007168, KUTeg_021662, KUTeg_007876, KUTeg_001257, KUTeg_011841
OG0000846	Sbro	mikado.HiC_scaffold_12.3160685G650.1	EVM0002249.1, EVM0021884.1
OG0000846	Tgra	mikado.HiC_scaffold_12.3160685G650.1	KUTeg_006712
OG0000846	Sbro	mikado.HiC_scaffold_12.3160685G947.1, mikado.HiC_scaffold_12.3160685G949.1	EVM0007766.1
OG0000846	Tgra	mikado.HiC_scaffold_12.3160685G947.1, mikado.HiC_scaffold_12.3160685G949.1	KUTeg_007685
OG0000847	Tgra	mikado.HiC_scaffold_12.3160685G860.1, mikado.HiC_scaffold_12.3160685G859.1	KUTeg_008007
OG0000847	Sbro	mikado.HiC_scaffold_12.3160685G860.1, mikado.HiC_scaffold_12.3160685G859.1	EVM0014997.1, EVM0019863.1, EVM0002211.1, EVM0012805.1, EVM0009225.1
OG0000848	Tgra	mikado.HiC_scaffold_12.3160685G920.1	KUTeg_008020
OG0000848	Sbro	mikado.HiC_scaffold_12.3160685G920.1	EVM0012367.1, EVM0015905.1
OG0000848	Tgra	mikado.HiC_scaffold_12.3160685G919.1	KUTeg_007258
OG0000848	Sbro	mikado.HiC_scaffold_12.3160685G919.1	EVM0023697.1
OG0000849	Sbro	mikado.HiC_scaffold_12.3160685G1298.1	EVM0014565.1, EVM0013418.1, EVM0008661.1, EVM0018102.1, EVM0009394.1, EVM0020698.1, EVM0018213.1
OG0000850	Sbro	mikado.HiC_scaffold_12.3160685G1541.1, mikado.HiC_scaffold_12.3160685G1450.1, mikado.HiC_scaffold_12.3160685G1544.1, mikado.HiC_scaffold_12.3160685G1450.2	EVM0020911.1, EVM0014846.1
OG0000850	Tgra	mikado.HiC_scaffold_12.3160685G1541.1, mikado.HiC_scaffold_12.3160685G1450.1, mikado.HiC_scaffold_12.3160685G1544.1, mikado.HiC_scaffold_12.3160685G1450.2	KUTeg_022004, KUTeg_022007
OG0000880	Tgra	mikado.HiC_scaffold_1.0G377.1, Azeb-opnGx15	Tgra-opnGx3, KUTeg_006353
OG0000880	Sbro	mikado.HiC_scaffold_1.0G377.1, Azeb-opnGx15	Sbro-opnGx7, Sbro-opnGx6, Sbro-opnGx3
OG0000881	Tgra	mikado.HiC_scaffold_15.0G1143.1, mikado.HiC_scaffold_15.0G1142.1, mikado.HiC_scaffold_15.0G692.1, mikado.HiC_scaffold_15.0G693.1, mikado.HiC_scaffold_1.0G5.1	KUTeg_017827
