Orthogroup	Sbro	Azeb
OG0002737	EVM0022770.1, EVM0020552.1, EVM0013930.1	mikado.HiC_scaffold_19.0G201.1
OG0002738	EVM0016010.1, EVM0011076.1, EVM0014389.1	mikado.HiC_scaffold_19.0G202.1
OG0002739	EVM0016800.1, EVM0018130.1	mikado.HiC_scaffold_19.0G228.1
OG0002740	EVM0013693.1	mikado.HiC_scaffold_19.0G237.1, mikado.HiC_scaffold_19.0G235.1
OG0002741	EVM0006794.1, EVM0002727.1	mikado.HiC_scaffold_12.3160685G55.1, mikado.HiC_scaffold_19.0G238.1
OG0002742	EVM0016693.1, EVM0022966.1	mikado.HiC_scaffold_19.0G253.1
OG0002743	EVM0019146.1, EVM0020173.1	mikado.HiC_scaffold_19.0G285.1
OG0002744	EVM0004760.1	mikado.HiC_scaffold_19.0G296.2, mikado.HiC_scaffold_19.0G296.1
OG0002745	EVM0006758.1	mikado.HiC_scaffold_19.0G303.1, mikado.HiC_scaffold_19.0G303.2
OG0002746	EVM0009589.1	mikado.HiC_scaffold_19.0G318.1
OG0002746	EVM0009076.1	mikado.HiC_scaffold_19.0G319.1
OG0002747	EVM0019994.1	mikado.HiC_scaffold_19.0G324.1, mikado.HiC_scaffold_19.0G333.1
OG0002748	EVM0005266.1	mikado.HiC_scaffold_19.0G339.1
OG0002749	EVM0018432.1	mikado.HiC_scaffold_19.0G349.1, mikado.HiC_scaffold_19.0G348.1, mikado.HiC_scaffold_19.0G350.1
OG0002750	EVM0002308.1	mikado.HiC_scaffold_19.0G1468.1, mikado.HiC_scaffold_19.0G1467.1, mikado.HiC_scaffold_19.0G380.1, mikado.HiC_scaffold_19.0G394.1
OG0002751	EVM0020623.1	mikado.HiC_scaffold_19.0G392.1
OG0002752	EVM0023715.3	mikado.HiC_scaffold_19.0G424.1
OG0002753	EVM0007931.1, EVM0003566.1	mikado.HiC_scaffold_19.0G468.1, mikado.HiC_scaffold_19.0G1243.1, mikado.HiC_scaffold_19.0G472.1
OG0002754	EVM0011678.1	mikado.HiC_scaffold_19.0G483.1
OG0002754	EVM0017771.1	mikado.HiC_scaffold_19.0G485.1
OG0002755	EVM0012448.1	mikado.HiC_scaffold_19.0G566.1, mikado.HiC_scaffold_19.0G576.1, mikado.HiC_scaffold_19.0G565.1
OG0002756	EVM0003625.1, EVM0007720.1	mikado.HiC_scaffold_19.0G597.1
OG0002757	EVM0007472.1, EVM0013349.1	mikado.HiC_scaffold_19.0G628.1, mikado.HiC_scaffold_19.0G626.1, mikado.HiC_scaffold_21.0G186.1
OG0002758	EVM0019000.1	mikado.HiC_scaffold_19.0G633.1, mikado.HiC_scaffold_19.0G636.1, mikado.HiC_scaffold_19.0G634.1
OG0002759	EVM0005739.1, EVM0005616.1	mikado.HiC_scaffold_19.0G708.1, mikado.HiC_scaffold_19.0G705.1
OG0002761	EVM0019653.1, EVM0011278.1, EVM0009214.1	mikado.HiC_scaffold_21.0G1134.1, mikado.HiC_scaffold_19.0G788.1
OG0002762	EVM0020202.1, EVM0003069.1, EVM0009269.1, EVM0023218.1	mikado.HiC_scaffold_19.0G803.1
OG0002764	EVM0011733.1	mikado.HiC_scaffold_19.0G1193.1, mikado.HiC_scaffold_19.0G812.1, mikado.HiC_scaffold_19.0G1219.1
OG0002765	EVM0018421.1, EVM0011556.1, EVM0012986.1	mikado.HiC_scaffold_19.0G814.1
OG0002766	EVM0018111.1	mikado.HiC_scaffold_19.0G819.1
OG0002767	EVM0000249.1	mikado.HiC_scaffold_19.0G909.1, mikado.HiC_scaffold_19.0G908.1
OG0002768	EVM0018291.1, EVM0011115.1	mikado.HiC_scaffold_19.0G922.1, mikado.HiC_scaffold_19.0G923.1
OG0002769	EVM0010310.1, EVM0015605.1	mikado.HiC_scaffold_19.0G947.1
OG0002770	EVM0001269.1, EVM0019017.1, EVM0020243.1, EVM0000548.1	mikado.HiC_scaffold_19.0G972.1
OG0002771	EVM0023665.1	mikado.HiC_scaffold_19.0G980.1, mikado.HiC_scaffold_19.0G983.1
OG0002772	EVM0013698.1	mikado.HiC_scaffold_19.0G981.1
OG0002774	EVM0019277.1	mikado.HiC_scaffold_19.0G1030.3, mikado.HiC_scaffold_19.0G1030.1
OG0002775	EVM0012617.1, EVM0000027.1	mikado.HiC_scaffold_19.0G1079.1
OG0002776	EVM0019449.1, EVM0009287.1	mikado.HiC_scaffold_19.0G1089.1, mikado.HiC_scaffold_19.0G1090.1
OG0002777	EVM0016578.1	mikado.HiC_scaffold_19.0G1092.1, mikado.HiC_scaffold_19.0G1091.1
OG0002778	EVM0001192.1, EVM0012100.1	mikado.HiC_scaffold_19.0G1111.1
OG0002779	EVM0014918.1, EVM0015527.1	mikado.HiC_scaffold_19.0G1127.1, mikado.HiC_scaffold_19.0G1130.1
OG0002781	EVM0016746.1, EVM0014966.1, EVM0006776.1	mikado.HiC_scaffold_19.0G1140.1
OG0002782	EVM0000052.1, EVM0019673.1, EVM0009280.1, EVM0021164.1	mikado.HiC_scaffold_19.0G1157.1
OG0002783	EVM0007249.1	mikado.HiC_scaffold_19.0G1176.1, mikado.HiC_scaffold_12.3160685G710.1, mikado.HiC_scaffold_12.3160685G520.1
OG0002784	EVM0007627.1	mikado.HiC_scaffold_19.0G1195.1, mikado.HiC_scaffold_19.0G1191.1
OG0002785	EVM0018176.1	mikado.HiC_scaffold_19.0G1250.2, mikado.HiC_scaffold_19.0G1250.1, mikado.HiC_scaffold_19.0G1251.1
OG0002786	EVM0021469.1	mikado.HiC_scaffold_19.0G1309.2, mikado.HiC_scaffold_19.0G1309.1, mikado.HiC_scaffold_19.0G1308.1
OG0002787	EVM0007776.1, EVM0018383.1	mikado.HiC_scaffold_19.0G1316.1, mikado.HiC_scaffold_19.0G1316.2
OG0002788	EVM0020903.1, EVM0003389.1	mikado.HiC_scaffold_19.0G1318.1
OG0002789	EVM0015763.1, EVM0022360.1, EVM0010205.1	mikado.HiC_scaffold_19.0G1320.1
OG0002790	EVM0005809.1, EVM0006056.1	mikado.HiC_scaffold_19.0G1339.1
OG0002791	EVM0009692.1, EVM0011867.1, EVM0007374.1, EVM0001448.1	mikado.HiC_scaffold_19.0G1347.1
OG0002792	EVM0023433.1	mikado.HiC_scaffold_19.0G1408.1, mikado.HiC_scaffold_19.0G1407.1
OG0002793	EVM0005711.1, EVM0018673.1	mikado.HiC_scaffold_19.0G1463.1
OG0002795	EVM0003187.1	mikado.HiC_scaffold_21.0G64.1, mikado.HiC_scaffold_21.0G64.3, mikado.HiC_scaffold_21.0G64.2
OG0002796	EVM0017300.1	mikado.HiC_scaffold_21.0G515.1, mikado.HiC_scaffold_21.0G100.1
OG0002797	EVM0009623.1	mikado.HiC_scaffold_12.3160685G1451.1, mikado.HiC_scaffold_21.0G1145.1, mikado.HiC_scaffold_12.3160685G1668.1, mikado.HiC_scaffold_21.0G139.1
OG0002798	EVM0023000.1, EVM0004261.1, EVM0023972.1, EVM0004592.1	mikado.HiC_scaffold_21.0G201.1
OG0002799	EVM0000009.1, EVM0019409.1	mikado.HiC_scaffold_21.0G216.1
OG0002800	EVM0020477.1	mikado.HiC_scaffold_21.0G307.1
OG0002800	EVM0001740.1	mikado.HiC_scaffold_21.0G1103.1
OG0002801	EVM0004735.1	mikado.HiC_scaffold_21.0G349.1, mikado.HiC_scaffold_21.0G349.5, mikado.HiC_scaffold_21.0G349.4
OG0002802	EVM0003632.1, EVM0013152.1	mikado.HiC_scaffold_21.0G361.1
OG0002803	EVM0023857.1, EVM0016957.1, EVM0015106.1	mikado.HiC_scaffold_21.0G411.1
OG0002804	EVM0019486.1	mikado.HiC_scaffold_21.0G423.1
OG0002805	EVM0005450.1	mikado.HiC_scaffold_21.0G430.2, mikado.HiC_scaffold_21.0G430.1, mikado.HiC_scaffold_21.0G430.3
OG0002806	EVM0007250.1	mikado.HiC_scaffold_21.0G436.2, mikado.HiC_scaffold_21.0G436.1, mikado.HiC_scaffold_21.0G436.3
OG0002807	EVM0010359.1, EVM0017192.1	mikado.HiC_scaffold_21.0G499.1
OG0002808	EVM0002854.1, EVM0002763.1	mikado.HiC_scaffold_21.0G543.1, mikado.HiC_scaffold_21.0G542.1
OG0002809	EVM0008398.1, EVM0021529.1, EVM0023467.1	mikado.HiC_scaffold_21.0G605.1
OG0002810	EVM0006180.1	mikado.HiC_scaffold_21.0G769.1
OG0002811	EVM0012219.1	mikado.HiC_scaffold_21.0G819.1, mikado.HiC_scaffold_21.0G818.1, mikado.HiC_scaffold_21.0G817.1
OG0002812	EVM0009282.1, EVM0020162.1	mikado.HiC_scaffold_21.0G953.1
OG0002813	EVM0020938.1	mikado.HiC_scaffold_21.0G957.1, mikado.HiC_scaffold_21.0G959.1
OG0002814	EVM0021094.1, EVM0005583.1	mikado.HiC_scaffold_21.0G998.1
OG0002815	EVM0021594.1, EVM0017032.1, EVM0016917.1	mikado.HiC_scaffold_21.0G1005.1, mikado.HiC_scaffold_21.0G1006.1
OG0002816	EVM0016637.1	mikado.HiC_scaffold_21.0G1039.1, mikado.HiC_scaffold_21.0G1037.1, mikado.HiC_scaffold_21.0G1036.1
OG0002818	EVM0006620.1	mikado.HiC_scaffold_21.0G1072.1, mikado.HiC_scaffold_21.0G1073.1
OG0002819	EVM0020244.1	mikado.HiC_scaffold_21.0G1074.1
OG0002820	EVM0002601.1, EVM0018518.1	mikado.HiC_scaffold_21.0G1137.1, mikado.HiC_scaffold_21.0G1137.2
OG0002821	EVM0005295.1, EVM0013761.1, EVM0005985.1	mikado.HiC_scaffold_21.0G1141.1
OG0002822	EVM0001350.1	mikado.HiC_scaffold_21.0G1146.1
OG0002823	EVM0011870.1	mikado.HiC_scaffold_21.0G1168.1, mikado.HiC_scaffold_21.0G1167.2, mikado.HiC_scaffold_21.0G1167.1
OG0002824	EVM0014477.1	mikado.HiC_scaffold_21.0G1196.1, mikado.HiC_scaffold_21.0G1188.1, mikado.HiC_scaffold_21.0G1197.1
OG0002825	EVM0020891.1, EVM0013778.1	mikado.HiC_scaffold_12.3160685G889.1, mikado.HiC_scaffold_21.0G1286.1
OG0002827	EVM0013322.1	mikado.HiC_scaffold_317G1.1, mikado.HiC_scaffold_331G2.2, mikado.HiC_scaffold_331G2.1
OG0002828	EVM0008152.1	mikado.HiC_scaffold_428G1.1, mikado.HiC_scaffold_12.3160685G1312.1, mikado.HiC_scaffold_12.3160685G1314.1
OG0002829	EVM0018746.1	mikado.HiC_scaffold_8.8335562G37.1, mikado.HiC_scaffold_8.8335562G39.1, mikado.HiC_scaffold_8.8335562G35.1
OG0002830	EVM0017813.1, EVM0005559.1, EVM0016192.1	mikado.HiC_scaffold_8.8335562G63.1
OG0002831	EVM0001685.1, EVM0012064.1	mikado.HiC_scaffold_8.8335562G108.1
OG0002832	EVM0021140.1	mikado.HiC_scaffold_8.8335562G134.1, mikado.HiC_scaffold_8.8335562G134.2
OG0002833	EVM0016617.1	mikado.HiC_scaffold_8.8335562G193.1, mikado.HiC_scaffold_8.8335562G193.3, mikado.HiC_scaffold_8.8335562G193.2
OG0002834	EVM0023846.1	mikado.HiC_scaffold_8.8335562G220.1, mikado.HiC_scaffold_8.8335562G220.3, mikado.HiC_scaffold_8.8335562G220.2
OG0002835	EVM0013923.1, EVM0008445.1, EVM0015386.1	mikado.HiC_scaffold_8.8335562G277.1
OG0002836	EVM0018407.1	mikado.HiC_scaffold_8.8335562G302.1
OG0002837	EVM0010726.1	mikado.HiC_scaffold_8.8335562G346.3, mikado.HiC_scaffold_8.8335562G346.1, mikado.HiC_scaffold_8.8335562G346.2
OG0002838	EVM0009210.1, EVM0011884.1, EVM0008504.1	mikado.HiC_scaffold_8.8335562G359.1
OG0002839	EVM0005799.1	mikado.HiC_scaffold_8.8335562G401.1
OG0002840	EVM0001526.1, EVM0018288.1	mikado.HiC_scaffold_8.8335562G423.1
OG0002841	EVM0002406.1	mikado.HiC_scaffold_8.8335562G436.1, mikado.HiC_scaffold_8.8335562G1084.1
OG0002843	EVM0007289.1	mikado.HiC_scaffold_8.8335562G453.1, mikado.HiC_scaffold_8.8335562G453.2
OG0002844	EVM0020083.1, EVM0001941.1	mikado.HiC_scaffold_8.8335562G468.1
OG0002845	EVM0005707.1, EVM0022742.1	mikado.HiC_scaffold_8.8335562G512.1
OG0002846	EVM0003810.1	mikado.HiC_scaffold_8.8335562G518.1
OG0002847	EVM0023349.1, EVM0023606.1	mikado.HiC_scaffold_8.8335562G531.1, mikado.HiC_scaffold_8.8335562G530.1
OG0002848	EVM0022930.1	mikado.HiC_scaffold_8.8335562G538.1, mikado.HiC_scaffold_8.8335562G538.2
OG0002849	EVM0013214.1	mikado.HiC_scaffold_8.8335562G577.1
OG0002850	EVM0021832.1	mikado.HiC_scaffold_8.8335562G599.1, mikado.HiC_scaffold_8.8335562G599.3
OG0002851	EVM0016930.1, EVM0009375.1	mikado.HiC_scaffold_8.8335562G607.1
OG0002852	EVM0010505.1	mikado.HiC_scaffold_8.8335562G616.1, mikado.HiC_scaffold_8.8335562G618.1, mikado.HiC_scaffold_8.8335562G617.1, mikado.HiC_scaffold_8.8335562G620.1
OG0002853	EVM0022977.1	mikado.HiC_scaffold_8.8335562G690.1
OG0002853	EVM0024017.1	mikado.HiC_scaffold_8.8335562G688.1
OG0002854	EVM0016137.1	mikado.HiC_scaffold_8.8335562G728.1, mikado.HiC_scaffold_8.8335562G728.2, mikado.HiC_scaffold_8.8335562G722.1
OG0002855	EVM0009915.1	mikado.HiC_scaffold_8.8335562G839.1
OG0002856	EVM0013240.1, EVM0005555.1, EVM0003173.1	mikado.HiC_scaffold_8.8335562G845.1
OG0002857	EVM0003533.1, EVM0015277.1	mikado.HiC_scaffold_8.8335562G881.1
OG0002858	EVM0005957.1, EVM0001948.1, EVM0010070.1	mikado.HiC_scaffold_8.8335562G888.1
OG0002859	EVM0009670.1	mikado.HiC_scaffold_8.8335562G915.1, mikado.HiC_scaffold_8.8335562G914.1
OG0002860	EVM0003248.1, EVM0014763.1	mikado.HiC_scaffold_8.8335562G933.1
OG0002861	EVM0017057.1	mikado.HiC_scaffold_8.8335562G953.1
OG0002862	EVM0013056.1	mikado.HiC_scaffold_8.8335562G961.1
OG0002863	EVM0006094.1	mikado.HiC_scaffold_8.8335562G963.1
OG0002864	EVM0016235.1, EVM0007518.1	mikado.HiC_scaffold_8.8335562G966.1
OG0002865	EVM0006325.1, EVM0015183.1, EVM0001149.1	mikado.HiC_scaffold_8.8335562G981.1
OG0002866	EVM0007103.1	mikado.HiC_scaffold_8.8335562G992.1
OG0002867	EVM0000323.1, EVM0013822.1, EVM0017630.1	mikado.HiC_scaffold_8.8335562G1007.1
OG0002868	EVM0017805.1, EVM0012943.1	mikado.HiC_scaffold_8.8335562G1051.1, mikado.HiC_scaffold_8.8335562G1052.1
OG0002869	EVM0006344.1, EVM0018739.1, EVM0000986.1	mikado.HiC_scaffold_8.8335562G1107.1
OG0002871	EVM0017642.1	mikado.HiC_scaffold_8.8335562G1152.1, mikado.HiC_scaffold_8.8335562G1125.2, mikado.HiC_scaffold_8.8335562G1125.1
OG0002872	EVM0000105.1, EVM0003113.1	mikado.HiC_scaffold_8.8335562G1133.1
OG0002873	EVM0021297.1	mikado.HiC_scaffold_8.8335562G1139.1
OG0002873	EVM0013420.1	mikado.HiC_scaffold_8.8335562G1140.1
OG0002874	EVM0015641.1	mikado.HiC_scaffold_8.8335562G1169.1, mikado.HiC_scaffold_8.8335562G1167.1, mikado.HiC_scaffold_8.8335562G1166.1
OG0002875	EVM0007055.1	mikado.HiC_scaffold_8.8335562G1182.1, mikado.HiC_scaffold_8.8335562G1181.1
OG0002876	EVM0018761.1, EVM0020715.1, EVM0000231.1	mikado.HiC_scaffold_8.8335562G1184.1
OG0002878	EVM0008692.1	mikado.HiC_scaffold_12.3160685G4.1, mikado.HiC_scaffold_12.3160685G5.1
OG0002880	EVM0009049.1	mikado.HiC_scaffold_12.3160685G27.1, mikado.HiC_scaffold_12.3160685G26.1, mikado.HiC_scaffold_12.3160685G26.2
OG0002881	EVM0003087.1, EVM0012765.1	mikado.HiC_scaffold_12.3160685G71.1
OG0002883	EVM0018132.1	mikado.HiC_scaffold_12.3160685G105.1, mikado.HiC_scaffold_12.3160685G106.1
OG0002884	EVM0002428.1, EVM0018281.1	mikado.HiC_scaffold_12.3160685G117.1, mikado.HiC_scaffold_12.3160685G119.1
OG0002885	EVM0023823.1	mikado.HiC_scaffold_12.3160685G125.1
OG0002886	EVM0015613.1	mikado.HiC_scaffold_12.3160685G131.2, mikado.HiC_scaffold_12.3160685G131.1
OG0002887	EVM0000330.2	mikado.HiC_scaffold_12.3160685G134.2, mikado.HiC_scaffold_12.3160685G134.4, mikado.HiC_scaffold_12.3160685G134.1
OG0002889	EVM0019260.1	mikado.HiC_scaffold_12.3160685G152.1
OG0002890	EVM0023054.1, EVM0015425.1	mikado.HiC_scaffold_12.3160685G181.1
OG0002891	EVM0013850.1, EVM0015601.1	mikado.HiC_scaffold_12.3160685G509.1, mikado.HiC_scaffold_12.3160685G510.1, mikado.HiC_scaffold_12.3160685G193.1
OG0002892	EVM0006262.1, EVM0010756.1	mikado.HiC_scaffold_12.3160685G203.1
OG0002893	EVM0013673.1	mikado.HiC_scaffold_12.3160685G212.1, mikado.HiC_scaffold_12.3160685G213.1
OG0002894	EVM0023851.1	mikado.HiC_scaffold_12.3160685G232.1, mikado.HiC_scaffold_12.3160685G233.1
OG0002895	EVM0001503.1	mikado.HiC_scaffold_12.3160685G280.1, mikado.HiC_scaffold_12.3160685G279.1, mikado.HiC_scaffold_12.3160685G278.1
OG0002896	EVM0011242.1	mikado.HiC_scaffold_12.3160685G304.1
OG0002897	EVM0001910.1	mikado.HiC_scaffold_12.3160685G343.1, mikado.HiC_scaffold_12.3160685G344.1, mikado.HiC_scaffold_12.3160685G345.1
OG0002898	EVM0017762.1, EVM0020236.1, EVM0016334.1	mikado.HiC_scaffold_12.3160685G346.1
OG0002899	EVM0014484.1	mikado.HiC_scaffold_12.3160685G347.3, mikado.HiC_scaffold_12.3160685G347.2, mikado.HiC_scaffold_12.3160685G347.1
OG0002900	EVM0001597.1, EVM0002436.1	mikado.HiC_scaffold_12.3160685G369.1, mikado.HiC_scaffold_12.3160685G368.1
OG0002901	EVM0018477.1	mikado.HiC_scaffold_12.3160685G374.1, mikado.HiC_scaffold_12.3160685G372.1
OG0002902	EVM0003835.1	mikado.HiC_scaffold_12.3160685G420.3, mikado.HiC_scaffold_12.3160685G420.1, mikado.HiC_scaffold_12.3160685G420.2
OG0002903	EVM0004887.1	mikado.HiC_scaffold_12.3160685G426.2, mikado.HiC_scaffold_12.3160685G425.1, mikado.HiC_scaffold_12.3160685G426.1
OG0002904	EVM0011929.1	mikado.HiC_scaffold_12.3160685G682.1, mikado.HiC_scaffold_12.3160685G682.2, mikado.HiC_scaffold_12.3160685G682.4
OG0002905	EVM0018260.1	mikado.HiC_scaffold_12.3160685G698.2, mikado.HiC_scaffold_12.3160685G698.1, mikado.HiC_scaffold_12.3160685G698.4
OG0002906	EVM0016937.1	mikado.HiC_scaffold_12.3160685G805.1, mikado.HiC_scaffold_12.3160685G792.1, mikado.HiC_scaffold_12.3160685G806.1
OG0002908	EVM0007037.1	mikado.HiC_scaffold_12.3160685G926.1, mikado.HiC_scaffold_12.3160685G927.1, mikado.HiC_scaffold_12.3160685G929.1, mikado.HiC_scaffold_12.3160685G924.1
OG0002910	EVM0013900.1, EVM0002650.1, EVM0012728.1	mikado.HiC_scaffold_12.3160685G979.1
OG0002911	EVM0020180.1	mikado.HiC_scaffold_12.3160685G1017.1, mikado.HiC_scaffold_12.3160685G1016.1, mikado.HiC_scaffold_12.3160685G1016.3, mikado.HiC_scaffold_12.3160685G1661.1
OG0002912	EVM0002469.1	mikado.HiC_scaffold_12.3160685G1053.1, mikado.HiC_scaffold_12.3160685G1052.2, mikado.HiC_scaffold_12.3160685G1052.1
OG0002913	EVM0009883.1, EVM0000819.1	mikado.HiC_scaffold_12.3160685G1056.1
OG0002914	EVM0005378.1	mikado.HiC_scaffold_12.3160685G1203.1
OG0002915	EVM0014158.1, EVM0009518.1	mikado.HiC_scaffold_12.3160685G1240.1
OG0002916	EVM0016238.1	mikado.HiC_scaffold_12.3160685G1266.2, mikado.HiC_scaffold_12.3160685G1266.1
OG0002917	EVM0019008.1, EVM0005251.1	mikado.HiC_scaffold_12.3160685G1282.1, mikado.HiC_scaffold_12.3160685G1281.1
OG0002918	EVM0014878.1	mikado.HiC_scaffold_12.3160685G1284.1, mikado.HiC_scaffold_12.3160685G1287.1
OG0002919	EVM0012703.1	mikado.HiC_scaffold_12.3160685G1297.1, mikado.HiC_scaffold_12.3160685G1296.1, mikado.HiC_scaffold_12.3160685G1295.1
OG0002920	EVM0022844.1	mikado.HiC_scaffold_12.3160685G1342.1, mikado.HiC_scaffold_12.3160685G1342.2
OG0002921	EVM0023331.1	mikado.HiC_scaffold_12.3160685G1404.2, mikado.HiC_scaffold_12.3160685G1404.1
OG0002922	EVM0023240.1	mikado.HiC_scaffold_12.3160685G1431.1, mikado.HiC_scaffold_12.3160685G1431.3, mikado.HiC_scaffold_12.3160685G1431.2
OG0002923	EVM0014357.1	mikado.HiC_scaffold_12.3160685G1442.1, mikado.HiC_scaffold_12.3160685G1613.1, mikado.HiC_scaffold_12.3160685G1476.1
OG0002924	EVM0014988.1, EVM0019661.1	mikado.HiC_scaffold_12.3160685G1507.1, mikado.HiC_scaffold_12.3160685G1507.2
OG0002926	EVM0013036.1	mikado.HiC_scaffold_12.3160685G1559.1, mikado.HiC_scaffold_12.3160685G1558.1
OG0002927	EVM0001317.1, EVM0016356.2, EVM0011860.1	mikado.HiC_scaffold_12.3160685G1561.1
OG0002928	EVM0012838.1, EVM0001615.1	mikado.HiC_scaffold_12.3160685G1566.1
OG0002929	EVM0013689.1	mikado.HiC_scaffold_12.3160685G1568.1
OG0002930	EVM0007824.1, EVM0022186.1, EVM0000073.1	mikado.HiC_scaffold_12.3160685G1608.1
OG0002931	EVM0012777.1	mikado.HiC_scaffold_12.3160685G1632.1, mikado.HiC_scaffold_12.3160685G1632.2
OG0003075	EVM0000210.1, Sbro-RTC	Azeb-RTC
OG0003076	EVM0004962.1, Sbro_opsin176.t1	Azeb-opnGo3
OG0003077	EVM0012866.1, Sbro-opnGx8	Azeb-opnGx8
OG0003078	Sbro-opnGx5	Azeb-opnGx13, mikado.HiC_scaffold_11.0G392.1, Azeb-opnGx6
OG0003079	EVM0002774.1	mikado.HiC_scaffold_17.0G882.1
OG0003079	EVM0023645.1	mikado.HiC_scaffold_1.0G1.1
OG0003080	EVM0019145.1	mikado.HiC_scaffold_19.0G543.1, mikado.HiC_scaffold_1.0G8.1, mikado.HiC_scaffold_2.0G341.1
OG0003081	EVM0018662.1	mikado.HiC_scaffold_1.0G20.1, mikado.HiC_scaffold_1.0G21.1
OG0003084	EVM0020775.1, EVM0021084.1	mikado.HiC_scaffold_1.0G93.1
OG0003086	EVM0009058.1, EVM0004185.1, EVM0005932.1	mikado.HiC_scaffold_1.0G106.1
OG0003087	EVM0006466.1	mikado.HiC_scaffold_1.0G133.1
OG0003088	EVM0015706.1	mikado.HiC_scaffold_9.0G349.1, mikado.HiC_scaffold_1.0G137.1
OG0003089	EVM0016518.1	mikado.HiC_scaffold_1.0G139.1
OG0003090	EVM0008823.1, EVM0003206.1	mikado.HiC_scaffold_1.0G142.1
OG0003092	EVM0013339.1	mikado.HiC_scaffold_1.0G175.1
OG0003093	EVM0006101.1, EVM0021023.1	mikado.HiC_scaffold_1.0G747.1, mikado.HiC_scaffold_1.0G189.1
OG0003095	EVM0013587.1, EVM0004664.1	mikado.HiC_scaffold_1.0G208.1
OG0003096	EVM0005803.1	mikado.HiC_scaffold_1.0G217.1
OG0003099	EVM0003020.1	mikado.HiC_scaffold_1.0G233.1, mikado.HiC_scaffold_18.0G1024.1
OG0003100	EVM0011476.1	mikado.HiC_scaffold_1.0G240.1
OG0003103	EVM0018944.1	mikado.HiC_scaffold_13.0G1375.1, mikado.HiC_scaffold_1.0G254.1
OG0003104	EVM0022027.1	mikado.HiC_scaffold_1.0G276.1
OG0003105	EVM0010120.1	mikado.HiC_scaffold_1.0G278.1
OG0003106	EVM0002733.1	mikado.HiC_scaffold_1.0G315.1
OG0003107	EVM0018001.1	mikado.HiC_scaffold_1.0G349.1
OG0003108	EVM0003492.1	mikado.HiC_scaffold_1.0G372.1, mikado.HiC_scaffold_1.0G369.1
OG0003109	EVM0006723.1	mikado.HiC_scaffold_1.0G374.1
OG0003110	EVM0011157.1	mikado.HiC_scaffold_1.0G381.1, mikado.HiC_scaffold_1.0G993.1
OG0003111	EVM0021814.1	mikado.HiC_scaffold_1.0G384.1, mikado.HiC_scaffold_10.0G600.1
OG0003112	EVM0008686.1	mikado.HiC_scaffold_1.0G396.1, mikado.HiC_scaffold_1.0G393.1
OG0003113	EVM0012301.1, EVM0018153.1, EVM0005457.1	mikado.HiC_scaffold_1.0G422.1
OG0003114	EVM0020388.1	mikado.HiC_scaffold_1.0G443.1
OG0003115	EVM0005344.1	mikado.HiC_scaffold_1.0G459.1
OG0003116	EVM0008674.1	mikado.HiC_scaffold_1.0G464.1
OG0003117	EVM0011193.1	mikado.HiC_scaffold_17.0G465.1, mikado.HiC_scaffold_1.0G477.1, mikado.HiC_scaffold_1.0G790.1
OG0003118	EVM0008808.1	mikado.HiC_scaffold_1.0G478.1
OG0003119	EVM0010585.1, EVM0019670.1	mikado.HiC_scaffold_1.0G481.1
OG0003120	EVM0000368.1	mikado.HiC_scaffold_1.0G518.1
OG0003121	EVM0009854.1, EVM0007274.1	mikado.HiC_scaffold_1.0G521.1
OG0003122	EVM0007111.1	mikado.HiC_scaffold_1.0G531.1
OG0003123	EVM0000426.1	mikado.HiC_scaffold_1.0G532.1
OG0003124	EVM0022812.1	mikado.HiC_scaffold_1.0G533.1
OG0003126	EVM0008766.1	mikado.HiC_scaffold_1.0G543.1, mikado.HiC_scaffold_1.0G564.1
OG0003127	EVM0023270.1	mikado.HiC_scaffold_1.0G545.1, mikado.HiC_scaffold_1.0G547.1
OG0003128	EVM0013750.1	mikado.HiC_scaffold_1.0G548.1
OG0003129	EVM0004455.1	mikado.HiC_scaffold_1.0G549.1
OG0003130	EVM0012193.1	mikado.HiC_scaffold_1.0G553.1, mikado.HiC_scaffold_1.0G1079.1, mikado.HiC_scaffold_1.0G1077.1
OG0003131	EVM0009329.1	mikado.HiC_scaffold_1.0G560.2, mikado.HiC_scaffold_1.0G560.1
OG0003132	EVM0015162.1, EVM0008696.1	mikado.HiC_scaffold_1.0G586.1
OG0003134	EVM0002063.1	mikado.HiC_scaffold_1.0G711.1
OG0003138	EVM0014583.1, EVM0009272.1	mikado.HiC_scaffold_1.0G758.1
OG0003139	EVM0007909.1	mikado.HiC_scaffold_1.0G760.1
OG0003140	EVM0000745.1	mikado.HiC_scaffold_1.0G762.1
OG0003141	EVM0019758.1	mikado.HiC_scaffold_1.0G778.2, mikado.HiC_scaffold_1.0G778.1
OG0003142	EVM0011463.1	mikado.HiC_scaffold_1.0G780.1, mikado.HiC_scaffold_1.0G780.2
OG0003143	EVM0001956.1	mikado.HiC_scaffold_1.0G786.1, mikado.HiC_scaffold_1.0G785.1
OG0003145	EVM0011726.1	mikado.HiC_scaffold_1.0G815.1, mikado.HiC_scaffold_1.0G817.1
OG0003146	EVM0006146.1	mikado.HiC_scaffold_1.0G819.1, mikado.HiC_scaffold_8.0G75.1
OG0003147	EVM0023322.1	mikado.HiC_scaffold_1.0G832.1, mikado.HiC_scaffold_1.0G834.1
OG0003148	EVM0011604.1	mikado.HiC_scaffold_1.0G831.1, mikado.HiC_scaffold_1.0G831.2
