Orthogroup	Tgra	Sbro
OG0002221	KUTeg_003499	EVM0003059.1
OG0002222	KUTeg_003497	EVM0016730.1
OG0002222	KUTeg_008958	EVM0016840.1
OG0002223	KUTeg_004461	EVM0018051.1
OG0002224	KUTeg_003279	EVM0023369.1
OG0002225	KUTeg_004047	EVM0020471.1
OG0002227	KUTeg_002945	EVM0004117.1
OG0002228	KUTeg_003850	EVM0000532.1, EVM0008095.1
OG0002229	KUTeg_013128	EVM0011488.1
OG0002229	KUTeg_003907	EVM0022365.1
OG0002230	KUTeg_004542, KUTeg_004373, KUTeg_004371	EVM0005469.1
OG0002231	KUTeg_017253, KUTeg_003050, KUTeg_017251	EVM0009784.1
OG0002232	KUTeg_003428	EVM0005798.1, EVM0007233.1
OG0002233	KUTeg_003308, KUTeg_004391	EVM0022923.1, EVM0004443.1
OG0002234	KUTeg_017211, KUTeg_008029, KUTeg_004393	EVM0018587.1
OG0002235	KUTeg_016124, KUTeg_004151	EVM0012847.1
OG0002236	KUTeg_003518	EVM0012130.1
OG0002237	KUTeg_004405	EVM0002454.1
OG0002237	KUTeg_003810	EVM0014238.1
OG0002238	KUTeg_003107	EVM0005402.1
OG0002239	KUTeg_003958	EVM0008816.1, EVM0023428.1, EVM0014724.1
OG0002242	KUTeg_004342, KUTeg_003581	EVM0007468.2
OG0002244	KUTeg_002926, KUTeg_003530	EVM0009300.1
OG0002246	KUTeg_021799	EVM0002679.1, EVM0011964.1
OG0002247	KUTeg_002853, KUTeg_002856, KUTeg_002852	EVM0008936.1
OG0002249	KUTeg_003778	EVM0021213.1
OG0002250	KUTeg_003540	EVM0000389.1
OG0002250	KUTeg_003782	EVM0013491.1
OG0002251	KUTeg_004080	EVM0018487.1
OG0002251	KUTeg_004081	EVM0021821.1
OG0002252	KUTeg_003646	EVM0001507.1, EVM0005674.1, EVM0005600.1
OG0002253	KUTeg_014695	EVM0008532.1
OG0002253	KUTeg_003081	EVM0000024.1
OG0002254	KUTeg_003961	EVM0013860.1
OG0002255	KUTeg_003474	EVM0006821.1, EVM0009217.1
OG0002256	KUTeg_004190, KUTeg_004185	EVM0013656.1
OG0002257	KUTeg_003611	EVM0011342.1
OG0002258	KUTeg_003857	EVM0014271.1
OG0002259	KUTeg_004346	EVM0020380.1
OG0002260	KUTeg_003355, KUTeg_003814, KUTeg_004209	EVM0019303.1
OG0002261	KUTeg_003947, KUTeg_003303	EVM0007941.1
OG0002262	KUTeg_003942, KUTeg_003944	EVM0020063.1
OG0002263	KUTeg_003595	EVM0007883.1
OG0002264	KUTeg_003124	EVM0006973.1
OG0002267	KUTeg_004563	EVM0007705.1
OG0002268	KUTeg_009258, KUTeg_003070	EVM0017334.1
OG0002269	KUTeg_002996	EVM0006559.1, EVM0009911.1
OG0002271	KUTeg_004300	EVM0015335.1
OG0002272	KUTeg_002989, KUTeg_003233, KUTeg_003232	EVM0004318.1
OG0002274	KUTeg_004096	EVM0015201.1
OG0002276	KUTeg_012336, KUTeg_012335	EVM0008081.1, EVM0021891.1
OG0002277	KUTeg_003175	EVM0015251.1
OG0002278	KUTeg_004885	EVM0000070.1
OG0002280	KUTeg_014935	EVM0023961.1, EVM0007054.1, EVM0021879.1
OG0002282	KUTeg_003578	EVM0023459.1
OG0002283	KUTeg_001393	EVM0017887.1
OG0002286	KUTeg_014556	EVM0021637.1, EVM0004398.1, EVM0020427.1
OG0002289	KUTeg_015719, KUTeg_015718	EVM0012577.1
OG0002290	KUTeg_011030	EVM0014235.2, EVM0000424.1
OG0002291	KUTeg_010739	EVM0008507.1
OG0002294	KUTeg_000439	EVM0007660.1
OG0002295	KUTeg_015766	EVM0000797.1
OG0002296	KUTeg_010842	EVM0017205.1
OG0002297	KUTeg_020104	EVM0019567.1
OG0002298	KUTeg_015756	EVM0008768.1, EVM0002962.1, EVM0020394.1
OG0002300	KUTeg_014551, KUTeg_014547	EVM0002773.1
OG0002301	KUTeg_010525, KUTeg_010527, KUTeg_010520	EVM0008210.1
OG0002302	KUTeg_020074	EVM0006624.1
OG0002304	KUTeg_013092, KUTeg_010524, KUTeg_010526	EVM0003570.1
OG0002305	KUTeg_015768, KUTeg_015702, KUTeg_015767	EVM0015161.1
OG0002306	KUTeg_023882, KUTeg_002391, KUTeg_002392	EVM0020795.1
OG0002307	KUTeg_010998	EVM0021137.1, EVM0013855.1, EVM0012237.1
OG0002310	KUTeg_011044	EVM0000567.1
OG0002311	KUTeg_009046	EVM0023780.1
OG0002312	KUTeg_010986, KUTeg_010695	EVM0015445.1
OG0002313	KUTeg_015706	EVM0007896.1
OG0002315	KUTeg_002386	EVM0014092.1, EVM0000160.1
OG0002316	KUTeg_002627	EVM0023132.1
OG0002317	KUTeg_002640, KUTeg_002766	EVM0009099.1
OG0002318	KUTeg_002006, KUTeg_002003	EVM0006368.1
OG0002319	KUTeg_002355	EVM0009019.1
OG0002322	KUTeg_002157, KUTeg_002708	EVM0014805.1
OG0002323	KUTeg_001463	EVM0011028.1
OG0002324	KUTeg_001704	EVM0016265.1, EVM0001382.1, EVM0019867.1
OG0002325	KUTeg_023839	EVM0005128.1
OG0002326	KUTeg_002201	EVM0011762.1
OG0002326	KUTeg_002210	EVM0010984.1
OG0002327	KUTeg_002160	EVM0011108.1
OG0002328	KUTeg_001666, KUTeg_002159, KUTeg_001667	EVM0020770.1
OG0002329	KUTeg_006642	EVM0010820.1
OG0002331	KUTeg_001607, KUTeg_002504	EVM0015559.1
OG0002332	KUTeg_020150	EVM0017946.1
OG0002333	KUTeg_001672	EVM0011975.1, EVM0009482.1, EVM0012397.1
OG0002334	KUTeg_002352	EVM0017429.1, EVM0016330.1
OG0002335	KUTeg_002353	EVM0002113.1, EVM0022035.1
OG0002336	KUTeg_002265	EVM0005183.1, EVM0018866.1
OG0002337	KUTeg_001739, KUTeg_002617	EVM0013311.1
OG0002338	KUTeg_008829	EVM0010455.1
OG0002339	KUTeg_006676	EVM0023750.1
OG0002340	KUTeg_021363	EVM0001738.1
OG0002341	KUTeg_011504, KUTeg_001552, KUTeg_011503	EVM0020961.1
OG0002342	KUTeg_001384, KUTeg_001381	EVM0015540.1
OG0002343	KUTeg_001991	EVM0015798.1
OG0002344	KUTeg_002448	EVM0003823.1
OG0002345	KUTeg_011906	EVM0012261.1, EVM0019276.1
OG0002346	KUTeg_006791, KUTeg_006792	EVM0019340.1
OG0002347	KUTeg_017634	EVM0023672.1, EVM0017153.1
OG0002348	KUTeg_016938, KUTeg_016940	EVM0015497.1
OG0002349	KUTeg_021829	EVM0013617.1, EVM0012632.1, EVM0023397.1
OG0002350	KUTeg_005273, KUTeg_005272	EVM0014093.1
OG0002351	KUTeg_015802	EVM0000429.1
OG0002352	KUTeg_010277	EVM0008281.1
OG0002353	KUTeg_017105, KUTeg_017108	EVM0018500.1, EVM0009745.1
OG0002354	KUTeg_009227, KUTeg_005282, KUTeg_001207	EVM0002286.2
OG0002355	KUTeg_017047	EVM0005248.1
OG0002356	KUTeg_015866, KUTeg_005823	EVM0006658.1, EVM0008202.1
OG0002357	KUTeg_020128, KUTeg_020125	EVM0015456.1
OG0002358	KUTeg_016304	EVM0015268.1
OG0002359	KUTeg_016641, KUTeg_016642, KUTeg_022938	EVM0015118.1
OG0002360	KUTeg_014741, KUTeg_014740	EVM0005837.1, EVM0005029.1
OG0002361	KUTeg_015909, KUTeg_015908	EVM0009369.1
OG0002362	KUTeg_017185	EVM0015267.1
OG0002363	KUTeg_011163, KUTeg_006553	EVM0011616.2
OG0002364	KUTeg_016660	EVM0014374.1
OG0002365	KUTeg_016318	EVM0021440.1
OG0002366	KUTeg_016847, KUTeg_016324	EVM0012050.1
OG0002367	KUTeg_007608, KUTeg_016931, KUTeg_016932	EVM0020484.1
OG0002368	KUTeg_021472, KUTeg_021469, KUTeg_006930	EVM0018522.1
OG0002369	KUTeg_015885, KUTeg_015883	EVM0020420.1
OG0002370	KUTeg_017146, KUTeg_017147	EVM0014967.1
OG0002371	KUTeg_015939, KUTeg_015942	EVM0007927.1
OG0002372	KUTeg_016218, KUTeg_016220, KUTeg_016217	EVM0012195.1
OG0002373	KUTeg_017139	EVM0005750.1
OG0002374	KUTeg_016119	EVM0012743.1
OG0002375	KUTeg_017142	EVM0001542.1
OG0002376	KUTeg_017153, KUTeg_016948, KUTeg_016951	EVM0002201.1
OG0002377	KUTeg_016765	EVM0008142.1, EVM0002801.1, EVM0002192.1
OG0002379	KUTeg_017000	EVM0015062.1
OG0002380	KUTeg_016925, KUTeg_016922	EVM0003329.1, EVM0007399.1
OG0002381	KUTeg_016821, KUTeg_015931	EVM0005020.1
OG0002383	KUTeg_016056	EVM0016326.1
OG0002384	KUTeg_016052	EVM0005240.1
OG0002385	KUTeg_016689	EVM0021854.1
OG0002386	KUTeg_016709	EVM0014915.1, EVM0008429.1
OG0002387	KUTeg_015853, KUTeg_017073	EVM0013640.1
OG0002388	KUTeg_010590, KUTeg_016560, KUTeg_016440	EVM0019355.1
OG0002389	KUTeg_016312	EVM0006203.1, EVM0006489.1
OG0002390	KUTeg_016840	EVM0010337.1
OG0002391	KUTeg_016127, KUTeg_016126	EVM0005830.1
OG0002392	KUTeg_005819, KUTeg_015868, KUTeg_005820	EVM0001664.1
OG0002393	KUTeg_017173	EVM0000051.1, EVM0010154.1, EVM0008649.1
OG0002394	KUTeg_008823	EVM0019124.1
OG0002395	KUTeg_012005	EVM0000861.1, EVM0016386.1, EVM0007529.1
OG0002396	KUTeg_014786, KUTeg_014665	EVM0003112.1, EVM0019952.1
OG0002397	KUTeg_016020, KUTeg_017170, KUTeg_017168	EVM0019420.1
OG0002398	KUTeg_016680, KUTeg_008967	EVM0018328.1
OG0002399	KUTeg_017056	EVM0016431.1
OG0002400	KUTeg_016450	EVM0010641.1
OG0002402	KUTeg_016394	EVM0003328.1
OG0002402	KUTeg_016954	EVM0013895.1
OG0002403	KUTeg_012827	EVM0017390.1
OG0002405	KUTeg_005753	EVM0019818.1, EVM0008491.1
OG0002406	KUTeg_016307	EVM0004114.1
OG0002407	KUTeg_004989	EVM0005840.1
OG0002408	KUTeg_005648	EVM0005624.1
OG0002411	KUTeg_004761, KUTeg_004901	EVM0015371.1
OG0002412	KUTeg_005283	EVM0016269.1
OG0002413	KUTeg_005540	EVM0022315.1, EVM0014074.1
OG0002414	KUTeg_005536	EVM0006525.1
OG0002415	KUTeg_005371, KUTeg_005372	EVM0006173.1
OG0002417	KUTeg_022917, KUTeg_022682, KUTeg_022694	EVM0005392.1
OG0002418	KUTeg_014716	EVM0010029.1
OG0002418	KUTeg_005599	EVM0008561.2
OG0002419	KUTeg_017512, KUTeg_004893, KUTeg_011172	EVM0023317.1
OG0002420	KUTeg_005592, KUTeg_014715, KUTeg_005808	EVM0000153.1
OG0002421	KUTeg_004727	EVM0001017.1
OG0002421	KUTeg_004995	EVM0001241.1
OG0002422	KUTeg_005199, KUTeg_005197, KUTeg_005196	EVM0013846.1
OG0002423	KUTeg_005014	EVM0009003.1
OG0002424	KUTeg_011909	EVM0021757.1, EVM0013661.1
OG0002425	KUTeg_005119, KUTeg_005477, KUTeg_005474	EVM0023032.1
OG0002426	KUTeg_005277, KUTeg_009226	EVM0018430.1
OG0002427	KUTeg_004843	EVM0021537.1, EVM0010345.1, EVM0020303.1
OG0002429	KUTeg_005360	EVM0017654.1
OG0002430	KUTeg_004845	EVM0011001.1, EVM0011512.1, EVM0018364.1
OG0002433	KUTeg_004912	EVM0016121.1
OG0002434	KUTeg_005218, KUTeg_005219	EVM0023850.1
OG0002435	KUTeg_000901, KUTeg_005001	EVM0022292.2
OG0002436	KUTeg_005235	EVM0014055.1
OG0002436	KUTeg_005234	EVM0018950.1
OG0002438	KUTeg_000255, KUTeg_000254, KUTeg_011340	EVM0005854.1
OG0002439	KUTeg_004888	EVM0006216.1
OG0002439	KUTeg_008556	EVM0022734.1
OG0002440	KUTeg_005270, KUTeg_005271	EVM0007203.1, EVM0010153.1
OG0002441	KUTeg_004934, KUTeg_004931	EVM0018718.1, EVM0002761.1
OG0002442	KUTeg_005548, KUTeg_004915	EVM0018478.1
OG0002444	KUTeg_020812	EVM0020395.1
OG0002446	KUTeg_020666, KUTeg_020667	EVM0023844.1
OG0002448	KUTeg_021090, KUTeg_021092, KUTeg_020204	EVM0003951.1
OG0002449	KUTeg_020686, KUTeg_020183	EVM0007235.1
OG0002450	KUTeg_021326	EVM0015973.1, EVM0022758.1
OG0002451	KUTeg_021328, KUTeg_020826	EVM0008053.1
OG0002452	KUTeg_020947	EVM0019480.1
OG0002453	KUTeg_020717	EVM0019484.1, EVM0018926.1
OG0002455	KUTeg_012465	EVM0001449.1
OG0002456	KUTeg_012400	EVM0018089.1, EVM0022146.1
OG0002458	KUTeg_011770	EVM0015262.1, EVM0008688.1, EVM0022310.1
OG0002460	KUTeg_012791, KUTeg_012644	EVM0019939.1
OG0002461	KUTeg_012647, KUTeg_012646	EVM0023705.1, EVM0019325.1
OG0002462	KUTeg_012476	EVM0022537.1
OG0002463	KUTeg_011693	EVM0014215.1
OG0002464	KUTeg_021037, KUTeg_020176	EVM0015915.1, EVM0017058.1
OG0002465	KUTeg_003502	EVM0014100.1
OG0002465	KUTeg_018328	EVM0015509.1
OG0002467	KUTeg_011712	EVM0007141.1
OG0002467	KUTeg_011711	EVM0004027.1
OG0002468	KUTeg_011717, KUTeg_011714, KUTeg_011708	EVM0014316.1
OG0002469	KUTeg_021058, KUTeg_004457	EVM0016186.1, EVM0013049.1
OG0002470	KUTeg_020677	EVM0023406.1
OG0002470	KUTeg_020676	EVM0019172.1
OG0002471	KUTeg_020674	EVM0011337.1, EVM0022834.1, EVM0011304.1
OG0002472	KUTeg_021233	EVM0010302.1
OG0002472	KUTeg_021228	EVM0023289.1
OG0002474	KUTeg_020585, KUTeg_021108	EVM0020591.1
OG0002475	KUTeg_021302	EVM0004622.1, EVM0006591.1
OG0002476	KUTeg_020912	EVM0014544.1
OG0002477	KUTeg_020726, KUTeg_020227	EVM0017506.1, EVM0010786.1
OG0002478	KUTeg_013574	EVM0011200.1
OG0002479	KUTeg_018376	EVM0012672.1
OG0002480	KUTeg_020372, KUTeg_020365	EVM0004510.1
OG0002481	KUTeg_021020	EVM0004284.1
OG0002483	KUTeg_021172, KUTeg_020301, KUTeg_020300	EVM0022159.1
OG0002484	KUTeg_020289	EVM0013909.1
OG0002484	KUTeg_020292	EVM0020677.1
OG0002486	KUTeg_009663	EVM0007892.1
OG0002486	KUTeg_010178	EVM0001624.1
OG0002487	KUTeg_021195	EVM0000551.1, EVM0017968.1
OG0002488	KUTeg_021210	EVM0002390.1
OG0002488	KUTeg_021209	EVM0003531.1
OG0002491	KUTeg_020895	EVM0007071.1
OG0002491	KUTeg_020894	EVM0010166.1
OG0002492	KUTeg_006993	EVM0021361.1
OG0002493	KUTeg_020360, KUTeg_020359	EVM0022557.1
OG0002494	KUTeg_011150	EVM0021758.1, EVM0010925.1, EVM0015261.1
OG0002495	KUTeg_021163, KUTeg_020044	EVM0015697.1
OG0002496	KUTeg_020046, KUTeg_020529, KUTeg_020524	EVM0022138.1
OG0002497	KUTeg_009121	EVM0004171.1
OG0002498	KUTeg_012003	EVM0013096.1, EVM0003615.1, EVM0002686.1
OG0002499	KUTeg_020730	EVM0004147.1, EVM0018093.1, EVM0022534.1
OG0002500	KUTeg_020946, KUTeg_020942	EVM0022189.1
OG0002501	KUTeg_020155	EVM0006350.1
OG0002502	KUTeg_021241	EVM0018320.1
OG0002502	KUTeg_020383	EVM0003695.1
OG0002503	KUTeg_020228	EVM0009385.1, EVM0021453.1
OG0002504	KUTeg_012668, KUTeg_011864	EVM0007082.1, EVM0007801.1
OG0002505	KUTeg_011673	EVM0013927.1
OG0002505	KUTeg_011672	EVM0004193.1
OG0002506	KUTeg_012438, KUTeg_011954	EVM0020968.1
OG0002509	KUTeg_011908	EVM0011214.1, EVM0015107.1
OG0002510	KUTeg_011789	EVM0021021.1
OG0002510	KUTeg_011790	EVM0007417.1
OG0002511	KUTeg_016047, KUTeg_022369	EVM0012037.1
OG0002512	KUTeg_012589	EVM0009122.1
OG0002513	KUTeg_012586	EVM0013663.1
OG0002513	KUTeg_012587	EVM0021912.1
OG0002514	KUTeg_012492, KUTeg_012487	EVM0017685.1
OG0002515	KUTeg_008982	EVM0001856.1, EVM0014981.1, EVM0013599.1
OG0002516	KUTeg_012025, KUTeg_012031	EVM0017393.1
OG0002517	KUTeg_012319	EVM0009532.1
OG0002518	KUTeg_012315	EVM0005690.1, EVM0005592.1
OG0002520	KUTeg_012203, KUTeg_012785	EVM0003796.1, EVM0002765.1
OG0002521	KUTeg_012752, KUTeg_012270, KUTeg_012745	EVM0017732.1
OG0002522	KUTeg_011217, KUTeg_012519	EVM0010336.1, EVM0018454.1
OG0002523	KUTeg_012081	EVM0013364.1
OG0002525	KUTeg_012734	EVM0006097.1
OG0002526	KUTeg_012008, KUTeg_012006, KUTeg_012007	EVM0008685.1
OG0002527	KUTeg_011535, KUTeg_012036, KUTeg_011540	EVM0014103.1
OG0002528	KUTeg_011531, KUTeg_012034	EVM0014340.1
OG0002529	KUTeg_012575	EVM0022395.1, EVM0019883.1
OG0002530	KUTeg_011551	EVM0018283.1
OG0002531	KUTeg_020249	EVM0012090.1, EVM0023209.1, EVM0004244.1
OG0002532	KUTeg_020743, KUTeg_006343, KUTeg_005110	EVM0020820.1
OG0002533	KUTeg_000669, KUTeg_000192	EVM0020247.1
OG0002534	KUTeg_011778	EVM0018721.1, EVM0015504.1, EVM0012126.1
OG0002535	KUTeg_011774, KUTeg_011773	EVM0015750.1
OG0002536	KUTeg_020124, KUTeg_020129	EVM0022793.1, EVM0001315.1
OG0002537	KUTeg_021129	EVM0006198.1
OG0002538	KUTeg_012563	EVM0010432.1
OG0002538	KUTeg_012564	EVM0001532.1
OG0002539	KUTeg_011966, KUTeg_012454	EVM0002674.1, EVM0011567.1
OG0002540	KUTeg_011972, KUTeg_011969	EVM0015849.1
OG0002541	KUTeg_012176	EVM0001243.2
OG0002542	KUTeg_012145	EVM0009711.1
OG0002543	KUTeg_012322	EVM0009978.1
OG0002545	KUTeg_021313, KUTeg_021306	EVM0011973.1
OG0002546	KUTeg_021223, KUTeg_021224, KUTeg_020194	EVM0001173.1
OG0002547	KUTeg_020838, KUTeg_021218	EVM0015722.1
OG0002548	KUTeg_021104, KUTeg_020589	EVM0010506.1, EVM0007170.1
OG0002549	KUTeg_021106, KUTeg_020587	EVM0003643.1
OG0002550	KUTeg_018627, KUTeg_018611	EVM0005965.1, EVM0020661.1
OG0002551	KUTeg_011553, KUTeg_008995	EVM0003937.1
OG0002552	KUTeg_022972, KUTeg_022973, KUTeg_013881	EVM0019774.1
OG0002553	KUTeg_014133	EVM0001883.1
OG0002555	KUTeg_007960	EVM0005022.1
OG0002556	KUTeg_013945	EVM0017172.2
OG0002557	KUTeg_013589, KUTeg_012978, KUTeg_013588	EVM0009440.1
OG0002558	KUTeg_014467, KUTeg_014459	EVM0014756.1
OG0002559	KUTeg_025034, KUTeg_004880, KUTeg_024872	EVM0009271.1
OG0002560	KUTeg_018298	EVM0002920.1
OG0002561	KUTeg_013682	EVM0008344.1
OG0002562	KUTeg_013683	EVM0010030.1
OG0002563	KUTeg_013915	EVM0000376.1, EVM0015890.1, EVM0017380.1
OG0002564	KUTeg_009178	EVM0004601.1, EVM0016750.1, EVM0007385.1
OG0002565	KUTeg_007477	EVM0017083.1
OG0002566	KUTeg_012920	EVM0013411.1
OG0002567	KUTeg_013718	EVM0007284.1
OG0002567	KUTeg_013299	EVM0016813.1
OG0002569	KUTeg_013558	EVM0011227.1
OG0002569	KUTeg_013565	EVM0023435.1
OG0002570	KUTeg_012969, KUTeg_012970, KUTeg_013587	EVM0008746.1
OG0002571	KUTeg_014453, KUTeg_013436	EVM0008659.1
OG0002572	KUTeg_014455, KUTeg_013435, KUTeg_014454	EVM0022525.1
OG0002573	KUTeg_014456, KUTeg_013432	EVM0014851.1
OG0002574	KUTeg_013956	EVM0017273.1, EVM0008554.1
OG0002575	KUTeg_013080	EVM0011531.1
OG0002575	KUTeg_013689	EVM0011177.1
OG0002577	KUTeg_013347, KUTeg_013523	EVM0004922.1
OG0002578	KUTeg_010849, KUTeg_010706, KUTeg_010705	EVM0007212.1
OG0002579	KUTeg_013460, KUTeg_013451	EVM0012486.1, EVM0021204.1
OG0002580	KUTeg_013783	EVM0009566.1
OG0002581	KUTeg_014427	EVM0020201.1
OG0002582	KUTeg_010594, KUTeg_010593, KUTeg_014398	EVM0023701.1
OG0002583	KUTeg_013595	EVM0016475.1
OG0002584	KUTeg_013233	EVM0010778.1
OG0002585	KUTeg_014274, KUTeg_013556, KUTeg_000968	EVM0021970.1
OG0002586	KUTeg_013261	EVM0014737.1
OG0002588	KUTeg_013669	EVM0007816.1
OG0002589	KUTeg_023908, KUTeg_018101	EVM0023182.1, EVM0019958.1
OG0002590	KUTeg_013586, KUTeg_014150	EVM0002917.1
OG0002591	KUTeg_013582	EVM0023624.1
OG0002591	KUTeg_013581	EVM0006706.1
OG0002592	KUTeg_014045	EVM0003885.1, EVM0014787.2
OG0002593	KUTeg_013036	EVM0012708.1, EVM0009412.2
OG0002594	KUTeg_013103, KUTeg_013105, KUTeg_000017	EVM0013400.1
OG0002595	KUTeg_013044	EVM0022863.1
OG0002596	KUTeg_013664, KUTeg_013666, KUTeg_013663	EVM0015615.1
OG0002597	KUTeg_013748	EVM0022964.1
OG0002597	KUTeg_013747	EVM0001980.1
OG0002598	KUTeg_013169, KUTeg_013165	EVM0002949.1
OG0002599	KUTeg_002902	EVM0018516.1
OG0002600	KUTeg_013745	EVM0015348.1
OG0002601	KUTeg_013185	EVM0023055.1
OG0002602	KUTeg_013378	EVM0002542.1
OG0002603	KUTeg_013482	EVM0012224.1
OG0002604	KUTeg_014067, KUTeg_019691	EVM0008409.1, EVM0022484.1
OG0002606	KUTeg_013239	EVM0001869.1, EVM0012571.1
OG0002607	KUTeg_013535	EVM0003730.1, EVM0008478.1, EVM0003518.1
OG0002608	KUTeg_013536, KUTeg_004645	EVM0021831.1
OG0002609	KUTeg_015566	EVM0002931.1
OG0002611	KUTeg_013919, KUTeg_013921	EVM0007867.1, EVM0012124.1
OG0002612	KUTeg_014091	EVM0021613.1, EVM0004172.1, EVM0010210.2
OG0002613	KUTeg_013908, KUTeg_013294	EVM0009960.1
OG0002615	KUTeg_014214	EVM0005487.1
OG0002616	KUTeg_013448, KUTeg_013827	EVM0013746.1
OG0002617	KUTeg_014039, KUTeg_012855, KUTeg_013019	EVM0009261.1
OG0002618	KUTeg_012958	EVM0010223.1
OG0002618	KUTeg_012158	EVM0008556.1
OG0002619	KUTeg_017335	EVM0014931.1
OG0002620	KUTeg_014399, KUTeg_017338	EVM0001067.1
OG0002621	KUTeg_012910	EVM0014038.1
OG0002622	KUTeg_000437	EVM0000288.1
OG0002623	KUTeg_013360	EVM0010126.1
OG0002623	KUTeg_014146	EVM0002661.1
OG0002624	KUTeg_014366	EVM0017119.1, EVM0006660.1, EVM0022203.1
OG0002625	KUTeg_008292, KUTeg_008293, KUTeg_008294	EVM0022815.2
OG0002626	KUTeg_008192	EVM0010848.1, EVM0016913.1
OG0002627	KUTeg_008415, KUTeg_008416	EVM0007195.1
OG0002628	KUTeg_008112	EVM0002582.1
OG0002629	KUTeg_008253	EVM0013138.1
OG0002630	KUTeg_008739	EVM0000355.1
OG0002632	KUTeg_008792	EVM0017241.1
OG0002634	KUTeg_008532, KUTeg_005804	EVM0018303.1
OG0002635	KUTeg_008702	EVM0000334.1
OG0002635	KUTeg_008364	EVM0005016.1
OG0002636	KUTeg_008747	EVM0007601.1
OG0002637	KUTeg_008383, KUTeg_008801	EVM0000570.1
OG0002638	KUTeg_008814	EVM0005557.1, EVM0022574.1, EVM0000197.1
OG0002640	KUTeg_010283, KUTeg_009555	EVM0000378.1, EVM0019506.1
OG0002641	KUTeg_008108	EVM0014325.1, EVM0022044.1, EVM0006363.1
OG0002642	KUTeg_011186, KUTeg_008418	EVM0012721.1, EVM0007943.1
OG0002643	KUTeg_008877	EVM0000420.1
OG0002643	KUTeg_008458	EVM0016710.1
OG0002644	KUTeg_008325	EVM0010940.1, EVM0000911.1
OG0002645	KUTeg_008334, KUTeg_008335, KUTeg_008332	EVM0001933.1
OG0002647	KUTeg_013861	EVM0005710.1, EVM0006810.1
OG0002648	KUTeg_008608, KUTeg_008851, KUTeg_008856	EVM0018758.1
OG0002649	KUTeg_008137	EVM0002536.1, EVM0015867.1
OG0002650	KUTeg_008628	EVM0009885.1
OG0002651	KUTeg_008369	EVM0000592.1, EVM0000496.1
OG0002652	KUTeg_008199, KUTeg_008198, KUTeg_008777	EVM0013246.1
OG0002653	KUTeg_008894, KUTeg_008897, KUTeg_008327	EVM0016493.1
OG0002654	KUTeg_008896	EVM0002968.1
OG0002655	KUTeg_003454, KUTeg_008960, KUTeg_008959	EVM0018942.1
OG0002656	KUTeg_011185, KUTeg_008050	EVM0017938.1, EVM0011038.1
OG0002657	KUTeg_011187, KUTeg_008049	EVM0009022.1, EVM0023363.1
OG0002658	KUTeg_008202, KUTeg_008203, KUTeg_008540	EVM0005110.1
OG0002659	KUTeg_008060, KUTeg_018358	EVM0013644.1, EVM0009452.1
OG0002661	KUTeg_019435, KUTeg_019434	EVM0009432.1
OG0002662	KUTeg_008821, KUTeg_008936	EVM0022482.1
OG0002663	KUTeg_008306, KUTeg_008902, KUTeg_007030	EVM0022640.1
OG0002664	KUTeg_008419	EVM0011814.1
OG0002664	KUTeg_008422	EVM0022387.1
OG0002665	KUTeg_008915	EVM0003893.1
OG0002666	KUTeg_019930, KUTeg_010657, KUTeg_008909	EVM0003834.1
OG0002667	KUTeg_008256, KUTeg_008255	EVM0011467.1, EVM0023639.1
OG0002668	KUTeg_008206, KUTeg_008214, KUTeg_008211	EVM0009776.1
OG0002669	KUTeg_008242, KUTeg_008562	EVM0008655.1
OG0002670	KUTeg_008299	EVM0022378.1
OG0002671	KUTeg_005114, KUTeg_008923, KUTeg_008922	EVM0019913.1
OG0002672	KUTeg_008536	EVM0007115.1, EVM0002221.1, EVM0017534.1
OG0002673	KUTeg_008871, KUTeg_008872	EVM0014884.1
OG0002674	KUTeg_008300	EVM0010975.1
OG0002675	KUTeg_011188, KUTeg_008048	EVM0017074.1, EVM0012394.1
OG0002676	KUTeg_008044	EVM0004054.1
OG0002677	KUTeg_019417, KUTeg_019257	EVM0008795.1, EVM0013225.1
OG0002678	KUTeg_019416	EVM0002149.1
OG0002679	KUTeg_019720, KUTeg_019260	EVM0017114.1, EVM0014986.1
OG0002680	KUTeg_019556	EVM0012483.1, EVM0011119.1, EVM0017830.1
OG0002681	KUTeg_011664, KUTeg_012609	EVM0019310.1, EVM0001104.1
OG0002682	KUTeg_019996	EVM0007732.1
OG0002684	KUTeg_019504, KUTeg_001487	EVM0014379.2
OG0002685	KUTeg_019333, KUTeg_009243, KUTeg_019328	EVM0016662.1
OG0002686	KUTeg_019329, KUTeg_009245, KUTeg_019326	EVM0015246.1
OG0002687	KUTeg_019327	EVM0011767.1, EVM0021482.1, EVM0006388.1
OG0002688	KUTeg_019038	EVM0003284.1
OG0002688	KUTeg_019239	EVM0011626.1
OG0002690	KUTeg_019463	EVM0013931.1, EVM0020329.1
OG0002692	KUTeg_019186	EVM0022538.1, EVM0018767.1, EVM0007672.1
OG0002693	KUTeg_019765	EVM0012207.1
OG0002694	KUTeg_018871	EVM0018214.1, EVM0014799.1, EVM0014384.1
OG0002695	KUTeg_018915	EVM0014946.1
OG0002695	KUTeg_019678	EVM0021346.1
OG0002696	KUTeg_019076	EVM0002608.1
OG0002697	KUTeg_019967	EVM0010255.1
OG0002697	KUTeg_019966	EVM0018084.1
