Orthogroup	Tgra	Azeb
OG0000592	KUTeg_011610, KUTeg_007459	mikado.HiC_scaffold_15.0G191.1
OG0000593	KUTeg_020179, KUTeg_020678, KUTeg_020181, KUTeg_020180	mikado.HiC_scaffold_15.0G645.2, mikado.HiC_scaffold_15.0G645.1
OG0000594	KUTeg_012250, KUTeg_017243, KUTeg_007062, KUTeg_001260, KUTeg_023174, KUTeg_001270, KUTeg_001261, KUTeg_022197	mikado.HiC_scaffold_15.0G758.1
OG0000595	KUTeg_020202, KUTeg_002515, KUTeg_002514	mikado.HiC_scaffold_18.0G325.1, mikado.HiC_scaffold_15.0G1275.1
OG0000596	KUTeg_022207, KUTeg_012050, KUTeg_013958, KUTeg_011938, KUTeg_007830	mikado.HiC_scaffold_15.0G1466.1
OG0000597	KUTeg_012742	mikado.HiC_scaffold_15.0G1584.1
OG0000597	KUTeg_012760, KUTeg_012759	mikado.HiC_scaffold_15.0G2396.1
OG0000598	KUTeg_011958, KUTeg_011957	mikado.HiC_scaffold_15.0G1987.1
OG0000599	KUTeg_012756, KUTeg_012188, KUTeg_012190, KUTeg_011953	mikado.HiC_scaffold_15.0G1992.1
OG0000600	KUTeg_005005, KUTeg_011961, KUTeg_011962	mikado.HiC_scaffold_15.0G1991.1
OG0000601	KUTeg_011252, KUTeg_011914, KUTeg_014633, KUTeg_011153, KUTeg_011915, KUTeg_011257, KUTeg_014615	mikado.HiC_scaffold_15.0G2306.1
OG0000602	KUTeg_012968	mikado.HiC_scaffold_16.0G338.1, mikado.HiC_scaffold_16.0G337.1, mikado.HiC_scaffold_16.0G336.1, mikado.HiC_scaffold_16.0G330.1, mikado.HiC_scaffold_16.0G333.1
OG0000603	KUTeg_016802, KUTeg_012862	mikado.HiC_scaffold_16.0G977.1
OG0000604	KUTeg_010162, KUTeg_021809, KUTeg_011582, KUTeg_015491, KUTeg_022248, KUTeg_015492, KUTeg_000898, KUTeg_014678	mikado.HiC_scaffold_16.0G1306.1
OG0000605	KUTeg_007382	mikado.HiC_scaffold_12.3160685G1594.1, mikado.HiC_scaffold_12.3160685G1598.1, mikado.HiC_scaffold_12.3160685G1596.1, mikado.HiC_scaffold_17.0G354.1, mikado.HiC_scaffold_12.3160685G963.1, mikado.HiC_scaffold_17.0G355.1, mikado.HiC_scaffold_12.3160685G1121.1
OG0000606	KUTeg_004788, KUTeg_001506, KUTeg_022971, KUTeg_008903, KUTeg_023420, KUTeg_008307	mikado.HiC_scaffold_17.0G475.1
OG0000607	KUTeg_007649	mikado.HiC_scaffold_12.3160685G1134.1
OG0000607	KUTeg_008388, KUTeg_008380	mikado.HiC_scaffold_12.3160685G729.1, mikado.HiC_scaffold_17.0G831.1
OG0000609	KUTeg_019660, KUTeg_020317	mikado.HiC_scaffold_18.0G504.1, mikado.HiC_scaffold_18.0G501.1
OG0000610	KUTeg_024477, KUTeg_024476	mikado.HiC_scaffold_18.0G577.1
OG0000610	KUTeg_024779	mikado.HiC_scaffold_18.0G578.1, mikado.HiC_scaffold_18.0G584.1
OG0000611	KUTeg_016620, KUTeg_016619, KUTeg_016725, KUTeg_017985, KUTeg_018681, KUTeg_023175, KUTeg_014542	mikado.HiC_scaffold_21.0G3.1, mikado.HiC_scaffold_18.0G594.1
OG0000612	KUTeg_019268, KUTeg_019269, KUTeg_011158, KUTeg_011157, KUTeg_019267	mikado.HiC_scaffold_18.0G924.1, mikado.HiC_scaffold_18.0G921.1
OG0000613	KUTeg_005319, KUTeg_011014, KUTeg_018923	mikado.HiC_scaffold_18.0G1280.1
OG0000614	KUTeg_012542, KUTeg_015270, KUTeg_022956, KUTeg_008355, KUTeg_006164, KUTeg_008071, KUTeg_015269, KUTeg_005617	mikado.HiC_scaffold_19.0G170.1
OG0000615	KUTeg_023483	mikado.HiC_scaffold_19.0G247.1
OG0000615	KUTeg_020164, KUTeg_023482, KUTeg_021581, KUTeg_022307, KUTeg_001653, KUTeg_020165	mikado.HiC_scaffold_19.0G1161.1
OG0000616	KUTeg_021701, KUTeg_022457, KUTeg_021704, KUTeg_021702, KUTeg_021802	mikado.HiC_scaffold_19.0G262.1
OG0000617	KUTeg_002735, KUTeg_011336, KUTeg_011437, KUTeg_011337, KUTeg_017384, KUTeg_011339	mikado.HiC_scaffold_19.0G336.1, mikado.HiC_scaffold_19.0G334.1
OG0000618	KUTeg_001269, KUTeg_001204	mikado.HiC_scaffold_19.0G652.2
OG0000618	KUTeg_001228, KUTeg_001227, KUTeg_021797	mikado.HiC_scaffold_21.0G986.1
OG0000620	KUTeg_024798, KUTeg_024787, KUTeg_024789, KUTeg_024670, KUTeg_024797, KUTeg_024656	mikado.HiC_scaffold_19.0G1485.1
OG0000621	KUTeg_001770	mikado.HiC_scaffold_21.0G273.1
OG0000621	KUTeg_001772, KUTeg_001769	mikado.HiC_scaffold_21.0G269.1, mikado.HiC_scaffold_21.0G268.1, mikado.HiC_scaffold_21.0G270.1, mikado.HiC_scaffold_21.0G271.1, mikado.HiC_scaffold_21.0G272.1
OG0000622	KUTeg_002378	mikado.HiC_scaffold_21.0G1311.1, mikado.HiC_scaffold_21.0G1312.1, mikado.HiC_scaffold_21.0G285.1, mikado.HiC_scaffold_21.0G282.1, mikado.HiC_scaffold_21.0G284.1, mikado.HiC_scaffold_21.0G287.1
OG0000623	KUTeg_001526	mikado.HiC_scaffold_21.0G497.1
OG0000623	KUTeg_002525	mikado.HiC_scaffold_21.0G1139.1
OG0000624	KUTeg_002343, KUTeg_014023, KUTeg_002681, KUTeg_001697, KUTeg_002679	mikado.HiC_scaffold_21.0G518.1
OG0000624	KUTeg_001698	mikado.HiC_scaffold_21.0G518.2
OG0000626	KUTeg_020818	mikado.HiC_scaffold_21.0G1314.1, mikado.HiC_scaffold_21.0G1306.1, mikado.HiC_scaffold_21.0G1319.1
OG0000627	KUTeg_023261	mikado.HiC_scaffold_8.8335562G547.1, mikado.HiC_scaffold_8.8335562G549.1
OG0000627	KUTeg_023263	mikado.HiC_scaffold_8.8335562G545.2, mikado.HiC_scaffold_8.8335562G545.1
OG0000628	KUTeg_001301, KUTeg_005041, KUTeg_000930, KUTeg_002964, KUTeg_017230, KUTeg_003556	mikado.HiC_scaffold_8.8335562G974.1
OG0000629	KUTeg_008723	mikado.HiC_scaffold_12.3160685G1015.1, mikado.HiC_scaffold_12.3160685G393.1, mikado.HiC_scaffold_12.3160685G392.1, mikado.HiC_scaffold_12.3160685G397.1, mikado.HiC_scaffold_12.3160685G397.2
OG0000630	KUTeg_011079	mikado.HiC_scaffold_12.3160685G542.1
OG0000631	KUTeg_007491, KUTeg_007494	mikado.HiC_scaffold_12.3160685G612.1
OG0000631	KUTeg_007490, KUTeg_007495, KUTeg_006960, KUTeg_006959	mikado.HiC_scaffold_12.3160685G613.1
OG0000632	KUTeg_022139, KUTeg_007737	mikado.HiC_scaffold_12.3160685G1100.1, mikado.HiC_scaffold_12.3160685G1116.1
OG0000633	KUTeg_001590, KUTeg_016242, KUTeg_013518, KUTeg_003932, KUTeg_003927, KUTeg_003933, KUTeg_003926	mikado.HiC_scaffold_12.3160685G1217.1
OG0000634	KUTeg_017631, KUTeg_017624, KUTeg_017630	mikado.HiC_scaffold_12.3160685G1391.1, mikado.HiC_scaffold_12.3160685G1390.1, mikado.HiC_scaffold_12.3160685G1392.1
OG0000635	KUTeg_007992	mikado.HiC_scaffold_12.3160685G1509.1
OG0000635	KUTeg_007050	mikado.HiC_scaffold_12.3160685G1508.1
OG0000636	KUTeg_002949, KUTeg_002948, KUTeg_022608	mikado.HiC_scaffold_5.92308104G42.1, mikado.HiC_scaffold_5.92308104G43.1
OG0000670	KUTeg_010369	mikado.HiC_scaffold_2.0G669.2, mikado.HiC_scaffold_2.0G668.1, mikado.HiC_scaffold_2.0G669.1, mikado.HiC_scaffold_2.0G670.1, mikado.HiC_scaffold_1.0G16.1, mikado.HiC_scaffold_1.0G16.2
OG0000672	KUTeg_020346	mikado.HiC_scaffold_12.3160685G745.1, mikado.HiC_scaffold_5.0G1158.1, mikado.HiC_scaffold_1.0G55.1
OG0000672	KUTeg_015463	mikado.HiC_scaffold_14.0G569.1, mikado.HiC_scaffold_12.3160685G1567.1
OG0000675	KUTeg_015845, KUTeg_016099	mikado.HiC_scaffold_1.0G119.1
OG0000675	KUTeg_016302	mikado.HiC_scaffold_139G1.1, mikado.HiC_scaffold_140G1.1
OG0000676	KUTeg_017547	mikado.HiC_scaffold_1.0G136.1, mikado.HiC_scaffold_1.0G138.1, mikado.HiC_scaffold_5.0G915.1, mikado.HiC_scaffold_5.0G913.1, mikado.HiC_scaffold_5.0G910.1, mikado.HiC_scaffold_5.0G911.1
OG0000677	KUTeg_024946	mikado.HiC_scaffold_1.0G631.1, mikado.HiC_scaffold_1.0G181.1, mikado.HiC_scaffold_1.0G179.1, mikado.HiC_scaffold_1.0G633.1, mikado.HiC_scaffold_1.0G632.1, mikado.HiC_scaffold_1.0G630.1
OG0000681	KUTeg_006203, KUTeg_004639, KUTeg_009054, KUTeg_005984, KUTeg_004640, KUTeg_005991	mikado.HiC_scaffold_1.0G576.1
OG0000684	KUTeg_004695	mikado.HiC_scaffold_1.0G931.1
OG0000684	KUTeg_023090, KUTeg_005264, KUTeg_005265, KUTeg_014169, KUTeg_017770	mikado.HiC_scaffold_5.0G6.1
OG0000686	KUTeg_006420, KUTeg_006509	mikado.HiC_scaffold_1.0G1032.1, mikado.HiC_scaffold_1.0G1041.1
OG0000689	KUTeg_010268	mikado.HiC_scaffold_2.0G71.1, mikado.HiC_scaffold_2.0G73.1, mikado.HiC_scaffold_2.0G74.1, mikado.HiC_scaffold_2.0G75.1, mikado.HiC_scaffold_2.0G72.1
OG0000694	KUTeg_019804	mikado.HiC_scaffold_19.0G168.1
OG0000694	KUTeg_006773, KUTeg_022288, KUTeg_015572	mikado.HiC_scaffold_2.0G293.1
OG0000695	KUTeg_010383, KUTeg_010053	mikado.HiC_scaffold_2.0G524.1
OG0000696	KUTeg_010421	mikado.HiC_scaffold_2.0G692.1
OG0000696	KUTeg_009906	mikado.HiC_scaffold_2.0G694.1
OG0000697	KUTeg_015500	mikado.HiC_scaffold_2.0G858.1, mikado.HiC_scaffold_4.0G959.1, mikado.HiC_scaffold_507G1.1, mikado.HiC_scaffold_17.0G596.1, mikado.HiC_scaffold_18.0G1233.1, mikado.HiC_scaffold_18.0G1233.2, mikado.HiC_scaffold_9.0G491.1
OG0000698	KUTeg_009772	mikado.HiC_scaffold_2.0G864.1
OG0000698	KUTeg_002792	mikado.HiC_scaffold_2.0G875.1, mikado.HiC_scaffold_2.0G877.1, mikado.HiC_scaffold_2.0G863.1, mikado.HiC_scaffold_2.0G862.1, mikado.HiC_scaffold_2.0G876.1
OG0000699	KUTeg_018616	mikado.HiC_scaffold_2.0G866.1, mikado.HiC_scaffold_15.0G2091.1, mikado.HiC_scaffold_7.0G530.1, mikado.HiC_scaffold_21.0G1034.1, mikado.HiC_scaffold_15.0G541.2, mikado.HiC_scaffold_15.0G541.1
OG0000700	KUTeg_009533	mikado.HiC_scaffold_2.0G881.1, mikado.HiC_scaffold_2.0G880.1
OG0000700	KUTeg_009529	mikado.HiC_scaffold_2.0G882.1
OG0000701	KUTeg_009413, KUTeg_009415, KUTeg_009414	mikado.HiC_scaffold_2.0G1103.1
OG0000702	KUTeg_008269, KUTeg_011800, KUTeg_018779, KUTeg_020516	mikado.HiC_scaffold_2.0G1140.1
OG0000702	KUTeg_006488	mikado.HiC_scaffold_4.0G658.1
OG0000703	KUTeg_009694	mikado.HiC_scaffold_2.0G1169.1
OG0000704	KUTeg_005908	mikado.HiC_scaffold_19.0G907.1, mikado.HiC_scaffold_16.0G1275.1, mikado.HiC_scaffold_3.0G16.1, mikado.HiC_scaffold_16.0G1244.1, mikado.HiC_scaffold_19.0G1404.1, mikado.HiC_scaffold_19.0G214.1, mikado.HiC_scaffold_18.0G783.1
OG0000705	KUTeg_023353	mikado.HiC_scaffold_8.8335562G1143.1, mikado.HiC_scaffold_3.0G26.1, mikado.HiC_scaffold_4350G3.1, mikado.HiC_scaffold_17.0G7.1, mikado.HiC_scaffold_21.0G1160.1, mikado.HiC_scaffold_5.0G685.1
OG0000706	KUTeg_000400	mikado.HiC_scaffold_3.0G69.2, mikado.HiC_scaffold_3.0G69.1
OG0000707	KUTeg_000208, KUTeg_000201, KUTeg_000209, KUTeg_007576, KUTeg_016427, KUTeg_016966	mikado.HiC_scaffold_3.0G87.1
OG0000708	KUTeg_014728	mikado.HiC_scaffold_3.0G297.1
OG0000708	KUTeg_015141, KUTeg_015143, KUTeg_015145	mikado.HiC_scaffold_3.0G295.1
OG0000709	KUTeg_020052, KUTeg_020893, KUTeg_020049, KUTeg_020051, KUTeg_020047	mikado.HiC_scaffold_3.0G379.1
OG0000712	KUTeg_014863	mikado.HiC_scaffold_9.0G592.1, mikado.HiC_scaffold_21.0G668.1, mikado.HiC_scaffold_14.0G592.1, mikado.HiC_scaffold_3.0G661.1, mikado.HiC_scaffold_16.0G951.1, mikado.HiC_scaffold_18.0G1221.2, mikado.HiC_scaffold_18.0G1221.1
OG0000713	KUTeg_022352	mikado.HiC_scaffold_3.0G693.1, mikado.HiC_scaffold_19.0G648.1, mikado.HiC_scaffold_19.0G1206.1, mikado.HiC_scaffold_19.0G378.1
OG0000714	KUTeg_000417	mikado.HiC_scaffold_3.0G720.1, mikado.HiC_scaffold_3.0G720.2
OG0000716	KUTeg_015646	mikado.HiC_scaffold_3.0G754.1, mikado.HiC_scaffold_4.0G268.1
OG0000718	KUTeg_007304	mikado.HiC_scaffold_12.3160685G1382.1
OG0000718	KUTeg_006863, KUTeg_011024, KUTeg_010725, KUTeg_010723	mikado.HiC_scaffold_3.0G820.1, mikado.HiC_scaffold_3.0G818.1
OG0000719	KUTeg_010385	mikado.HiC_scaffold_3.0G983.1, mikado.HiC_scaffold_3.0G981.1, mikado.HiC_scaffold_3.0G984.1, mikado.HiC_scaffold_3.0G1067.1
OG0000720	KUTeg_017670, KUTeg_006304, KUTeg_021974	mikado.HiC_scaffold_4.0G75.1
OG0000720	KUTeg_020296, KUTeg_011226, KUTeg_015068	mikado.HiC_scaffold_15.0G1453.1
OG0000722	KUTeg_015065, KUTeg_015066	mikado.HiC_scaffold_16.0G1085.1, mikado.HiC_scaffold_16.0G1085.2, mikado.HiC_scaffold_4.0G756.1
OG0000723	KUTeg_010694, KUTeg_010693, KUTeg_015539	mikado.HiC_scaffold_4.0G201.1, mikado.HiC_scaffold_4.0G199.1, mikado.HiC_scaffold_4.0G199.2
OG0000725	KUTeg_006905, KUTeg_015301, KUTeg_015233	mikado.HiC_scaffold_4.0G232.1, mikado.HiC_scaffold_4.0G233.1, mikado.HiC_scaffold_4.0G231.1, mikado.HiC_scaffold_4.0G230.1
OG0000726	KUTeg_024271	mikado.HiC_scaffold_4.0G516.1
OG0000730	KUTeg_023974	mikado.HiC_scaffold_7.0G621.1
OG0000731	KUTeg_017315	mikado.HiC_scaffold_4.0G697.1
OG0000731	KUTeg_017318	mikado.HiC_scaffold_4.0G692.1
OG0000731	KUTeg_017316	mikado.HiC_scaffold_4.0G693.1
OG0000733	KUTeg_002153, KUTeg_022022	mikado.HiC_scaffold_19.0G177.1, mikado.HiC_scaffold_5.0G231.1, mikado.HiC_scaffold_11.0G44.1
OG0000734	KUTeg_019574	mikado.HiC_scaffold_5.0G1240.1, mikado.HiC_scaffold_5.0G1237.1, mikado.HiC_scaffold_5.0G1241.1, mikado.HiC_scaffold_5.0G360.1
OG0000735	KUTeg_021434, KUTeg_001158, KUTeg_017813, KUTeg_017968	mikado.HiC_scaffold_5.0G512.1, mikado.HiC_scaffold_5.0G515.1
OG0000735	KUTeg_017967	mikado.HiC_scaffold_5.0G513.1
OG0000737	KUTeg_018231	mikado.HiC_scaffold_5.0G688.1
OG0000739	KUTeg_018267, KUTeg_017538	mikado.HiC_scaffold_5.0G1201.1, mikado.HiC_scaffold_5.0G1197.1
OG0000740	KUTeg_019573	mikado.HiC_scaffold_5.0G1244.1, mikado.HiC_scaffold_13.0G1275.1
OG0000740	KUTeg_018468	mikado.HiC_scaffold_5.0G1248.1
OG0000741	KUTeg_024843, KUTeg_024848, KUTeg_024845, KUTeg_024846	mikado.HiC_scaffold_7.0G225.1, mikado.HiC_scaffold_7.0G224.1
OG0000742	KUTeg_000159	mikado.HiC_scaffold_7.0G1118.1, mikado.HiC_scaffold_9.0G1586.1
OG0000742	KUTeg_000858, KUTeg_000863, KUTeg_000860	mikado.HiC_scaffold_15.0G1306.1, mikado.HiC_scaffold_7.0G414.1
OG0000743	KUTeg_011306, KUTeg_011363, KUTeg_011362, KUTeg_015134	mikado.HiC_scaffold_7.0G517.1, mikado.HiC_scaffold_7.0G516.1
OG0000745	KUTeg_007333	mikado.HiC_scaffold_9.0G1001.1, mikado.HiC_scaffold_7.0G927.1, mikado.HiC_scaffold_12.3160685G1533.1, mikado.HiC_scaffold_12.3160685G1534.1, mikado.HiC_scaffold_12.3160685G1532.1, mikado.HiC_scaffold_12.3160685G976.1, mikado.HiC_scaffold_12.3160685G977.1
OG0000747	KUTeg_007511, KUTeg_007512	mikado.HiC_scaffold_7.0G1033.1, mikado.HiC_scaffold_7.0G1027.1, mikado.HiC_scaffold_7.0G1028.1, mikado.HiC_scaffold_12.3160685G532.1, mikado.HiC_scaffold_12.3160685G531.1
OG0000748	KUTeg_024113, KUTeg_024991	mikado.HiC_scaffold_7.0G1208.1, mikado.HiC_scaffold_7.0G1207.1, mikado.HiC_scaffold_7.0G1205.1, mikado.HiC_scaffold_7.0G1210.1, mikado.HiC_scaffold_7.0G1206.1
OG0000750	KUTeg_003151	mikado.HiC_scaffold_9.0G1044.1
OG0000750	KUTeg_002113, KUTeg_014811	mikado.HiC_scaffold_21.0G1289.1
OG0000751	KUTeg_003227, KUTeg_003180	mikado.HiC_scaffold_9.0G1169.1, mikado.HiC_scaffold_9.0G1170.1, mikado.HiC_scaffold_9.0G1171.1, mikado.HiC_scaffold_9.0G1172.1
OG0000752	KUTeg_018822	mikado.HiC_scaffold_18.0G1041.1, mikado.HiC_scaffold_18.0G1039.1
OG0000753	KUTeg_018612, KUTeg_018626	mikado.HiC_scaffold_9.0G1430.1, mikado.HiC_scaffold_9.0G1429.1, mikado.HiC_scaffold_9.0G1423.1, mikado.HiC_scaffold_9.0G1422.1, mikado.HiC_scaffold_13.0G804.1
OG0000754	KUTeg_003893	mikado.HiC_scaffold_9.0G1621.1
OG0000755	KUTeg_024841, KUTeg_008481	mikado.HiC_scaffold_10.0G860.1, mikado.HiC_scaffold_9.0G1690.1, mikado.HiC_scaffold_21.0G595.1
OG0000756	KUTeg_005553	mikado.HiC_scaffold_14.0G1015.1, mikado.HiC_scaffold_14.0G1021.1, mikado.HiC_scaffold_14.0G1018.1, mikado.HiC_scaffold_10.0G44.1, mikado.HiC_scaffold_14.0G1022.1, mikado.HiC_scaffold_14.0G1019.1
OG0000758	KUTeg_008470, KUTeg_013417	mikado.HiC_scaffold_10.0G217.1, mikado.HiC_scaffold_10.0G223.1, mikado.HiC_scaffold_10.0G215.1, mikado.HiC_scaffold_10.0G218.1, mikado.HiC_scaffold_10.0G222.1, mikado.HiC_scaffold_10.0G221.1
OG0000759	KUTeg_010905	mikado.HiC_scaffold_10.0G446.5
OG0000759	KUTeg_010902	mikado.HiC_scaffold_10.0G446.2, mikado.HiC_scaffold_10.0G446.1
OG0000760	KUTeg_010740	mikado.HiC_scaffold_10.0G455.1
OG0000764	KUTeg_008066, KUTeg_020867, KUTeg_009048	mikado.HiC_scaffold_11.0G58.1, mikado.HiC_scaffold_21.0G780.1, mikado.HiC_scaffold_11.0G641.1
OG0000765	KUTeg_019760	mikado.HiC_scaffold_18.0G199.1, mikado.HiC_scaffold_18.0G1421.1, mikado.HiC_scaffold_18.0G1420.1, mikado.HiC_scaffold_18.0G1419.1, mikado.HiC_scaffold_18.0G198.1, mikado.HiC_scaffold_11.0G201.1
OG0000766	KUTeg_018647	mikado.HiC_scaffold_11.0G374.1, mikado.HiC_scaffold_19.0G492.1, mikado.HiC_scaffold_19.0G1059.1, mikado.HiC_scaffold_19.0G1259.1, mikado.HiC_scaffold_19.0G1065.1, mikado.HiC_scaffold_19.0G1257.1
OG0000767	KUTeg_002530, KUTeg_001521	mikado.HiC_scaffold_11.0G586.1, mikado.HiC_scaffold_11.0G588.1, mikado.HiC_scaffold_12.3160685G723.1, mikado.HiC_scaffold_11.0G587.1
OG0000771	KUTeg_016869, KUTeg_005321	mikado.HiC_scaffold_13.0G697.1, mikado.HiC_scaffold_15.0G1824.1, mikado.HiC_scaffold_14.0G262.1, mikado.HiC_scaffold_14.0G268.1
OG0000772	KUTeg_016413	mikado.HiC_scaffold_13.0G745.1
OG0000772	KUTeg_016828, KUTeg_016453	mikado.HiC_scaffold_13.0G739.1
OG0000773	KUTeg_016896	mikado.HiC_scaffold_19.0G1330.1, mikado.HiC_scaffold_19.0G1329.1
OG0000773	KUTeg_009063	mikado.HiC_scaffold_19.0G562.1
OG0000773	KUTeg_016441	mikado.HiC_scaffold_13.0G825.1
OG0000774	KUTeg_015998, KUTeg_015999	mikado.HiC_scaffold_13.0G1019.5, mikado.HiC_scaffold_13.0G1019.3, mikado.HiC_scaffold_13.0G1019.1, mikado.HiC_scaffold_13.0G1019.2, mikado.HiC_scaffold_13.0G1019.4
OG0000775	KUTeg_016617	mikado.HiC_scaffold_13.0G1145.1, mikado.HiC_scaffold_13.0G1143.1, mikado.HiC_scaffold_13.0G1145.2, mikado.HiC_scaffold_13.0G1162.1, mikado.HiC_scaffold_13.0G1160.1, mikado.HiC_scaffold_13.0G1161.1
OG0000776	KUTeg_004679, KUTeg_009159	mikado.HiC_scaffold_14.0G57.1, mikado.HiC_scaffold_14.0G59.1, mikado.HiC_scaffold_14.0G85.1, mikado.HiC_scaffold_14.0G87.1
OG0000778	KUTeg_014617	mikado.HiC_scaffold_17.0G13.1
OG0000778	KUTeg_012178, KUTeg_011585, KUTeg_013703, KUTeg_012187, KUTeg_013552	mikado.HiC_scaffold_14.0G234.1
OG0000779	KUTeg_024940	mikado.HiC_scaffold_12.3160685G1570.1, mikado.HiC_scaffold_12.3160685G1572.1, mikado.HiC_scaffold_17.0G970.1, mikado.HiC_scaffold_17.0G971.1, mikado.HiC_scaffold_12.3160685G147.1, mikado.HiC_scaffold_14.0G304.1
OG0000780	KUTeg_005239	mikado.HiC_scaffold_14.0G754.1, mikado.HiC_scaffold_14.0G1072.1, mikado.HiC_scaffold_14.0G755.1
OG0000781	KUTeg_002666	mikado.HiC_scaffold_14.0G849.1, mikado.HiC_scaffold_18.0G869.1
OG0000782	KUTeg_004930, KUTeg_005215, KUTeg_010469, KUTeg_010468	mikado.HiC_scaffold_14.0G854.1
OG0000783	KUTeg_019844	mikado.HiC_scaffold_14.0G1225.1, mikado.HiC_scaffold_14.0G1226.1, mikado.HiC_scaffold_14.0G1231.1, mikado.HiC_scaffold_14.0G1230.1, mikado.HiC_scaffold_14.0G1228.1, mikado.HiC_scaffold_14.0G883.1, mikado.HiC_scaffold_14.0G1229.1
OG0000784	KUTeg_022444	mikado.HiC_scaffold_14.0G939.1, mikado.HiC_scaffold_19.0G664.1, mikado.HiC_scaffold_19.0G555.1, mikado.HiC_scaffold_21.0G245.1, mikado.HiC_scaffold_14.0G940.1, mikado.HiC_scaffold_12.3160685G687.1
OG0000785	KUTeg_003875, KUTeg_006604, KUTeg_022958, KUTeg_020437, KUTeg_016549, KUTeg_016555, KUTeg_012401	mikado.HiC_scaffold_14.0G969.1
OG0000786	KUTeg_005208	mikado.HiC_scaffold_14.0G1062.1
OG0000786	KUTeg_005209, KUTeg_011488	mikado.HiC_scaffold_14.0G1061.1, mikado.HiC_scaffold_14.0G1061.2
OG0000787	KUTeg_005447	mikado.HiC_scaffold_14.0G1116.1, mikado.HiC_scaffold_14.0G1118.1, mikado.HiC_scaffold_18.0G832.1, mikado.HiC_scaffold_14.0G1120.1, mikado.HiC_scaffold_14.0G1115.1, mikado.HiC_scaffold_14.0G1117.1
OG0000788	KUTeg_020333	mikado.HiC_scaffold_15.0G175.1
OG0000788	KUTeg_024431	mikado.HiC_scaffold_15.0G172.1, mikado.HiC_scaffold_15.0G173.1, mikado.HiC_scaffold_15.0G174.1
OG0000789	KUTeg_014732, KUTeg_020755	mikado.HiC_scaffold_15.0G312.1
OG0000789	KUTeg_022101	mikado.HiC_scaffold_15.0G311.1
OG0000790	KUTeg_020543	mikado.HiC_scaffold_15.0G629.1, mikado.HiC_scaffold_15.0G628.1, mikado.HiC_scaffold_15.0G630.1, mikado.HiC_scaffold_15.0G626.1
OG0000791	KUTeg_020070	mikado.HiC_scaffold_15.0G681.1
OG0000793	KUTeg_021301	mikado.HiC_scaffold_15.0G895.1, mikado.HiC_scaffold_15.0G896.1, mikado.HiC_scaffold_15.0G897.1, mikado.HiC_scaffold_15.0G898.1, mikado.HiC_scaffold_15.0G901.1, mikado.HiC_scaffold_15.0G900.1
OG0000794	KUTeg_020641	mikado.HiC_scaffold_15.0G1884.1, mikado.HiC_scaffold_15.0G1010.1, mikado.HiC_scaffold_17.0G266.1
OG0000794	KUTeg_012784	mikado.HiC_scaffold_15.0G1550.1
OG0000795	KUTeg_011149, KUTeg_001256	mikado.HiC_scaffold_15.0G1381.1
OG0000796	KUTeg_011063	mikado.HiC_scaffold_15.0G1629.1
OG0000796	KUTeg_007908	mikado.HiC_scaffold_21.0G456.1, mikado.HiC_scaffold_21.0G455.1, mikado.HiC_scaffold_21.0G460.1
OG0000797	KUTeg_012758	mikado.HiC_scaffold_15.0G1810.1, mikado.HiC_scaffold_15.0G1797.1, mikado.HiC_scaffold_15.0G1808.1, mikado.HiC_scaffold_15.0G1798.1, mikado.HiC_scaffold_15.0G1806.1, mikado.HiC_scaffold_15.0G1811.1, mikado.HiC_scaffold_15.0G1796.1
OG0000798	KUTeg_020635, KUTeg_020632	mikado.HiC_scaffold_15.0G2079.1, mikado.HiC_scaffold_15.0G2080.1
OG0000799	KUTeg_011122, KUTeg_010817, KUTeg_011123, KUTeg_011121, KUTeg_011120	mikado.HiC_scaffold_15.0G2269.1
OG0000801	KUTeg_006664, KUTeg_006668	mikado.HiC_scaffold_12.3160685G1250.1
OG0000801	KUTeg_006667	mikado.HiC_scaffold_16.0G423.1
OG0000802	KUTeg_010201	mikado.HiC_scaffold_16.0G586.1
OG0000802	KUTeg_007809	mikado.HiC_scaffold_16.0G580.1
OG0000804	KUTeg_014307	mikado.HiC_scaffold_16.0G590.1
OG0000805	KUTeg_013657, KUTeg_014234	mikado.HiC_scaffold_16.0G869.1
OG0000805	KUTeg_013164, KUTeg_013742	mikado.HiC_scaffold_16.0G852.1
OG0000806	KUTeg_013463	mikado.HiC_scaffold_16.0G1266.1, mikado.HiC_scaffold_16.0G1557.1, mikado.HiC_scaffold_16.0G1558.1, mikado.HiC_scaffold_16.0G1685.1, mikado.HiC_scaffold_16.0G1305.1, mikado.HiC_scaffold_16.0G1304.1
OG0000807	KUTeg_013995, KUTeg_013439	mikado.HiC_scaffold_16.0G1321.1, mikado.HiC_scaffold_16.0G1323.2, mikado.HiC_scaffold_16.0G1323.1, mikado.HiC_scaffold_16.0G1322.1
OG0000808	KUTeg_014254, KUTeg_014252, KUTeg_013679, KUTeg_014247, KUTeg_014250	mikado.HiC_scaffold_16.0G1344.1
OG0000809	KUTeg_013445, KUTeg_013825, KUTeg_014210, KUTeg_014337, KUTeg_024125	mikado.HiC_scaffold_16.0G1574.1
