0_0: Azeb-opn5a
0_12938: mikado.HiC_scaffold_14.0G100.1
0_12939: mikado.HiC_scaffold_14.0G99.1
0_12940: mikado.HiC_scaffold_14.0G101.1
0_12941: mikado.HiC_scaffold_14.0G102.1
0_12942: mikado.HiC_scaffold_14.0G103.1
0_12943: mikado.HiC_scaffold_14.0G104.1
0_12944: mikado.HiC_scaffold_14.0G105.1
0_12945: mikado.HiC_scaffold_14.0G106.1
0_12946: mikado.HiC_scaffold_14.0G107.1
0_12947: mikado.HiC_scaffold_14.0G108.1
0_12948: mikado.HiC_scaffold_14.0G109.1
0_12949: mikado.HiC_scaffold_14.0G110.1
0_12950: mikado.HiC_scaffold_14.0G111.1
0_12951: mikado.HiC_scaffold_14.0G113.1
0_12952: mikado.HiC_scaffold_14.0G114.1
0_12953: mikado.HiC_scaffold_14.0G115.2
0_12954: mikado.HiC_scaffold_14.0G115.1
0_12955: mikado.HiC_scaffold_14.0G115.3
0_12956: mikado.HiC_scaffold_14.0G115.5
0_12957: mikado.HiC_scaffold_14.0G116.1
0_12958: mikado.HiC_scaffold_14.0G117.1
0_12959: mikado.HiC_scaffold_14.0G118.1
0_12960: mikado.HiC_scaffold_14.0G119.1
0_12961: mikado.HiC_scaffold_14.0G120.1
0_12962: mikado.HiC_scaffold_14.0G121.1
0_12963: mikado.HiC_scaffold_14.0G121.2
0_12964: mikado.HiC_scaffold_14.0G122.1
0_12965: mikado.HiC_scaffold_14.0G123.1
0_12966: mikado.HiC_scaffold_14.0G124.1
0_12967: mikado.HiC_scaffold_14.0G125.1
0_12968: mikado.HiC_scaffold_14.0G127.1
0_12969: mikado.HiC_scaffold_14.0G127.2
0_12970: mikado.HiC_scaffold_14.0G128.1
0_12971: mikado.HiC_scaffold_14.0G130.1
0_12972: mikado.HiC_scaffold_14.0G129.1
0_12973: mikado.HiC_scaffold_14.0G132.1
0_12974: mikado.HiC_scaffold_14.0G133.1
0_12975: mikado.HiC_scaffold_14.0G134.1
0_12976: mikado.HiC_scaffold_14.0G137.1
0_12977: mikado.HiC_scaffold_14.0G135.1
0_12978: mikado.HiC_scaffold_14.0G136.1
0_12979: mikado.HiC_scaffold_14.0G138.1
0_12980: mikado.HiC_scaffold_14.0G139.1
0_12981: mikado.HiC_scaffold_14.0G140.1
0_12982: mikado.HiC_scaffold_14.0G140.2
0_12983: mikado.HiC_scaffold_14.0G141.1
0_12984: mikado.HiC_scaffold_14.0G142.1
0_12985: mikado.HiC_scaffold_14.0G143.1
0_12986: mikado.HiC_scaffold_14.0G144.1
0_12987: mikado.HiC_scaffold_14.0G146.1
0_12988: mikado.HiC_scaffold_14.0G145.1
0_12989: mikado.HiC_scaffold_14.0G147.1
0_12990: mikado.HiC_scaffold_14.0G148.1
0_12991: mikado.HiC_scaffold_14.0G149.1
0_12992: mikado.HiC_scaffold_14.0G150.2
0_12993: mikado.HiC_scaffold_14.0G150.1
0_12994: mikado.HiC_scaffold_14.0G151.1
0_12995: mikado.HiC_scaffold_14.0G152.1
0_12996: mikado.HiC_scaffold_14.0G153.1
0_12997: mikado.HiC_scaffold_14.0G154.1
0_12998: mikado.HiC_scaffold_14.0G155.1
0_12999: mikado.HiC_scaffold_14.0G156.1
0_13000: mikado.HiC_scaffold_14.0G157.1
0_13001: mikado.HiC_scaffold_14.0G158.1
0_13002: mikado.HiC_scaffold_14.0G159.1
0_13003: mikado.HiC_scaffold_14.0G160.1
0_13004: mikado.HiC_scaffold_14.0G161.1
0_13005: mikado.HiC_scaffold_14.0G162.1
0_13006: mikado.HiC_scaffold_14.0G164.1
0_13007: mikado.HiC_scaffold_14.0G165.1
0_13008: mikado.HiC_scaffold_14.0G166.1
0_13009: mikado.HiC_scaffold_14.0G167.1
0_13010: mikado.HiC_scaffold_14.0G168.1
0_13011: mikado.HiC_scaffold_14.0G169.1
0_13012: mikado.HiC_scaffold_14.0G170.1
0_13013: mikado.HiC_scaffold_14.0G171.1
0_13014: mikado.HiC_scaffold_14.0G172.1
0_13015: mikado.HiC_scaffold_14.0G173.2
0_13016: mikado.HiC_scaffold_14.0G173.1
0_13017: mikado.HiC_scaffold_14.0G174.1
0_13018: mikado.HiC_scaffold_14.0G176.1
0_13019: mikado.HiC_scaffold_14.0G177.1
0_13020: mikado.HiC_scaffold_14.0G175.1
0_13021: mikado.HiC_scaffold_14.0G178.1
0_13022: mikado.HiC_scaffold_14.0G179.1
0_13023: mikado.HiC_scaffold_14.0G180.1
0_13024: mikado.HiC_scaffold_14.0G181.1
0_13025: mikado.HiC_scaffold_14.0G182.1
0_13026: mikado.HiC_scaffold_14.0G182.2
0_13027: mikado.HiC_scaffold_14.0G183.1
0_13028: mikado.HiC_scaffold_14.0G184.1
0_13029: mikado.HiC_scaffold_14.0G185.1
0_13030: mikado.HiC_scaffold_14.0G185.3
0_13031: mikado.HiC_scaffold_14.0G185.4
0_13032: mikado.HiC_scaffold_14.0G186.1
0_13033: mikado.HiC_scaffold_14.0G187.1
0_13034: mikado.HiC_scaffold_14.0G188.1
0_13035: mikado.HiC_scaffold_14.0G189.1
0_13036: mikado.HiC_scaffold_14.0G191.1
0_13037: mikado.HiC_scaffold_14.0G190.1
0_13038: mikado.HiC_scaffold_14.0G190.3
0_13039: mikado.HiC_scaffold_14.0G192.1
0_13040: mikado.HiC_scaffold_14.0G193.1
0_13041: mikado.HiC_scaffold_14.0G194.1
0_13042: mikado.HiC_scaffold_14.0G195.1
0_13043: mikado.HiC_scaffold_14.0G196.1
0_13044: mikado.HiC_scaffold_14.0G197.1
0_13045: mikado.HiC_scaffold_14.0G198.1
0_13046: mikado.HiC_scaffold_14.0G199.1
0_13047: mikado.HiC_scaffold_14.0G200.1
0_13048: mikado.HiC_scaffold_14.0G201.1
0_13049: mikado.HiC_scaffold_14.0G202.1
0_13050: mikado.HiC_scaffold_14.0G203.1
0_13051: mikado.HiC_scaffold_14.0G203.2
0_13052: mikado.HiC_scaffold_14.0G203.3
0_13053: mikado.HiC_scaffold_14.0G204.1
0_13054: mikado.HiC_scaffold_14.0G205.1
0_13055: mikado.HiC_scaffold_14.0G206.1
0_13056: mikado.HiC_scaffold_14.0G207.1
0_13057: mikado.HiC_scaffold_14.0G208.1
0_13058: mikado.HiC_scaffold_14.0G209.1
0_13059: mikado.HiC_scaffold_14.0G210.1
0_13060: mikado.HiC_scaffold_14.0G211.1
0_13061: mikado.HiC_scaffold_14.0G212.1
0_13062: mikado.HiC_scaffold_14.0G213.1
0_13063: mikado.HiC_scaffold_14.0G214.1
0_13064: mikado.HiC_scaffold_14.0G215.1
0_13065: mikado.HiC_scaffold_14.0G216.1
0_13066: mikado.HiC_scaffold_14.0G217.1
0_13067: mikado.HiC_scaffold_14.0G218.1
0_13068: mikado.HiC_scaffold_14.0G219.1
0_13069: mikado.HiC_scaffold_14.0G220.1
0_13070: mikado.HiC_scaffold_14.0G220.2
0_13071: mikado.HiC_scaffold_14.0G221.1
0_13072: mikado.HiC_scaffold_14.0G222.1
0_13073: mikado.HiC_scaffold_14.0G223.1
0_13074: mikado.HiC_scaffold_14.0G224.1
0_13075: mikado.HiC_scaffold_14.0G225.1
0_13076: mikado.HiC_scaffold_14.0G226.1
0_13077: mikado.HiC_scaffold_14.0G227.1
0_13078: mikado.HiC_scaffold_14.0G228.1
0_13079: mikado.HiC_scaffold_14.0G229.1
0_13080: mikado.HiC_scaffold_14.0G230.1
0_13081: mikado.HiC_scaffold_14.0G231.1
0_13082: mikado.HiC_scaffold_14.0G231.2
0_13083: mikado.HiC_scaffold_14.0G232.1
0_13084: mikado.HiC_scaffold_14.0G233.1
0_13085: mikado.HiC_scaffold_14.0G234.1
0_13086: mikado.HiC_scaffold_14.0G235.1
0_13087: mikado.HiC_scaffold_14.0G236.1
0_13088: mikado.HiC_scaffold_14.0G237.1
0_13089: mikado.HiC_scaffold_14.0G237.2
0_13090: mikado.HiC_scaffold_14.0G238.1
0_13091: mikado.HiC_scaffold_14.0G239.1
0_13092: mikado.HiC_scaffold_14.0G240.1
0_13093: mikado.HiC_scaffold_14.0G241.1
0_13094: mikado.HiC_scaffold_14.0G242.1
0_13095: mikado.HiC_scaffold_14.0G243.1
0_13096: mikado.HiC_scaffold_14.0G244.1
0_13097: mikado.HiC_scaffold_14.0G245.1
0_13098: mikado.HiC_scaffold_14.0G246.1
0_13099: mikado.HiC_scaffold_14.0G246.2
0_13100: mikado.HiC_scaffold_14.0G247.1
0_13101: mikado.HiC_scaffold_14.0G247.2
0_13102: mikado.HiC_scaffold_14.0G248.1
0_13103: mikado.HiC_scaffold_14.0G249.1
0_13104: mikado.HiC_scaffold_14.0G250.1
0_13105: mikado.HiC_scaffold_14.0G251.1
0_13106: mikado.HiC_scaffold_14.0G252.1
0_13107: mikado.HiC_scaffold_14.0G253.1
0_13108: mikado.HiC_scaffold_14.0G254.1
0_13109: mikado.HiC_scaffold_14.0G255.1
0_13110: mikado.HiC_scaffold_14.0G256.1
0_13111: mikado.HiC_scaffold_14.0G256.2
0_13112: mikado.HiC_scaffold_14.0G257.1
0_13113: mikado.HiC_scaffold_14.0G258.1
0_13114: mikado.HiC_scaffold_14.0G259.1
0_13115: mikado.HiC_scaffold_14.0G260.1
0_13116: mikado.HiC_scaffold_14.0G261.1
0_13117: mikado.HiC_scaffold_14.0G262.1
0_13118: mikado.HiC_scaffold_14.0G263.1
0_13119: mikado.HiC_scaffold_14.0G264.1
0_13120: mikado.HiC_scaffold_14.0G265.1
0_13121: mikado.HiC_scaffold_14.0G267.1
0_13122: mikado.HiC_scaffold_14.0G268.1
0_13123: mikado.HiC_scaffold_14.0G270.1
0_13124: mikado.HiC_scaffold_14.0G271.1
0_13125: mikado.HiC_scaffold_14.0G272.1
0_13126: mikado.HiC_scaffold_14.0G273.1
0_13127: mikado.HiC_scaffold_14.0G274.1
0_13128: mikado.HiC_scaffold_14.0G275.2
0_13129: mikado.HiC_scaffold_14.0G275.1
0_13130: mikado.HiC_scaffold_14.0G276.1
0_13131: mikado.HiC_scaffold_14.0G277.1
0_13132: mikado.HiC_scaffold_14.0G278.1
0_13133: mikado.HiC_scaffold_14.0G279.1
0_13134: mikado.HiC_scaffold_14.0G280.1
0_13135: mikado.HiC_scaffold_14.0G281.1
0_13136: mikado.HiC_scaffold_14.0G283.1
0_13137: mikado.HiC_scaffold_14.0G284.1
0_13138: mikado.HiC_scaffold_14.0G285.1
0_13139: mikado.HiC_scaffold_14.0G286.1
0_13140: mikado.HiC_scaffold_14.0G288.1
0_13141: mikado.HiC_scaffold_14.0G287.1
0_13142: mikado.HiC_scaffold_14.0G289.1
0_13143: mikado.HiC_scaffold_14.0G290.1
0_13144: mikado.HiC_scaffold_14.0G292.1
0_13145: mikado.HiC_scaffold_14.0G293.1
0_13146: mikado.HiC_scaffold_14.0G294.1
0_13147: mikado.HiC_scaffold_14.0G295.1
0_13148: mikado.HiC_scaffold_14.0G296.1
0_13149: mikado.HiC_scaffold_14.0G297.1
0_13150: mikado.HiC_scaffold_14.0G298.1
0_13151: mikado.HiC_scaffold_14.0G299.1
0_13152: mikado.HiC_scaffold_14.0G300.1
0_13153: mikado.HiC_scaffold_14.0G301.1
0_13154: mikado.HiC_scaffold_14.0G302.1
0_13155: mikado.HiC_scaffold_14.0G303.1
0_13156: mikado.HiC_scaffold_14.0G304.1
0_13157: mikado.HiC_scaffold_14.0G305.1
0_13158: mikado.HiC_scaffold_14.0G306.1
0_13159: mikado.HiC_scaffold_14.0G307.1
0_13160: mikado.HiC_scaffold_14.0G308.1
0_13161: mikado.HiC_scaffold_14.0G309.1
0_13162: mikado.HiC_scaffold_14.0G310.1
0_13163: mikado.HiC_scaffold_14.0G311.1
0_13164: mikado.HiC_scaffold_14.0G312.1
0_13165: mikado.HiC_scaffold_14.0G313.1
0_13166: mikado.HiC_scaffold_14.0G314.1
0_13167: mikado.HiC_scaffold_14.0G315.1
0_13168: mikado.HiC_scaffold_14.0G316.1
0_13169: mikado.HiC_scaffold_14.0G317.1
0_13170: mikado.HiC_scaffold_14.0G318.1
0_13171: mikado.HiC_scaffold_14.0G319.1
0_13172: mikado.HiC_scaffold_14.0G320.1
0_13173: mikado.HiC_scaffold_14.0G320.2
0_13174: mikado.HiC_scaffold_14.0G321.1
0_13175: mikado.HiC_scaffold_14.0G322.1
0_13176: mikado.HiC_scaffold_14.0G323.1
0_13177: mikado.HiC_scaffold_14.0G324.1
0_13178: mikado.HiC_scaffold_14.0G325.1
0_13179: mikado.HiC_scaffold_14.0G327.1
0_13180: mikado.HiC_scaffold_14.0G326.1
0_13181: mikado.HiC_scaffold_14.0G328.1
0_13182: mikado.HiC_scaffold_14.0G331.1
0_13183: mikado.HiC_scaffold_14.0G332.1
0_13184: mikado.HiC_scaffold_14.0G333.1
0_13185: mikado.HiC_scaffold_14.0G334.1
0_13186: mikado.HiC_scaffold_14.0G335.1
0_13187: mikado.HiC_scaffold_14.0G336.2
0_13188: mikado.HiC_scaffold_14.0G336.1
0_13189: mikado.HiC_scaffold_14.0G337.1
0_13190: mikado.HiC_scaffold_14.0G338.1
0_13191: mikado.HiC_scaffold_14.0G339.1
0_13192: mikado.HiC_scaffold_14.0G340.1
0_13193: mikado.HiC_scaffold_14.0G341.1
0_13194: mikado.HiC_scaffold_14.0G341.2
0_13195: mikado.HiC_scaffold_14.0G342.1
0_13196: mikado.HiC_scaffold_14.0G343.1
0_13197: mikado.HiC_scaffold_14.0G344.1
0_13198: mikado.HiC_scaffold_14.0G345.1
0_13199: mikado.HiC_scaffold_14.0G346.1
0_13200: mikado.HiC_scaffold_14.0G347.1
0_13201: mikado.HiC_scaffold_14.0G348.1
0_13202: mikado.HiC_scaffold_14.0G349.1
0_13203: mikado.HiC_scaffold_14.0G350.1
0_13204: mikado.HiC_scaffold_14.0G351.1
0_13205: mikado.HiC_scaffold_14.0G352.1
0_13206: mikado.HiC_scaffold_14.0G353.1
0_13207: mikado.HiC_scaffold_14.0G354.1
0_13208: mikado.HiC_scaffold_14.0G355.2
0_13209: mikado.HiC_scaffold_14.0G355.1
0_13210: mikado.HiC_scaffold_14.0G355.3
0_13211: mikado.HiC_scaffold_14.0G355.4
0_13212: mikado.HiC_scaffold_14.0G356.1
0_13213: mikado.HiC_scaffold_14.0G357.1
0_13214: mikado.HiC_scaffold_14.0G358.1
0_13215: mikado.HiC_scaffold_14.0G359.1
0_13216: mikado.HiC_scaffold_14.0G360.1
0_13217: mikado.HiC_scaffold_14.0G361.1
0_13218: mikado.HiC_scaffold_14.0G362.1
0_13219: mikado.HiC_scaffold_14.0G363.1
0_13220: mikado.HiC_scaffold_14.0G364.1
0_13221: mikado.HiC_scaffold_14.0G365.1
0_13222: mikado.HiC_scaffold_14.0G366.1
0_13223: mikado.HiC_scaffold_14.0G367.1
0_13224: mikado.HiC_scaffold_14.0G368.1
0_13225: mikado.HiC_scaffold_14.0G369.1
0_13226: mikado.HiC_scaffold_14.0G370.1
0_13227: mikado.HiC_scaffold_14.0G371.1
0_13228: mikado.HiC_scaffold_14.0G372.1
0_13229: mikado.HiC_scaffold_14.0G373.1
0_13230: mikado.HiC_scaffold_14.0G374.1
0_13231: mikado.HiC_scaffold_14.0G375.1
0_13232: mikado.HiC_scaffold_14.0G376.1
0_13233: mikado.HiC_scaffold_14.0G377.1
0_13234: mikado.HiC_scaffold_14.0G378.1
0_13235: mikado.HiC_scaffold_14.0G379.1
0_13236: mikado.HiC_scaffold_14.0G380.1
0_13237: mikado.HiC_scaffold_14.0G381.1
0_13238: mikado.HiC_scaffold_14.0G382.1
0_13239: mikado.HiC_scaffold_14.0G383.1
0_13240: mikado.HiC_scaffold_14.0G384.1
0_13241: mikado.HiC_scaffold_14.0G385.1
0_13242: mikado.HiC_scaffold_14.0G386.1
0_13243: mikado.HiC_scaffold_14.0G388.1
0_13244: mikado.HiC_scaffold_14.0G387.1
0_13245: mikado.HiC_scaffold_14.0G389.1
0_13246: mikado.HiC_scaffold_14.0G390.1
0_13247: mikado.HiC_scaffold_14.0G391.1
0_13248: mikado.HiC_scaffold_14.0G392.1
0_13249: mikado.HiC_scaffold_14.0G393.1
0_13250: mikado.HiC_scaffold_14.0G394.1
0_13251: mikado.HiC_scaffold_14.0G395.1
0_13252: mikado.HiC_scaffold_14.0G396.1
0_13253: mikado.HiC_scaffold_14.0G397.1
0_13254: mikado.HiC_scaffold_14.0G398.1
0_13255: mikado.HiC_scaffold_14.0G399.1
0_13256: mikado.HiC_scaffold_14.0G400.1
0_13257: mikado.HiC_scaffold_14.0G401.1
0_13258: mikado.HiC_scaffold_14.0G402.1
0_13259: mikado.HiC_scaffold_14.0G403.1
0_13260: mikado.HiC_scaffold_14.0G404.1
0_13261: mikado.HiC_scaffold_14.0G405.1
0_13262: mikado.HiC_scaffold_14.0G406.1
0_13263: mikado.HiC_scaffold_14.0G407.1
0_13264: mikado.HiC_scaffold_14.0G408.1
0_13265: mikado.HiC_scaffold_14.0G409.1
0_13266: mikado.HiC_scaffold_14.0G410.1
0_13267: mikado.HiC_scaffold_14.0G411.1
0_13268: mikado.HiC_scaffold_14.0G412.1
0_13269: mikado.HiC_scaffold_14.0G413.1
0_13270: mikado.HiC_scaffold_14.0G414.1
0_13271: mikado.HiC_scaffold_14.0G415.1
0_13272: mikado.HiC_scaffold_14.0G416.1
0_13273: mikado.HiC_scaffold_14.0G417.1
0_13274: mikado.HiC_scaffold_14.0G418.1
0_13275: mikado.HiC_scaffold_14.0G419.1
0_13276: mikado.HiC_scaffold_14.0G420.1
0_13277: mikado.HiC_scaffold_14.0G422.1
0_13278: mikado.HiC_scaffold_14.0G421.1
0_13279: mikado.HiC_scaffold_14.0G423.1
0_13280: mikado.HiC_scaffold_14.0G424.1
0_13281: mikado.HiC_scaffold_14.0G425.1
0_13282: mikado.HiC_scaffold_14.0G426.1
0_13283: mikado.HiC_scaffold_14.0G427.1
0_13284: mikado.HiC_scaffold_14.0G429.1
0_13285: mikado.HiC_scaffold_14.0G429.2
0_13286: mikado.HiC_scaffold_14.0G428.1
0_13287: mikado.HiC_scaffold_14.0G430.1
0_13288: mikado.HiC_scaffold_14.0G431.1
0_13289: mikado.HiC_scaffold_14.0G432.1
0_13290: mikado.HiC_scaffold_14.0G432.2
0_13291: mikado.HiC_scaffold_14.0G433.1
0_13292: mikado.HiC_scaffold_14.0G434.1
0_13293: mikado.HiC_scaffold_14.0G435.1
0_13294: mikado.HiC_scaffold_14.0G436.1
0_13295: mikado.HiC_scaffold_14.0G437.1
0_13296: mikado.HiC_scaffold_14.0G438.1
0_13297: mikado.HiC_scaffold_14.0G439.1
0_13298: mikado.HiC_scaffold_14.0G440.1
0_13299: mikado.HiC_scaffold_14.0G441.1
0_13300: mikado.HiC_scaffold_14.0G442.1
0_13301: mikado.HiC_scaffold_14.0G443.1
0_13302: mikado.HiC_scaffold_14.0G444.1
0_13303: mikado.HiC_scaffold_14.0G445.1
0_13304: mikado.HiC_scaffold_14.0G446.1
0_13305: mikado.HiC_scaffold_14.0G447.1
0_13306: mikado.HiC_scaffold_14.0G448.1
0_13307: mikado.HiC_scaffold_14.0G450.1
0_13308: mikado.HiC_scaffold_14.0G451.1
0_13309: mikado.HiC_scaffold_14.0G452.1
0_13310: mikado.HiC_scaffold_14.0G453.1
0_13311: mikado.HiC_scaffold_14.0G454.1
0_13312: mikado.HiC_scaffold_14.0G455.1
0_13313: mikado.HiC_scaffold_14.0G456.1
0_13314: mikado.HiC_scaffold_14.0G457.1
0_13315: mikado.HiC_scaffold_14.0G458.1
0_13316: mikado.HiC_scaffold_14.0G459.1
0_13317: mikado.HiC_scaffold_14.0G460.1
0_13318: mikado.HiC_scaffold_14.0G461.1
0_13319: mikado.HiC_scaffold_14.0G463.1
0_13320: mikado.HiC_scaffold_14.0G463.2
0_13321: mikado.HiC_scaffold_14.0G465.1
0_13322: mikado.HiC_scaffold_14.0G466.1
0_13323: mikado.HiC_scaffold_14.0G467.1
0_13324: mikado.HiC_scaffold_14.0G468.1
0_13325: mikado.HiC_scaffold_14.0G468.2
0_13326: mikado.HiC_scaffold_14.0G469.1
0_13327: mikado.HiC_scaffold_14.0G470.1
0_13328: mikado.HiC_scaffold_14.0G471.1
0_13329: mikado.HiC_scaffold_14.0G472.1
0_13330: mikado.HiC_scaffold_14.0G473.1
0_13331: mikado.HiC_scaffold_14.0G475.1
0_13332: mikado.HiC_scaffold_14.0G476.1
0_13333: mikado.HiC_scaffold_14.0G477.1
0_13334: mikado.HiC_scaffold_14.0G478.1
0_13335: mikado.HiC_scaffold_14.0G479.1
0_13336: mikado.HiC_scaffold_14.0G480.1
0_13337: mikado.HiC_scaffold_14.0G481.1
0_13338: mikado.HiC_scaffold_14.0G481.2
0_13339: mikado.HiC_scaffold_14.0G482.1
0_13340: mikado.HiC_scaffold_14.0G483.1
0_13341: mikado.HiC_scaffold_14.0G484.1
0_13342: mikado.HiC_scaffold_14.0G485.1
0_13343: mikado.HiC_scaffold_14.0G486.1
0_13344: mikado.HiC_scaffold_14.0G487.1
0_13345: mikado.HiC_scaffold_14.0G488.1
0_13346: mikado.HiC_scaffold_14.0G489.1
0_13347: mikado.HiC_scaffold_14.0G490.1
0_13348: mikado.HiC_scaffold_14.0G491.1
0_13349: mikado.HiC_scaffold_14.0G492.1
0_13350: mikado.HiC_scaffold_14.0G493.1
0_13351: mikado.HiC_scaffold_14.0G494.1
0_13352: mikado.HiC_scaffold_14.0G495.1
0_13353: mikado.HiC_scaffold_14.0G496.1
0_13354: mikado.HiC_scaffold_14.0G497.1
0_13355: mikado.HiC_scaffold_14.0G498.1
0_13356: mikado.HiC_scaffold_14.0G499.1
0_13357: mikado.HiC_scaffold_14.0G500.1
0_13358: mikado.HiC_scaffold_14.0G501.1
0_13359: mikado.HiC_scaffold_14.0G502.1
0_13360: mikado.HiC_scaffold_14.0G503.1
0_13361: mikado.HiC_scaffold_14.0G504.1
0_13362: mikado.HiC_scaffold_14.0G505.1
0_13363: mikado.HiC_scaffold_14.0G506.1
0_13364: mikado.HiC_scaffold_14.0G507.1
0_13365: mikado.HiC_scaffold_14.0G508.1
0_13366: mikado.HiC_scaffold_14.0G509.1
0_13367: mikado.HiC_scaffold_14.0G510.1
0_13368: mikado.HiC_scaffold_14.0G511.1
0_13369: mikado.HiC_scaffold_14.0G513.1
0_13370: mikado.HiC_scaffold_14.0G514.1
0_13371: mikado.HiC_scaffold_14.0G515.1
0_13372: mikado.HiC_scaffold_14.0G516.1
0_13373: mikado.HiC_scaffold_14.0G517.1
0_13374: mikado.HiC_scaffold_14.0G518.1
0_13375: mikado.HiC_scaffold_14.0G519.1
0_13376: mikado.HiC_scaffold_14.0G520.1
0_13377: mikado.HiC_scaffold_14.0G521.1
0_13378: mikado.HiC_scaffold_14.0G522.2
0_13379: mikado.HiC_scaffold_14.0G522.1
0_13380: mikado.HiC_scaffold_14.0G523.1
0_13381: mikado.HiC_scaffold_14.0G524.1
0_13382: mikado.HiC_scaffold_14.0G525.1
0_13383: mikado.HiC_scaffold_14.0G526.1
0_13384: mikado.HiC_scaffold_14.0G526.2
0_13385: mikado.HiC_scaffold_14.0G527.1
0_13386: mikado.HiC_scaffold_14.0G528.1
0_13387: mikado.HiC_scaffold_14.0G529.1
0_13388: mikado.HiC_scaffold_14.0G530.1
0_13389: mikado.HiC_scaffold_14.0G531.1
0_13390: mikado.HiC_scaffold_14.0G532.1
0_13391: mikado.HiC_scaffold_14.0G533.1
0_13392: mikado.HiC_scaffold_14.0G534.1
0_13393: mikado.HiC_scaffold_14.0G535.1
0_13394: mikado.HiC_scaffold_14.0G536.1
0_13395: mikado.HiC_scaffold_14.0G537.1
0_13396: mikado.HiC_scaffold_14.0G538.1
0_13397: mikado.HiC_scaffold_14.0G539.1
0_13398: mikado.HiC_scaffold_14.0G540.1
0_13399: mikado.HiC_scaffold_14.0G541.1
0_13400: mikado.HiC_scaffold_14.0G544.1
0_13401: mikado.HiC_scaffold_14.0G542.1
0_13402: mikado.HiC_scaffold_14.0G543.1
0_13403: mikado.HiC_scaffold_14.0G545.1
0_13404: mikado.HiC_scaffold_14.0G546.1
0_13405: mikado.HiC_scaffold_14.0G547.1
0_13406: mikado.HiC_scaffold_14.0G548.1
0_13407: mikado.HiC_scaffold_14.0G549.1
0_13408: mikado.HiC_scaffold_14.0G549.2
0_13409: mikado.HiC_scaffold_14.0G550.1
0_13410: mikado.HiC_scaffold_14.0G551.1
0_13411: mikado.HiC_scaffold_14.0G552.1
0_13412: mikado.HiC_scaffold_14.0G553.1
0_13413: mikado.HiC_scaffold_14.0G554.1
0_13414: mikado.HiC_scaffold_14.0G555.1
0_13415: mikado.HiC_scaffold_14.0G556.1
0_13416: mikado.HiC_scaffold_14.0G556.2
0_13417: mikado.HiC_scaffold_14.0G557.1
0_13418: mikado.HiC_scaffold_14.0G558.1
0_13419: mikado.HiC_scaffold_14.0G559.1
0_13420: mikado.HiC_scaffold_14.0G560.1
0_13421: mikado.HiC_scaffold_14.0G561.1
0_13422: mikado.HiC_scaffold_14.0G562.1
0_13423: mikado.HiC_scaffold_14.0G563.1
0_13424: mikado.HiC_scaffold_14.0G564.1
0_13425: mikado.HiC_scaffold_14.0G565.1
0_13426: mikado.HiC_scaffold_14.0G566.1
0_13427: mikado.HiC_scaffold_14.0G567.1
0_13428: mikado.HiC_scaffold_14.0G568.1
0_13429: mikado.HiC_scaffold_14.0G569.1
0_13430: mikado.HiC_scaffold_14.0G570.1
0_13431: mikado.HiC_scaffold_14.0G571.1
0_13432: mikado.HiC_scaffold_14.0G572.1
0_13433: mikado.HiC_scaffold_14.0G573.1
0_13434: mikado.HiC_scaffold_14.0G574.1
0_13435: mikado.HiC_scaffold_14.0G575.1
0_13436: mikado.HiC_scaffold_14.0G576.1
0_13437: mikado.HiC_scaffold_14.0G577.1
0_13438: mikado.HiC_scaffold_14.0G578.1
0_13439: mikado.HiC_scaffold_14.0G579.1
0_13440: mikado.HiC_scaffold_14.0G579.2
0_13441: mikado.HiC_scaffold_14.0G580.1
0_13442: mikado.HiC_scaffold_14.0G581.1
0_13443: mikado.HiC_scaffold_14.0G582.1
0_13444: mikado.HiC_scaffold_14.0G583.1
0_13445: mikado.HiC_scaffold_14.0G584.1
0_13446: mikado.HiC_scaffold_14.0G585.1
0_13447: mikado.HiC_scaffold_14.0G586.1
0_13448: mikado.HiC_scaffold_14.0G587.1
0_13449: mikado.HiC_scaffold_14.0G588.1
0_13450: mikado.HiC_scaffold_14.0G589.1
0_13451: mikado.HiC_scaffold_14.0G590.1
0_13452: mikado.HiC_scaffold_14.0G591.1
0_13453: mikado.HiC_scaffold_14.0G592.1
0_13454: mikado.HiC_scaffold_14.0G593.1
0_13455: mikado.HiC_scaffold_14.0G594.1
0_13456: mikado.HiC_scaffold_14.0G595.1
0_13457: mikado.HiC_scaffold_14.0G596.1
0_13458: mikado.HiC_scaffold_14.0G597.1
0_13459: mikado.HiC_scaffold_14.0G599.1
0_13460: mikado.HiC_scaffold_14.0G600.1
0_13461: mikado.HiC_scaffold_14.0G601.1
0_13462: mikado.HiC_scaffold_14.0G602.1
0_13463: mikado.HiC_scaffold_14.0G603.1
0_13464: mikado.HiC_scaffold_14.0G604.1
0_13465: mikado.HiC_scaffold_14.0G605.1
0_13466: mikado.HiC_scaffold_14.0G607.1
0_13467: mikado.HiC_scaffold_14.0G608.1
0_13468: mikado.HiC_scaffold_14.0G609.1
0_13469: mikado.HiC_scaffold_14.0G610.1
0_13470: mikado.HiC_scaffold_14.0G611.1
0_13471: mikado.HiC_scaffold_14.0G612.1
0_13472: mikado.HiC_scaffold_14.0G613.1
0_13473: mikado.HiC_scaffold_14.0G614.1
0_13474: mikado.HiC_scaffold_14.0G614.2
